,title,authors
16,NeuralScale: Efficient Scaling of Neurons for Resource-Constrained Deep Neural Networks,"Eugene Lee,  Chen-Yi Lee"
17,Transfer Learning From Synthetic to Real-Noise Denoising With Adaptive Instance Normalization,"Yoonsik Kim,  Jae Woong Soh,  Gu Yong Park,  Nam Ik Cho"
18,Variational Context-Deformable ConvNets for Indoor Scene Parsing,"Zhitong Xiong,  Yuan Yuan,  Nianhui Guo,  Qi Wang"
19,Augmenting Colonoscopy Using Extended and Directional CycleGAN for Lossy Image Translation,"Shawn Mathew,  Saad Nadeem,  Sruti Kumari,  Arie Kaufman"
20,BANet: Bidirectional Aggregation Network With Occlusion Handling for Panoptic Segmentation,"Yifeng Chen,  Guangchen Lin,  Songyuan Li,  Omar Bourahla,  Yiming Wu,  Fangfang Wang,  Junyi Feng,  Mingliang Xu,  Xi Li"
21,C2FNAS: Coarse-to-Fine Neural Architecture Search for 3D Medical Image Segmentation,"Qihang Yu,  Dong Yang,  Holger Roth,  Yutong Bai,  Yixiao Zhang,  Alan L. Yuille,  Daguang Xu"
22,Seeing the World in a Bag of Chips,"Jeong Joon Park,  Aleksander Holynski,  Steven M. Seitz"
23,Cascaded Deep Video Deblurring Using Temporal Sharpness Prior,"Jinshan Pan,  Haoran Bai,  Jinhui Tang"
24,Reflection Scene Separation From a Single Image,"Renjie Wan,  Boxin Shi,  Haoliang Li,  Ling-Yu Duan,  Alex C. Kot"
25,SmallBigNet: Integrating Core and Contextual Views for Video Classification,"Xianhang Li,  Yali Wang,  Zhipeng Zhou,  Yu Qiao"
26,From Two Rolling Shutters to One Global Shutter,"Cenek Albl,  Zuzana Kukelova,  Viktor Larsson,  Michal Polic,  Tomas Pajdla,  Konrad Schindler"
27,CvxNet: Learnable Convex Decomposition,"Boyang Deng,  Kyle Genova,  Soroosh Yazdani,  Sofien Bouaziz,  Geoffrey Hinton,  Andrea Tagliasacchi"
28,RoboTHOR: An Open Simulation-to-Real Embodied AI Platform,"Matt Deitke,  Winson Han,  Alvaro Herrasti,  Aniruddha Kembhavi,  Eric Kolve,  Roozbeh Mottaghi,  Jordi Salvador,  Dustin Schwenk,  Eli VanderBilt,  Matthew Wallingford,  Luca Weihs,  Mark Yatskar,  Ali Farhadi"
29,Style Normalization and Restitution for Generalizable Person Re-Identification,"Xin Jin,  Cuiling Lan,  Wenjun Zeng,  Zhibo Chen,  Li Zhang"
30,Training Noise-Robust Deep Neural Networks via Meta-Learning,"Zhen Wang,  Guosheng Hu,  Qinghua Hu"
31,HUMBI: A Large Multiview Dataset of Human Body Expressions,"Zhixuan Yu,  Jae Shin Yoon,  In Kyu Lee,  Prashanth Venkatesh,  Jaesik Park,  Jihun Yu,  Hyun Soo Park"
32,Towards Transferable Targeted Attack,"Maosen Li,  Cheng Deng,  Tengjiao Li,  Junchi Yan,  Xinbo Gao,  Heng Huang"
33,Supervised Raw Video Denoising With a Benchmark Dataset on Dynamic Scenes,"Huanjing Yue,  Cong Cao,  Lei Liao,  Ronghe Chu,  Jingyu Yang"
34,FDA: Fourier Domain Adaptation for Semantic Segmentation,"Yanchao Yang,  Stefano Soatto"
35,SGAS: Sequential Greedy Architecture Search,"Guohao Li,  Guocheng Qian,  Itzel C. Delgadillo,  Matthias Muller,  Ali Thabet,  Bernard Ghanem"
36,Instance Segmentation of Biological Images Using Harmonic Embeddings,"Victor Kulikov,  Victor Lempitsky"
37,Rethinking Zero-Shot Video Classification: End-to-End Training for Realistic Applications,"Biagio Brattoli,  Joseph Tighe,  Fedor Zhdanov,  Pietro Perona,  Krzysztof Chalupka"
38,A Multigrid Method for Efficiently Training Video Models,"Chao-Yuan Wu,  Ross Girshick,  Kaiming He,  Christoph Feichtenhofer,  Philipp Krahenbuhl"
39,Attention-Aware Multi-View Stereo,"Keyang Luo,  Tao Guan,  Lili Ju,  Yuesong Wang,  Zhuo Chen,  Yawei Luo"
40,PPDM: Parallel Point Detection and Matching for Real-Time Human-Object Interaction Detection,"Yue Liao,  Si Liu,  Fei Wang,  Yanjie Chen,  Chen Qian,  Jiashi Feng"
41,PULSE: Self-Supervised Photo Upsampling via Latent Space Exploration of Generative Models,"Sachit Menon,  Alexandru Damian,  Shijia Hu,  Nikhil Ravi,  Cynthia Rudin"
42,Discrete Model Compression With Resource Constraint for Deep Neural Networks,"Shangqian Gao,  Feihu Huang,  Jian Pei,  Heng Huang"
43,GhostNet: More Features From Cheap Operations,"Kai Han,  Yunhe Wang,  Qi Tian,  Jianyuan Guo,  Chunjing Xu,  Chang Xu"
44,SDFDiff: Differentiable Rendering of Signed Distance Fields for 3D Shape Optimization,"Yue Jiang,  Dantong Ji,  Zhizhong Han,  Matthias Zwicker"
45,Self2Self With Dropout: Learning Self-Supervised Denoising From Single Image,"Yuhui Quan,  Mingqin Chen,  Tongyao Pang,  Hui Ji"
46,A Spatiotemporal Volumetric Interpolation Network for 4D Dynamic Medical Image,"Yuyu Guo,  Lei Bi,  Euijoon Ahn,  Dagan Feng,  Qian Wang,  Jinman Kim"
47,Where Am I Looking At? Joint Location and Orientation Estimation by Cross-View Matching,"Yujiao Shi,  Xin Yu,  Dylan Campbell,  Hongdong Li"
48,Towards Large Yet Imperceptible Adversarial Image Perturbations With Perceptual Color Distance,"Zhengyu Zhao,  Zhuoran Liu,  Martha Larson"
49,Assessing Image Quality Issues for Real-World Problems,"Tai-Yin Chiu,  Yinan Zhao,  Danna Gurari"
50,Adaptive Dilated Network With Self-Correction Supervision for Counting,"Shuai Bai,  Zhiqun He,  Yu Qiao,  Hanzhe Hu,  Wei Wu,  Junjie Yan"
51,Camouflaged Object Detection,"Deng-Ping Fan,  Ge-Peng Ji,  Guolei Sun,  Ming-Ming Cheng,  Jianbing Shen,  Ling Shao"
52,"Why Having 10,000 Parameters in Your Camera Model Is Better Than Twelve","Thomas Schops,  Viktor Larsson,  Marc Pollefeys,  Torsten Sattler"
53,BiDet: An Efficient Binarized Object Detector,"Ziwei Wang,  Ziyi Wu,  Jiwen Lu,  Jie Zhou"
54,Searching for Actions on the Hyperbole,"Teng Long,  Pascal Mettes,  Heng Tao Shen,  Cees G. M. Snoek"
55,SG-NN: Sparse Generative Neural Networks for Self-Supervised Scene Completion of RGB-D Scans,"Angela Dai,  Christian Diller,  Matthias Niessner"
56,Stereoscopic Flash and No-Flash Photography for Shape and Albedo Recovery,"Xu Cao,  Michael Waechter,  Boxin Shi,  Ye Gao,  Bo Zheng,  Yasuyuki Matsushita"
57,What Can Be Transferred: Unsupervised Domain Adaptation for Endoscopic Lesions Segmentation,"Jiahua Dong,  Yang Cong,  Gan Sun,  Bineng Zhong,  Xiaowei Xu"
58,Learning to Generate 3D Training Data Through Hybrid Gradient,"Dawei Yang,  Jia Deng"
59,"On Joint Estimation of Pose, Geometry and svBRDF From a Handheld Scanner","Carolin Schmitt,  Simon Donne,  Gernot Riegler,  Vladlen Koltun,  Andreas Geiger"
60,Synchronizing Probability Measures on Rotations via Optimal Transport,"Tolga Birdal,  Michael Arbel,  Umut Simsekli,  Leonidas J. Guibas"
61,Camera Trace Erasing,"Chang Chen,  Zhiwei Xiong,  Xiaoming Liu,  Feng Wu"
62,Robust 3D Self-Portraits in Seconds,"Zhe Li,  Tao Yu,  Chuanyu Pan,  Zerong Zheng,  Yebin Liu"
63,Instance Shadow Detection,"Tianyu Wang,  Xiaowei Hu,  Qiong Wang,  Pheng-Ann Heng,  Chi-Wing Fu"
64,MemNAS: Memory-Efficient Neural Architecture Search With Grow-Trim Learning,"Peiye Liu,  Bo Wu,  Huadong Ma,  Mingoo Seok"
65,Deep Distance Transform for Tubular Structure Segmentation in CT Scans,"Yan Wang,  Xu Wei,  Fengze Liu,  Jieneng Chen,  Yuyin Zhou,  Wei Shen,  Elliot K. Fishman,  Alan L. Yuille"
66,FineGym: A Hierarchical Video Dataset for Fine-Grained Action Understanding,"Dian Shao,  Yue Zhao,  Bo Dai,  Dahua Lin"
67,What Does Plate Glass Reveal About Camera Calibration?,"Qian Zheng,  Jinnan Chen,  Zhan Lu,  Boxin Shi,  Xudong Jiang,  Kim-Hui Yap,  Ling-Yu Duan,  Alex C. Kot"
68,One Man's Trash Is Another Man's Treasure: Resisting Adversarial Examples by Adversarial Examples,"Chang Xiao,  Changxi Zheng"
69,Image Processing Using Multi-Code GAN Prior,"Jinjin Gu,  Yujun Shen,  Bolei Zhou"
70,ColorFool: Semantic Adversarial Colorization,"Ali Shahin Shamsabadi,  Ricardo Sanchez-Matilla,  Andrea Cavallaro"
71,Bi3D: Stereo Depth Estimation via Binary Classifications,"Abhishek Badki,  Alejandro Troccoli,  Kihwan Kim,  Jan Kautz,  Pradeep Sen,  Orazio Gallo"
72,"D3VO: Deep Depth, Deep Pose and Deep Uncertainty for Monocular Visual Odometry","Nan Yang,  Lukas von Stumberg,  Rui Wang,  Daniel Cremers"
73,Fantastic Answers and Where to Find Them: Immersive Question-Directed Visual Attention,"Ming Jiang,  Shi Chen,  Jinhui Yang,  Qi Zhao"
74,Dynamic Multiscale Graph Neural Networks for 3D Skeleton Based Human Motion Prediction,"Maosen Li,  Siheng Chen,  Yangheng Zhao,  Ya Zhang,  Yanfeng Wang,  Qi Tian"
75,"Total3DUnderstanding: Joint Layout, Object Pose and Mesh Reconstruction for Indoor Scenes From a Single Image","Yinyu Nie,  Xiaoguang Han,  Shihui Guo,  Yujian Zheng,  Jian Chang,  Jian Jun Zhang"
76,GPS-Net: Graph Property Sensing Network for Scene Graph Generation,"Xin Lin,  Changxing Ding,  Jinquan Zeng,  Dacheng Tao"
77,Through the Looking Glass: Neural 3D Reconstruction of Transparent Shapes,"Zhengqin Li,  Yu-Ying Yeh,  Manmohan Chandraker"
78,Recursive Social Behavior Graph for Trajectory Prediction,"Jianhua Sun,  Qinhong Jiang,  Cewu Lu"
79,Attention Scaling for Crowd Counting,"Xiaoheng Jiang,  Li Zhang,  Mingliang Xu,  Tianzhu Zhang,  Pei Lv,  Bing Zhou,  Xin Yang,  Yanwei Pang"
80,FocalMix: Semi-Supervised Learning for 3D Medical Image Detection,"Dong Wang,  Yuan Zhang,  Kexin Zhang,  Liwei Wang"
81,Bi-Directional Relationship Inferring Network for Referring Image Segmentation,"Zhiwei Hu,  Guang Feng,  Jiayu Sun,  Lihe Zhang,  Huchuan Lu"
82,FastDVDnet: Towards Real-Time Deep Video Denoising Without Flow Estimation,"Matias Tassano,  Julie Delon,  Thomas Veit"
83,Composed Query Image Retrieval Using Locally Bounded Features,"Mehrdad Hosseinzadeh,  Yang Wang"
84,Variational-EM-Based Deep Learning for Noise-Blind Image Deblurring,"Yuesong Nan,  Yuhui Quan,  Hui Ji"
85,Central Similarity Quantization for Efficient Image and Video Retrieval,"Li Yuan,  Tao Wang,  Xiaopeng Zhang,  Francis EH Tay,  Zequn Jie,  Wei Liu,  Jiashi Feng"
86,Taking a Deeper Look at Co-Salient Object Detection,"Deng-Ping Fan,  Zheng Lin,  Ge-Peng Ji,  Dingwen Zhang,  Huazhu Fu,  Ming-Ming Cheng"
87,Celeb-DF: A Large-Scale Challenging Dataset for DeepFake Forensics,"Yuezun Li,  Xin Yang,  Pu Sun,  Honggang Qi,  Siwei Lyu"
88,TEA: Temporal Excitation and Aggregation for Action Recognition,"Yan Li,  Bin Ji,  Xintian Shi,  Jianguo Zhang,  Bin Kang,  Limin Wang"
89,Unsupervised Person Re-Identification via Softened Similarity Learning,"Yutian Lin,  Lingxi Xie,  Yu Wu,  Chenggang Yan,  Qi Tian"
90,Frequency Domain Compact 3D Convolutional Neural Networks,"Hanting Chen,  Yunhe Wang,  Han Shu,  Yehui Tang,  Chunjing Xu,  Boxin Shi,  Chao Xu,  Qi Tian,  Chang Xu"
91,Revisiting Saliency Metrics: Farthest-Neighbor Area Under Curve,"Sen Jia,  Neil D. B. Bruce"
92,Structured Compression by Weight Encryption for Unstructured Pruning and Quantization,"Se Jung Kwon,  Dongsoo Lee,  Byeongwook Kim,  Parichay Kapoor,  Baeseong Park,  Gu-Yeon Wei"
93,ARCH: Animatable Reconstruction of Clothed Humans,"Zeng Huang,  Yuanlu Xu,  Christoph Lassner,  Hao Li,  Tony Tung"
94,Deep Implicit Volume Compression,"Danhang Tang,  Saurabh Singh,  Philip A. Chou,  Christian Hane,  Mingsong Dou,  Sean Fanello,  Jonathan Taylor,  Philip Davidson,  Onur G. Guleryuz,  Yinda Zhang,  Shahram Izadi,  Andrea Tagliasacchi,  Sofien Bouaziz,  Cem Keskin"
95,Multi-Domain Learning for Accurate and Few-Shot Color Constancy,"Jin Xiao,  Shuhang Gu,  Lei Zhang"
96,Computing the Testing Error Without a Testing Set,"Ciprian A. Corneanu,  Sergio Escalera,  Aleix M. Martinez"
97,Conditional Channel Gated Networks for Task-Aware Continual Learning,"Davide Abati,  Jakub Tomczak,  Tijmen Blankevoort,  Simone Calderara,  Rita Cucchiara,  Babak Ehteshami Bejnordi"
98,Polishing Decision-Based Adversarial Noise With a Customized Sampling,"Yucheng Shi,  Yahong Han,  Qi Tian"
99,G2L-Net: Global to Local Network for Real-Time 6D Pose Estimation With Embedding Vector Features,"Wei Chen,  Xi Jia,  Hyung Jin Chang,  Jinming Duan,  Ales Leonardis"
100,Pattern-Structure Diffusion for Multi-Task Learning,"Ling Zhou,  Zhen Cui,  Chunyan Xu,  Zhenyu Zhang,  Chaoqun Wang,  Tong Zhang,  Jian Yang"
101,On the Acceleration of Deep Learning Model Parallelism With Staleness,"An Xu,  Zhouyuan Huo,  Heng Huang"
102,Self-Supervised Scene De-Occlusion,"Xiaohang Zhan,  Xingang Pan,  Bo Dai,  Ziwei Liu,  Dahua Lin,  Chen Change Loy"
103,DeepFLASH: An Efficient Network for Learning-Based Medical Image Registration,"Jian Wang,  Miaomiao Zhang"
104,Structure Boundary Preserving Segmentation for Medical Image With Ambiguous Boundary,"Hong Joo Lee,  Jung Uk Kim,  Sangmin Lee,  Hak Gu Kim,  Yong Man Ro"
105,Residual Feature Aggregation Network for Image Super-Resolution,"Jie Liu,  Wenjie Zhang,  Yuting Tang,  Jie Tang,  Gangshan Wu"
106,Context-Aware and Scale-Insensitive Temporal Repetition Counting,"Huaidong Zhang,  Xuemiao Xu,  Guoqiang Han,  Shengfeng He"
107,DEPARA: Deep Attribution Graph for Deep Knowledge Transferability,"Jie Song,  Yixin Chen,  Jingwen Ye,  Xinchao Wang,  Chengchao Shen,  Feng Mao,  Mingli Song"
108,Disentangling and Unifying Graph Convolutions for Skeleton-Based Action Recognition,"Ziyu Liu,  Hongwen Zhang,  Zhenghao Chen,  Zhiyong Wang,  Wanli Ouyang"
109,Category-Level Articulated Object Pose Estimation,"Xiaolong Li,  He Wang,  Li Yi,  Leonidas J. Guibas,  A. Lynn Abbott,  Shuran Song"
110,ImVoteNet: Boosting 3D Object Detection in Point Clouds With Image Votes,"Charles R. Qi,  Xinlei Chen,  Or Litany,  Leonidas J. Guibas"
111,Achieving Robustness in the Wild via Adversarial Mixing With Disentangled Representations,"Sven Gowal,  Chongli Qin,  Po-Sen Huang,  Taylan Cemgil,  Krishnamurthy Dvijotham,  Timothy Mann,  Pushmeet Kohli"
112,Deep Non-Line-of-Sight Reconstruction,"Javier Grau Chopite,  Matthias B. Hullin,  Michael Wand,  Julian Iseringhausen"
113,Unsupervised Adaptation Learning for Hyperspectral Imagery Super-Resolution,"Lei Zhang,  Jiangtao Nie,  Wei Wei,  Yanning Zhang,  Shengcai Liao,  Ling Shao"
114,Joint Demosaicing and Denoising With Self Guidance,"Lin Liu,  Xu Jia,  Jianzhuang Liu,  Qi Tian"
115,SpSequenceNet: Semantic Segmentation Network on 4D Point Clouds,"Hanyu Shi,  Guosheng Lin,  Hao Wang,  Tzu-Yi Hung,  Zhenhua Wang"
116,Shoestring: Graph-Based Semi-Supervised Classification With Severely Limited Labeled Data,"Wanyu Lin,  Zhaolin Gao,  Baochun Li"
117,Distilling Image Dehazing With Heterogeneous Task Imitation,"Ming Hong,  Yuan Xie,  Cuihua Li,  Yanyun Qu"
118,Photometric Stereo via Discrete Hypothesis-and-Test Search,"Kenji Enomoto,  Michael Waechter,  Kiriakos N. Kutulakos,  Yasuyuki Matsushita"
119,Task Agnostic Robust Learning on Corrupt Outputs by Correlation-Guided Mixture Density Networks,"Sungjoon Choi,  Sanghoon Hong,  Kyungjae Lee,  Sungbin Lim"
120,Multi-Path Region Mining for Weakly Supervised 3D Semantic Segmentation on Point Clouds,"Jiacheng Wei,  Guosheng Lin,  Kim-Hui Yap,  Tzu-Yi Hung,  Lihua Xie"
121,Single-Step Adversarial Training With Dropout Scheduling,"Vivek B.S.,  R. Venkatesh Babu"
122,Online Depth Learning Against Forgetting in Monocular Videos,"Zhenyu Zhang,  Stephane Lathuiliere,  Elisa Ricci,  Nicu Sebe,  Yan Yan,  Jian Yang"
123,Neuromorphic Camera Guided High Dynamic Range Imaging,"Jin Han,  Chu Zhou,  Peiqi Duan,  Yehui Tang,  Chang Xu,  Chao Xu,  Tiejun Huang,  Boxin Shi"
124,"Reconstruct Locally, Localize Globally: A Model Free Method for Object Pose Estimation","Ming Cai,  Ian Reid"
125,Deep Learning for Handling Kernel/model Uncertainty in Image Deconvolution,"Yuesong Nan,  Hui Ji"
126,VPLNet: Deep Single View Normal Estimation With Vanishing Points and Lines,"Rui Wang,  David Geraghty,  Kevin Matzen,  Richard Szeliski,  Jan-Michael Frahm"
127,Intra- and Inter-Action Understanding via Temporal Action Parsing,"Dian Shao,  Yue Zhao,  Bo Dai,  Dahua Lin"
128,Graph-Guided Architecture Search for Real-Time Semantic Segmentation,"Peiwen Lin,  Peng Sun,  Guangliang Cheng,  Sirui Xie,  Xi Li,  Jianping Shi"
129,Polarized Reflection Removal With Perfect Alignment in the Wild,"Chenyang Lei,  Xuhua Huang,  Mengdi Zhang,  Qiong Yan,  Wenxiu Sun,  Qifeng Chen"
130,Blur Aware Calibration of Multi-Focus Plenoptic Camera,"Mathieu Labussiere,  Celine Teuliere,  Frederic Bernardin,  Omar Ait-Aider"
131,Single-Shot Monocular RGB-D Imaging Using Uneven Double Refraction,"Andreas Meuleman,  Seung-Hwan Baek,  Felix Heide,  Min H. Kim"
132,Uninformed Students: Student-Teacher Anomaly Detection With Discriminative Latent Embeddings,"Paul Bergmann,  Michael Fauser,  David Sattlegger,  Carsten Steger"
133,Learning to Restore Low-Light Images via Decomposition-and-Enhancement,"Ke Xu,  Xin Yang,  Baocai Yin,  Rynson W.H. Lau"
134,HRank: Filter Pruning Using High-Rank Feature Map,"Mingbao Lin,  Rongrong Ji,  Yan Wang,  Yichen Zhang,  Baochang Zhang,  Yonghong Tian,  Ling Shao"
135,AANet: Adaptive Aggregation Network for Efficient Stereo Matching,"Haofei Xu,  Juyong Zhang"
136,Unbiased Scene Graph Generation From Biased Training,"Kaihua Tang,  Yulei Niu,  Jianqiang Huang,  Jiaxin Shi,  Hanwang Zhang"
137,A Semi-Supervised Assessor of Neural Architectures,"Yehui Tang,  Yunhe Wang,  Yixing Xu,  Hanting Chen,  Boxin Shi,  Chao Xu,  Chunjing Xu,  Qi Tian,  Chang Xu"
138,Proxy Anchor Loss for Deep Metric Learning,"Sungyeon Kim,  Dongwon Kim,  Minsu Cho,  Suha Kwak"
139,Universal Litmus Patterns: Revealing Backdoor Attacks in CNNs,"Soheil Kolouri,  Aniruddha Saha,  Hamed Pirsiavash,  Heiko Hoffmann"
140,PQ-NET: A Generative Part Seq2Seq Network for 3D Shapes,"Rundi Wu,  Yixin Zhuang,  Kai Xu,  Hao Zhang,  Baoquan Chen"
141,Extreme Relative Pose Network Under Hybrid Representations,"Zhenpei Yang,  Siming Yan,  Qixing Huang"
142,Single-Image HDR Reconstruction by Learning to Reverse the Camera Pipeline,"Yu-Lun Liu,  Wei-Sheng Lai,  Yu-Sheng Chen,  Yi-Lung Kao,  Ming-Hsuan Yang,  Yung-Yu Chuang,  Jia-Bin Huang"
143,Learning to Observe: Approximating Human Perceptual Thresholds for Detection of Suprathreshold Image Transformations,"Alan Dolhasz,  Carlo Harvey,  Ian Williams"
144,MEBOW: Monocular Estimation of Body Orientation in the Wild,"Chenyan Wu,  Yukun Chen,  Jiajia Luo,  Che-Chun Su,  Anuja Dawane,  Bikramjot Hanzra,  Zhuo Deng,  Bilan Liu,  James Z. Wang,  Cheng-hao Kuo"
145,Depth Sensing Beyond LiDAR Range,"Kai Zhang,  Jiaxin Xie,  Noah Snavely,  Qifeng Chen"
146,BlendedMVS: A Large-Scale Dataset for Generalized Multi-View Stereo Networks,"Yao Yao,  Zixin Luo,  Shiwei Li,  Jingyang Zhang,  Yufan Ren,  Lei Zhou,  Tian Fang,  Long Quan"
147,Learning to Detect Important People in Unlabelled Images for Semi-Supervised Important People Detection,"Fa-Ting Hong,  Wei-Hong Li,  Wei-Shi Zheng"
148,Fixed-Point Back-Propagation Training,"Xishan Zhang,  Shaoli Liu,  Rui Zhang,  Chang Liu,  Di Huang,  Shiyi Zhou,  Jiaming Guo,  Qi Guo,  Zidong Du,  Tian Zhi,  Yunji Chen"
149,Zero-Assignment Constraint for Graph Matching With Outliers,"Fudong Wang,  Nan Xue,  Jin-Gang Yu,  Gui-Song Xia"
150,"AvatarMe: Realistically Renderable 3D Facial Reconstruction ""In-the-Wild""","Alexandros Lattas,  Stylianos Moschoglou,  Baris Gecer,  Stylianos Ploumpis,  Vasileios Triantafyllou,  Abhijeet Ghosh,  Stefanos Zafeiriou"
151,Generalized Product Quantization Network for Semi-Supervised Image Retrieval,"Young Kyun Jang,  Nam Ik Cho"
152,Extremely Dense Point Correspondences Using a Learned Feature Descriptor,"Xingtong Liu,  Yiping Zheng,  Benjamin Killeen,  Masaru Ishii,  Gregory D. Hager,  Russell H. Taylor,  Mathias Unberath"
153,Gate-Shift Networks for Video Action Recognition,"Swathikiran Sudhakaran,  Sergio Escalera,  Oswald Lanz"
154,CRNet: Cross-Reference Networks for Few-Shot Segmentation,"Weide Liu,  Chi Zhang,  Guosheng Lin,  Fayao Liu"
155,Space-Time-Aware Multi-Resolution Video Enhancement,"Muhammad Haris,  Greg Shakhnarovich,  Norimichi Ukita"
156,METAL: Minimum Effort Temporal Activity Localization in Untrimmed Videos,"Da Zhang,  Xiyang Dai,  Yuan-Fang Wang"
157,Image Demoireing with Learnable Bandpass Filters,"Bolun Zheng,  Shanxin Yuan,  Gregory Slabaugh,  Ales Leonardis"
158,Active Vision for Early Recognition of Human Actions,"Boyu Wang,  Lihan Huang,  Minh Hoai"
159,Weakly-Supervised Action Localization by Generative Attention Modeling,"Baifeng Shi,  Qi Dai,  Yadong Mu,  Jingdong Wang"
160,Unsupervised Domain Adaptation With Hierarchical Gradient Synchronization,"Lanqing Hu,  Meina Kan,  Shiguang Shan,  Xilin Chen"
161,Learning Unsupervised Hierarchical Part Decomposition of 3D Objects From a Single RGB Image,"Despoina Paschalidou,  Luc Van Gool,  Andreas Geiger"
162,Light Field Spatial Super-Resolution via Deep Combinatorial Geometry Embedding and Structural Consistency Regularization,"Jing Jin,  Junhui Hou,  Jie Chen,  Sam Kwong"
163,Auto-Encoding Twin-Bottleneck Hashing,"Yuming Shen,  Jie Qin,  Jiaxin Chen,  Mengyang Yu,  Li Liu,  Fan Zhu,  Fumin Shen,  Ling Shao"
164,Learning to Super Resolve Intensity Images From Events,"S. Mohammad Mostafavi I.,  Jonghyun Choi,  Kuk-Jin Yoon"
165,FaceScape: A Large-Scale High Quality 3D Face Dataset and Detailed Riggable 3D Face Prediction,"Haotian Yang,  Hao Zhu,  Yanru Wang,  Mingkai Huang,  Qiu Shen,  Ruigang Yang,  Xun Cao"
166,Cross-View Tracking for Multi-Human 3D Pose Estimation at Over 100 FPS,"Long Chen,  Haizhou Ai,  Rui Chen,  Zijie Zhuang,  Shuang Liu"
167,ADINet: Attribute Driven Incremental Network for Retinal Image Classification,"Qier Meng,  Satoh Shin'ichi"
168,Foreground-Aware Relation Network for Geospatial Object Segmentation in High Spatial Resolution Remote Sensing Imagery,"Zhuo Zheng,  Yanfei Zhong,  Junjue Wang,  Ailong Ma"
169,Single-View View Synthesis With Multiplane Images,"Richard Tucker,  Noah Snavely"
170,"Select, Supplement and Focus for RGB-D Saliency Detection","Miao Zhang,  Weisong Ren,  Yongri Piao,  Zhengkun Rong,  Huchuan Lu"
171,Towards Discriminability and Diversity: Batch Nuclear-Norm Maximization Under Label Insufficient Situations,"Shuhao Cui,  Shuhui Wang,  Junbao Zhuo,  Liang Li,  Qingming Huang,  Qi Tian"
172,4D Association Graph for Realtime Multi-Person Motion Capture Using Multiple Video Cameras,"Yuxiang Zhang,  Liang An,  Tao Yu,  Xiu Li,  Kun Li,  Yebin Liu"
173,SDC-Depth: Semantic Divide-and-Conquer Network for Monocular Depth Estimation,"Lijun Wang,  Jianming Zhang,  Oliver Wang,  Zhe Lin,  Huchuan Lu"
174,Meshlet Priors for 3D Mesh Reconstruction,"Abhishek Badki,  Orazio Gallo,  Jan Kautz,  Pradeep Sen"
175,"Transferable, Controllable, and Inconspicuous Adversarial Attacks on Person Re-identification With Deep Mis-Ranking","Hongjun Wang,  Guangrun Wang,  Ya Li,  Dongyu Zhang,  Liang Lin"
176,More Grounded Image Captioning by Distilling Image-Text Matching Model,"Yuanen Zhou,  Meng Wang,  Daqing Liu,  Zhenzhen Hu,  Hanwang Zhang"
