,title,authors
348,Gum-Net: Unsupervised Geometric Matching for Fast and Accurate 3D Subtomogram Image Alignment and Averaging,"Xiangrui Zeng,  Min Xu"
349,Deep Parametric Shape Predictions Using Distance Fields,"Dmitriy Smirnov,  Matthew Fisher,  Vladimir G. Kim,  Richard Zhang,  Justin Solomon"
350,Correspondence-Free Material Reconstruction using Sparse Surface Constraints,"Sebastian Weiss,  Robert Maier,  Daniel Cremers,  Rudiger Westermann,  Nils Thuerey"
351,PointPainting: Sequential Fusion for 3D Object Detection,"Sourabh Vora,  Alex H. Lang,  Bassam Helou,  Oscar Beijbom"
352,Adaptive Subspaces for Few-Shot Learning,"Christian Simon,  Piotr Koniusz,  Richard Nock,  Mehrtash Harandi"
353,In Perfect Shape: Certifiably Optimal 3D Shape Reconstruction From 2D Landmarks,"Heng Yang,  Luca Carlone"
354,Dynamic Graph Message Passing Networks,"Li Zhang,  Dan Xu,  Anurag Arnab,  Philip H.S. Torr"
355,Evaluating Weakly Supervised Object Localization Methods Right,"Junsuk Choe,  Seong Joon Oh,  Seungho Lee,  Sanghyuk Chun,  Zeynep Akata,  Hyunjung Shim"
356,ClusterVO: Clustering Moving Instances and Estimating Visual Odometry for Self and Surroundings,"Jiahui Huang,  Sheng Yang,  Tai-Jiang Mu,  Shi-Min Hu"
357,DaST: Data-Free Substitute Training for Adversarial Attacks,"Mingyi Zhou,  Jing Wu,  Yipeng Liu,  Shuaicheng Liu,  Ce Zhu"
358,Cross-Domain Semantic Segmentation via Domain-Invariant Interactive Relation Transfer,"Fengmao Lv,  Tao Liang,  Xiang Chen,  Guosheng Lin"
359,Minimal Solutions for Relative Pose With a Single Affine Correspondence,"Banglei Guan,  Ji Zhao,  Zhang Li,  Fang Sun,  Friedrich Fraundorfer"
360,Agriculture-Vision: A Large Aerial Image Database for Agricultural Pattern Analysis,"Mang Tik Chiu,  Xingqian Xu,  Yunchao Wei,  Zilong Huang,  Alexander G. Schwing,  Robert Brunner,  Hrant Khachatrian,  Hovnatan Karapetyan,  Ivan Dozier,  Greg Rose,  David Wilson,  Adrian Tudor,  Naira Hovakimyan,  Thomas S. Huang,  Honghui Shi"
361,ActiveMoCap: Optimized Viewpoint Selection for Active Human Motion Capture,"Sena Kiciroglu,  Helge Rhodin,  Sudipta N. Sinha,  Mathieu Salzmann,  Pascal Fua"
362,ScrabbleGAN: Semi-Supervised Varying Length Handwritten Text Generation,"Sharon Fogel,  Hadar Averbuch-Elor,  Sarel Cohen,  Shai Mazor,  Roee Litman"
363,Scalability in Perception for Autonomous Driving: Waymo Open Dataset,"Pei Sun,  Henrik Kretzschmar,  Xerxes Dotiwalla,  Aurelien Chouard,  Vijaysai Patnaik,  Paul Tsui,  James Guo,  Yin Zhou,  Yuning Chai,  Benjamin Caine,  Vijay Vasudevan,  Wei Han,  Jiquan Ngiam,  Hang Zhao,  Aleksei Timofeev,  Scott Ettinger,  Maxim Krivokon,  Amy Gao,  Aditya Joshi,  Yu Zhang,  Jonathon Shlens,  Zhifeng Chen,  Dragomir Anguelov"
364,Multi-Modal Domain Adaptation for Fine-Grained Action Recognition,"Jonathan Munro,  Dima Damen"
365,A Sparse Resultant Based Method for Efficient Minimal Solvers,"Snehal Bhayani,  Zuzana Kukelova,  Janne Heikkila"
366,DeeperForensics-1.0: A Large-Scale Dataset for Real-World Face Forgery Detection,"Liming Jiang,  Ren Li,  Wayne Wu,  Chen Qian,  Chen Change Loy"
367,Shape Reconstruction by Learning Differentiable Surface Representations,"Jan Bednarik,  Shaifali Parashar,  Erhan Gundogdu,  Mathieu Salzmann,  Pascal Fua"
368,Temporal Pyramid Network for Action Recognition,"Ceyuan Yang,  Yinghao Xu,  Jianping Shi,  Bo Dai,  Bolei Zhou"
369,Fusion-Aware Point Convolution for Online Semantic 3D Scene Segmentation,"Jiazhao Zhang,  Chenyang Zhu,  Lintao Zheng,  Kai Xu"
370,Skeleton-Based Action Recognition With Shift Graph Convolutional Network,"Ke Cheng,  Yifan Zhang,  Xiangyu He,  Weihan Chen,  Jian Cheng,  Hanqing Lu"
371,How Does Noise Help Robustness? Explanation and Exploration under the Neural SDE Framework,"Xuanqing Liu,  Tesi Xiao,  Si Si,  Qin Cao,  Sanjiv Kumar,  Cho-Jui Hsieh"
372,Context-Aware Group Captioning via Self-Attention and Contrastive Features,"Zhuowan Li,  Quan Tran,  Long Mai,  Zhe Lin,  Alan L. Yuille"
373,Learning to Forget for Meta-Learning,"Sungyong Baik,  Seokil Hong,  Kyoung Mu Lee"
374,A Self-supervised Approach for Adversarial Robustness,"Muzammal Naseer,  Salman Khan,  Munawar Hayat,  Fahad Shahbaz Khan,  Fatih Porikli"
375,Multimodal Future Localization and Emergence Prediction for Objects in Egocentric View With a Reachability Prior,"Osama Makansi,  Ozgun Cicek,  Kevin Buchicchio,  Thomas Brox"
376,OccuSeg: Occupancy-Aware 3D Instance Segmentation,"Lei Han,  Tian Zheng,  Lan Xu,  Lu Fang"
377,RevealNet: Seeing Behind Objects in RGB-D Scans,"Ji Hou,  Angela Dai,  Matthias Niessner"
378,Deep Optics for Single-Shot High-Dynamic-Range Imaging,"Christopher A. Metzler,  Hayato Ikoma,  Yifan Peng,  Gordon Wetzstein"
379,HybridPose: 6D Object Pose Estimation Under Hybrid Representations,"Chen Song,  Jiaru Song,  Qixing Huang"
380,Ensemble Generative Cleaning With Feedback Loops for Defending Adversarial Attacks,"Jianhe Yuan,  Zhihai He"
381,Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,"Jinrui Yang,  Wei-Shi Zheng,  Qize Yang,  Ying-Cong Chen,  Qi Tian"
382,The Secret Revealer: Generative Model-Inversion Attacks Against Deep Neural Networks,"Yuheng Zhang,  Ruoxi Jia,  Hengzhi Pei,  Wenxiao Wang,  Bo Li,  Dawn Song"
383,Video Modeling With Correlation Networks,"Heng Wang,  Du Tran,  Lorenzo Torresani,  Matt Feiszli"
384,Understanding Road Layout From Videos as a Whole,"Buyu Liu,  Bingbing Zhuang,  Samuel Schulter,  Pan Ji,  Manmohan Chandraker"
385,Universal Physical Camouflage Attacks on Object Detectors,"Lifeng Huang,  Chengying Gao,  Yuyin Zhou,  Cihang Xie,  Alan L. Yuille,  Changqing Zou,  Ning Liu"
386,Ego-Topo: Environment Affordances From Egocentric Video,"Tushar Nagarajan,  Yanghao Li,  Christoph Feichtenhofer,  Kristen Grauman"
387,Few-Shot Object Detection With Attention-RPN and Multi-Relation Detector,"Qi Fan,  Wei Zhuo,  Chi-Keung Tang,  Yu-Wing Tai"
388,Salience-Guided Cascaded Suppression Network for Person Re-Identification,"Xuesong Chen,  Canmiao Fu,  Yong Zhao,  Feng Zheng,  Jingkuan Song,  Rongrong Ji,  Yi Yang"
389,Height and Uprightness Invariance for 3D Prediction From a Single View,"Manel Baradad,  Antonio Torralba"
390,Projection & Probability-Driven Black-Box Attack,"Jie Li,  Rongrong Ji,  Hong Liu,  Jianzhuang Liu,  Bineng Zhong,  Cheng Deng,  Qi Tian"
391,Deep Stereo Using Adaptive Thin Volume Representation With Uncertainty Awareness,"Shuo Cheng,  Zexiang Xu,  Shilin Zhu,  Zhuwen Li,  Li Erran Li,  Ravi Ramamoorthi,  Hao Su"
392,GreedyNAS: Towards Fast One-Shot NAS With Greedy Supernet,"Shan You,  Tao Huang,  Mingmin Yang,  Fei Wang,  Chen Qian,  Changshui Zhang"
393,Efficient Dynamic Scene Deblurring Using Spatially Variant Deconvolution Network With Optical Flow Guided Training,"Yuan Yuan,  Wei Su,  Dandan Ma"
394,Learning 3D Semantic Scene Graphs From 3D Indoor Reconstructions,"Johanna Wald,  Helisa Dhamo,  Nassir Navab,  Federico Tombari"
395,Reliable Weighted Optimal Transport for Unsupervised Domain Adaptation,"Renjun Xu,  Pelen Liu,  Liyan Wang,  Chao Chen,  Jindong Wang"
396,Deblurring by Realistic Blurring,"Kaihao Zhang,  Wenhan Luo,  Yiran Zhong,  Lin Ma,  Bjorn Stenger,  Wei Liu,  Hongdong Li"
397,Geometric Structure Based and Regularized Depth Estimation From 360 Indoor Imagery,"Lei Jin,  Yanyu Xu,  Jia Zheng,  Junfei Zhang,  Rui Tang,  Shugong Xu,  Jingyi Yu,  Shenghua Gao"
398,Learning in the Frequency Domain,"Kai Xu,  Minghai Qin,  Fei Sun,  Yuhao Wang,  Yen-Kuang Chen,  Fengbo Ren"
399,BiFuse: Monocular 360 Depth Estimation via Bi-Projection Fusion,"Fu-En Wang,  Yu-Hsuan Yeh,  Min Sun,  Wei-Chen Chiu,  Yi-Hsuan Tsai"
400,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,"Fisher Yu,  Haofeng Chen,  Xin Wang,  Wenqi Xian,  Yingying Chen,  Fangchen Liu,  Vashisht Madhavan,  Trevor Darrell"
401,Plug-and-Play Algorithms for Large-Scale Snapshot Compressive Imaging,"Xin Yuan,  Yang Liu,  Jinli Suo,  Qionghai Dai"
402,Single-Stage Semantic Segmentation From Image Labels,"Nikita Araslanov,  Stefan Roth"
403,Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,"Maitreya Suin,  Kuldeep Purohit,  A. N. Rajagopalan"
404,Front2Back: Single View 3D Shape Reconstruction via Front to Back Prediction,"Yuan Yao,  Nico Schertler,  Enrique Rosales,  Helge Rhodin,  Leonid Sigal,  Alla Sheffer"
405,Reverse Perspective Network for Perspective-Aware Object Counting,"Yifan Yang,  Guorong Li,  Zhe Wu,  Li Su,  Qingming Huang,  Nicu Sebe"
406,"Show, Edit and Tell: A Framework for Editing Image Captions","Fawaz Sammani,  Luke Melas-Kyriazi"
407,Self-Learning Video Rain Streak Removal: When Cyclic Consistency Meets Temporal Correspondence,"Wenhan Yang,  Robby T. Tan,  Shiqi Wang,  Jiaying Liu"
408,QEBA: Query-Efficient Boundary-Based Blackbox Attack,"Huichen Li,  Xiaojun Xu,  Xiaolu Zhang,  Shuang Yang,  Bo Li"
409,Generating and Exploiting Probabilistic Monocular Depth Estimates,"Zhihao Xia,  Patrick Sullivan,  Ayan Chakrabarti"
410,Context-Aware Attention Network for Image-Text Retrieval,"Qi Zhang,  Zhen Lei,  Zhaoxiang Zhang,  Stan Z. Li"
411,From Image Collections to Point Clouds With Self-Supervised Shape and Pose Networks,"K L Navaneet,  Ansu Mathew,  Shashank Kashyap,  Wei-Chih Hung,  Varun Jampani,  R. Venkatesh Babu"
412,Predicting Goal-Directed Human Attention Using Inverse Reinforcement Learning,"Zhibo Yang,  Lihan Huang,  Yupei Chen,  Zijun Wei,  Seoyoung Ahn,  Gregory Zelinsky,  Dimitris Samaras,  Minh Hoai"
413,gDLS*: Generalized Pose-and-Scale Estimation Given Scale and Gravity Priors,"Victor Fragoso,  Joseph DeGol,  Gang Hua"
414,Perceptual Quality Assessment of Smartphone Photography,"Yuming Fang,  Hanwei Zhu,  Yan Zeng,  Kede Ma,  Zhou Wang"
415,When NAS Meets Robustness: In Search of Robust Architectures Against Adversarial Attacks,"Minghao Guo,  Yuzhe Yang,  Rui Xu,  Ziwei Liu,  Dahua Lin"
416,Fast Symmetric Diffeomorphic Image Registration with Convolutional Neural Networks,"Tony C.W. Mok,  Albert C.S. Chung"
417,Deep White-Balance Editing,"Mahmoud Afifi,  Michael S. Brown"
418,Convolution in the Cloud: Learning Deformable Kernels in 3D Graph Convolution Networks for Point Cloud Analysis,"Zhi-Hao Lin,  Sheng-Yu Huang,  Yu-Chiang Frank Wang"
419,Upgrading Optical Flow to 3D Scene Flow Through Optical Expansion,"Gengshan Yang,  Deva Ramanan"
420,Collaborative Distillation for Ultra-Resolution Universal Style Transfer,"Huan Wang,  Yijun Li,  Yuehai Wang,  Haoji Hu,  Ming-Hsuan Yang"
421,L2-GCN: Layer-Wise and Learned Efficient Training of Graph Convolutional Networks,"Yuning You,  Tianlong Chen,  Zhangyang Wang,  Yang Shen"
422,Mapillary Street-Level Sequences: A Dataset for Lifelong Place Recognition,"Frederik Warburg,  Soren Hauberg,  Manuel Lopez-Antequera,  Pau Gargallo,  Yubin Kuang,  Javier Civera"
423,M-LVC: Multiple Frames Prediction for Learned Video Compression,"Jianping Lin,  Dong Liu,  Houqiang Li,  Feng Wu"
424,Fusing Wearable IMUs With Multi-View Images for Human Pose Estimation: A Geometric Approach,"Zhe Zhang,  Chunyu Wang,  Wenhu Qin,  Wenjun Zeng"
425,DNU: Deep Non-Local Unrolling for Computational Spectral Imaging,"Lizhi Wang,  Chen Sun,  Maoqing Zhang,  Ying Fu,  Hua Huang"
426,Single-Stage 6D Object Pose Estimation,"Yinlin Hu,  Pascal Fua,  Wei Wang,  Mathieu Salzmann"
427,A Physics-Based Noise Formation Model for Extreme Low-Light Raw Denoising,"Kaixuan Wei,  Ying Fu,  Jiaolong Yang,  Hua Huang"
428,AdaBits: Neural Network Quantization With Adaptive Bit-Widths,"Qing Jin,  Linjie Yang,  Zhenyu Liao"
429,A Lighting-Invariant Point Processor for Shading,"Kathryn Heal,  Jialiang Wang,  Steven J. Gortler,  Todd Zickler"
430,Learning a Reinforced Agent for Flexible Exposure Bracketing Selection,"Zhouxia Wang,  Jiawei Zhang,  Mude Lin,  Jiong Wang,  Ping Luo,  Jimmy Ren"
431,Focus on Defocus: Bridging the Synthetic to Real Domain Gap for Depth Estimation,"Maxim Maximov,  Kevin Galim,  Laura Leal-Taixe"
432,Defending Against Universal Attacks Through Selective Feature Regeneration,"Tejas Borkar,  Felix Heide,  Lina Karam"
433,Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,"Yuhang Liu,  Fandong Zhang,  Qianyi Zhang,  Siwen Wang,  Yizhou Wang,  Yizhou Yu"
434,Image Search With Text Feedback by Visiolinguistic Attention Learning,"Yanbei Chen,  Shaogang Gong,  Loris Bazzani"
435,Joint 3D Instance Segmentation and Object Detection for Autonomous Driving,"Dingfu Zhou,  Jin Fang,  Xibin Song,  Liu Liu,  Junbo Yin,  Yuchao Dai,  Hongdong Li,  Ruigang Yang"
436,DUNIT: Detection-Based Unsupervised Image-to-Image Translation,"Deblina Bhattacharjee,  Seungryong Kim,  Guillaume Vizier,  Mathieu Salzmann"
437,Self-Supervised Human Depth Estimation From Monocular Videos,"Feitong Tan,  Hao Zhu,  Zhaopeng Cui,  Siyu Zhu,  Marc Pollefeys,  Ping Tan"
438,Enhancing Intrinsic Adversarial Robustness via Feature Pyramid Decoder,"Guanlin Li,  Shuya Ding,  Jun Luo,  Chang Liu"
439,Two-Shot Spatially-Varying BRDF and Shape Estimation,"Mark Boss,  Varun Jampani,  Kihwan Kim,  Hendrik P.A. Lensch,  Jan Kautz"
440,Polarized Non-Line-of-Sight Imaging,"Kenichiro Tanaka,  Yasuhiro Mukaigawa,  Achuta Kadambi"
441,End-to-End Optimization of Scene Layout,"Andrew Luo,  Zhoutong Zhang,  Jiajun Wu,  Joshua B. Tenenbaum"
442,HVNet: Hybrid Voxel Network for LiDAR Based 3D Object Detection,"Maosheng Ye,  Shuangjie Xu,  Tongyi Cao"
443,Action Modifiers: Learning From Adverbs in Instructional Videos,"Hazel Doughty,  Ivan Laptev,  Walterio Mayol-Cuevas,  Dima Damen"
444,Zero-Reference Deep Curve Estimation for Low-Light Image Enhancement,"Chunle Guo,  Chongyi Li,  Jichang Guo,  Chen Change Loy,  Junhui Hou,  Sam Kwong,  Runmin Cong"
445,FPConv: Learning Local Flattening for Point Convolution,"Yiqun Lin,  Zizheng Yan,  Haibin Huang,  Dong Du,  Ligang Liu,  Shuguang Cui,  Xiaoguang Han"
446,View-GCN: View-Based Graph Convolutional Network for 3D Shape Analysis,"Xin Wei,  Ruixuan Yu,  Jian Sun"
447,Footprints and Free Space From a Single Color Image,"Jamie Watson,  Michael Firman,  Aron Monszpart,  Gabriel J. Brostow"
448,Towards Efficient Model Compression via Learned Global Ranking,"Ting-Wu Chin,  Ruizhou Ding,  Cha Zhang,  Diana Marculescu"
449,Learning Multiview 3D Point Cloud Registration,"Zan Gojcic,  Caifa Zhou,  Jan D. Wegner,  Leonidas J. Guibas,  Tolga Birdal"
450,Transformation GAN for Unsupervised Image Synthesis and Representation Learning,"Jiayu Wang,  Wengang Zhou,  Guo-Jun Qi,  Zhongqian Fu,  Qi Tian,  Houqiang Li"
451,Robustness Guarantees for Deep Neural Networks on Videos,"Min Wu,  Marta Kwiatkowska"
452,Neural Data Server: A Large-Scale Search Engine for Transfer Learning Data,"Xi Yan,  David Acuna,  Sanja Fidler"
453,Instance Guided Proposal Network for Person Search,"Wenkai Dong,  Zhaoxiang Zhang,  Chunfeng Song,  Tieniu Tan"
454,Deep Representation Learning on Long-Tailed Data: A Learnable Embedding Augmentation Perspective,"Jialun Liu,  Yifan Sun,  Chuchu Han,  Zhaopeng Dou,  Wenhui Li"
455,Non-Line-of-Sight Surface Reconstruction Using the Directional Light-Cone Transform,"Sean I. Young,  David B. Lindell,  Bernd Girod,  David Taubman,  Gordon Wetzstein"
456,IntrA: 3D Intracranial Aneurysm Dataset for Deep Learning,"Xi Yang,  Ding Xia,  Taichi Kin,  Takeo Igarashi"
457,3D-ZeF: A 3D Zebrafish Tracking Benchmark Dataset,"Malte Pedersen,  Joakim Bruslund Haurum,  Stefan Hein Bengtson,  Thomas B. Moeslund"
458,X3D: Expanding Architectures for Efficient Video Recognition,Christoph Feichtenhofer
459,Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,"Fei Pan,  Inkyu Shin,  Francois Rameau,  Seokju Lee,  In So Kweon"
460,Something-Else: Compositional Action Recognition With Spatial-Temporal Interaction Networks,"Joanna Materzynska,  Tete Xiao,  Roei Herzig,  Huijuan Xu,  Xiaolong Wang,  Trevor Darrell"
461,Exploring Spatial-Temporal Multi-Frequency Analysis for High-Fidelity and Temporal-Consistency Video Prediction,"Beibei Jin,  Yu Hu,  Qiankun Tang,  Jingyu Niu,  Zhiping Shi,  Yinhe Han,  Xiaowei Li"
462,Point-GNN: Graph Neural Network for 3D Object Detection in a Point Cloud,"Weijing Shi,  Raj Rajkumar"
463,How Much Time Do You Have? Modeling Multi-Duration Saliency,"Camilo Fosco,  Anelise Newman,  Pat Sukhum,  Yun Bin Zhang,  Nanxuan Zhao,  Aude Oliva,  Zoya Bylinskii"
464,Learning Fused Pixel and Feature-Based View Reconstructions for Light Fields,"Jinglei Shi,  Xiaoran Jiang,  Christine Guillemot"
465,Google Landmarks Dataset v2 - A Large-Scale Benchmark for Instance-Level Recognition and Retrieval,"Tobias Weyand,  Andre Araujo,  Bingyi Cao,  Jack Sim"
466,Lightweight Photometric Stereo for Facial Details Recovery,"Xueying Wang,  Yudong Guo,  Bailin Deng,  Juyong Zhang"
467,SAL: Sign Agnostic Learning of Shapes From Raw Data,"Matan Atzmon,  Yaron Lipman"
468,Learning Filter Pruning Criteria for Deep Convolutional Neural Networks Acceleration,"Yang He,  Yuhang Ding,  Ping Liu,  Linchao Zhu,  Hanwang Zhang,  Yi Yang"
469,WCP: Worst-Case Perturbations for Semi-Supervised Deep Learning,"Liheng Zhang,  Guo-Jun Qi"
470,Separating Particulate Matter From a Single Microscopic Image,"Tushar Sandhan,  Jin Young Choi"
471,Event Probability Mask (EPM) and Event Denoising Convolutional Neural Network (EDnCNN) for Neuromorphic Cameras,"R. Wes Baldwin,  Mohammed Almatrafi,  Vijayan Asari,  Keigo Hirakawa"
472,Peek-a-Boo: Occlusion Reasoning in Indoor Scenes With Plane Representations,"Ziyu Jiang,  Buyu Liu,  Samuel Schulter,  Zhangyang Wang,  Manmohan Chandraker"
473,Unsupervised Learning of Probably Symmetric Deformable 3D Objects From Images in the Wild,"Shangzhe Wu,  Christian Rupprecht,  Andrea Vedaldi"
474,Multi-scale Domain-adversarial Multiple-instance CNN for Cancer Subtype Classification with Unannotated Histopathological Images,"Noriaki Hashimoto,  Daisuke Fukushima,  Ryoichi Koga,  Yusuke Takagi,  Kaho Ko,  Kei Kohno,  Masato Nakaguro,  Shigeo Nakamura,  Hidekata Hontani,  Ichiro Takeuchi"
475,STAViS: Spatio-Temporal AudioVisual Saliency Network,"Antigoni Tsiami,  Petros Koutras,  Petros Maragos"
476,OctSqueeze: Octree-Structured Entropy Model for LiDAR Compression,"Lila Huang,  Shenlong Wang,  Kelvin Wong,  Jerry Liu,  Raquel Urtasun"
477,Block-Wisely Supervised Neural Architecture Search With Knowledge Distillation,"Changlin Li,  Jiefeng Peng,  Liuchun Yuan,  Guangrun Wang,  Xiaodan Liang,  Liang Lin,  Xiaojun Chang"
478,PANDA: A Gigapixel-Level Human-Centric Video Dataset,"Xueyang Wang,  Xiya Zhang,  Yinheng Zhu,  Yuchen Guo,  Xiaoyun Yuan,  Liuyu Xiang,  Zerun Wang,  Guiguang Ding,  David Brady,  Qionghai Dai,  Lu Fang"
479,Few-Shot Learning of Part-Specific Probability Space for 3D Shape Segmentation,"Lingjing Wang,  Xiang Li,  Yi Fang"
480,Actor-Transformers for Group Activity Recognition,"Kirill Gavrilyuk,  Ryan Sanford,  Mehrsan Javan,  Cees G. M. Snoek"
481,Domain Adaptation for Image Dehazing,"Yuanjie Shao,  Lerenhan Li,  Wenqi Ren,  Changxin Gao,  Nong Sang"
482,Exploiting Joint Robustness to Adversarial Perturbations,"Ali Dabouei,  Sobhan Soleymani,  Fariborz Taherkhani,  Jeremy Dawson,  Nasser M. Nasrabadi"
483,Advisable Learning for Self-Driving Vehicles by Internalizing Observation-to-Action Rules,"Jinkyu Kim,  Suhong Moon,  Anna Rohrbach,  Trevor Darrell,  John Canny"
484,Lightweight Multi-View 3D Pose Estimation Through Camera-Disentangled Representation,"Edoardo Remelli,  Shangchen Han,  Sina Honari,  Pascal Fua,  Robert Wang"
485,Robust Design of Deep Neural Networks Against Adversarial Attacks Based on Lyapunov Theory,"Arash Rahnama,  Andre T. Nguyen,  Edward Raff"
486,Cross-Modal Deep Face Normals With Deactivable Skip Connections,"Victoria Fernandez Abrevaya,  Adnane Boukhayma,  Philip H.S. Torr,  Edmond Boyer"
487,Progressive Adversarial Networks for Fine-Grained Domain Adaptation,"Sinan Wang,  Xinyang Chen,  Yunbo Wang,  Mingsheng Long,  Jianmin Wang"
488,ActBERT: Learning Global-Local Video-Text Representations,"Linchao Zhu,  Yi Yang"
489,Towards Visually Explaining Variational Autoencoders,"Wenqian Liu,  Runze Li,  Meng Zheng,  Srikrishna Karanam,  Ziyan Wu,  Bir Bhanu,  Richard J. Radke,  Octavia Camps"
490,CenterMask: Single Shot Instance Segmentation With Point Representation,"Yuqing Wang,  Zhaoliang Xu,  Hao Shen,  Baoshan Cheng,  Lirong Yang"
491,BidNet: Binocular Image Dehazing Without Explicit Disparity Estimation,"Yanwei Pang,  Jing Nie,  Jin Xie,  Jungong Han,  Xuelong Li"
492,Unsupervised Learning From Video With Deep Neural Embeddings,"Chengxu Zhuang,  Tianwei She,  Alex Andonian,  Max Sobol Mark,  Daniel Yamins"
493,One-Shot Domain Adaptation for Face Generation,"Chao Yang,  Ser-Nam Lim"
494,A Unified Optimization Framework for Low-Rank Inducing Penalties,"Marcus Valtonen Ornhag,  Carl Olsson"
495,Cost Volume Pyramid Based Depth Inference for Multi-View Stereo,"Jiayu Yang,  Wei Mao,  Jose M. Alvarez,  Miaomiao Liu"
496,Learning for Video Compression With Hierarchical Quality and Recurrent Enhancement,"Ren Yang,  Fabian Mentzer,  Luc Van Gool,  Radu Timofte"
497,Sub-Frame Appearance and 6D Pose Estimation of Fast Moving Objects,"Denys Rozumnyi,  Jan Kotera,  Filip Sroubek,  Jiri Matas"
498,TetraTSDF: 3D Human Reconstruction From a Single Image With a Tetrahedral Outer Shell,"Hayato Onizuka,  Zehra Hayirci,  Diego Thomas,  Akihiro Sugimoto,  Hideaki Uchiyama,  Rin-ichiro Taniguchi"
499,Flow2Stereo: Effective Self-Supervised Learning of Optical Flow and Stereo Matching,"Pengpeng Liu,  Irwin King,  Michael R. Lyu,  Jia Xu"
500,Local Class-Specific and Global Image-Level Generative Adversarial Networks for Semantic-Guided Scene Generation,"Hao Tang,  Dan Xu,  Yan Yan,  Philip H.S. Torr,  Nicu Sebe"
501,Fast Soft Color Segmentation,"Naofumi Akimoto,  Huachun Zhu,  Yanghua Jin,  Yoshimitsu Aoki"
502,Partial Weight Adaptation for Robust DNN Inference,"Xiufeng Xie,  Kyu-Han Kim"
503,Deep Facial Non-Rigid Multi-View Stereo,"Ziqian Bai,  Zhaopeng Cui,  Jamal Ahmed Rahim,  Xiaoming Liu,  Ping Tan"
504,Deep Shutter Unrolling Network,"Peidong Liu,  Zhaopeng Cui,  Viktor Larsson,  Marc Pollefeys"
505,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation,"Hao Chen,  Kunyang Sun,  Zhi Tian,  Chunhua Shen,  Yongming Huang,  Youliang Yan"
506,Towards Learning Structure via Consensus for Face Segmentation and Parsing,"Iacopo Masi,  Joe Mathai,  Wael AbdAlmageed"
507,Pixel Consensus Voting for Panoptic Segmentation,"Haochen Wang,  Ruotian Luo,  Michael Maire,  Greg Shakhnarovich"
508,Towards Unsupervised Learning of Generative Models for 3D Controllable Image Synthesis,"Yiyi Liao,  Katja Schwarz,  Lars Mescheder,  Andreas Geiger"
509,Exploit Clues From Views: Self-Supervised and Regularized Learning for Multiview Object Recognition,"Chih-Hui Ho,  Bo Liu,  Tz-Ying Wu,  Nuno Vasconcelos"
510,SampleNet: Differentiable Point Cloud Sampling,"Itai Lang,  Asaf Manor,  Shai Avidan"
511,Guided Variational Autoencoder for Disentanglement Learning,"Zheng Ding,  Yifan Xu,  Weijian Xu,  Gaurav Parmar,  Yang Yang,  Max Welling,  Zhuowen Tu"
512,Online Deep Clustering for Unsupervised Representation Learning,"Xiaohang Zhan,  Jiahao Xie,  Ziwei Liu,  Yew-Soon Ong,  Chen Change Loy"
513,A Disentangling Invertible Interpretation Network for Explaining Latent Representations,"Patrick Esser,  Robin Rombach,  Bjorn Ommer"
514,SynSin: End-to-End View Synthesis From a Single Image,"Olivia Wiles,  Georgia Gkioxari,  Richard Szeliski,  Justin Johnson"
515,HOPE-Net: A Graph-Based Model for Hand-Object Pose Estimation,"Bardia Doosti,  Shujon Naha,  Majid Mirbagheri,  David J. Crandall"
516,Auto-Tuning Structured Light by Optical Stochastic Gradient Descent,"Wenzheng Chen,  Parsa Mirdehghan,  Sanja Fidler,  Kiriakos N. Kutulakos"
517,HandVoxNet: Deep Voxel-Based Network for 3D Hand Shape and Pose Estimation From a Single Depth Map,"Jameel Malik,  Ibrahim Abdelaziz,  Ahmed Elhayek,  Soshi Shimada,  Sk Aziz Ali,  Vladislav Golyanik,  Christian Theobalt,  Didier Stricker"
518,Deep 3D Portrait From a Single Image,"Sicheng Xu,  Jiaolong Yang,  Dong Chen,  Fang Wen,  Yu Deng,  Yunde Jia,  Xin Tong"
519,AnimalWeb: A Large-Scale Hierarchical Dataset of Annotated Animal Faces,"Muhammad Haris Khan,  John McDonagh,  Salman Khan,  Muhammad Shahabuddin,  Aditya Arora,  Fahad Shahbaz Khan,  Ling Shao,  Georgios Tzimiropoulos"
520,MANTRA: Memory Augmented Networks for Multiple Trajectory Prediction,"Francesco Marchetti,  Federico Becattini,  Lorenzo Seidenari,  Alberto Del Bimbo"
521,Neural Point Cloud Rendering via Multi-Plane Projection,"Peng Dai,  Yinda Zhang,  Zhuwen Li,  Shuaicheng Liu,  Bing Zeng"
522,A2dele: Adaptive and Attentive Depth Distiller for Efficient RGB-D Salient Object Detection,"Yongri Piao,  Zhengkun Rong,  Miao Zhang,  Weisong Ren,  Huchuan Lu"
523,Continual Learning With Extended Kronecker-Factored Approximate Curvature,"Janghyeon Lee,  Hyeong Gwon Hong,  Donggyu Joo,  Junmo Kim"
