,title,authors
5776,Weakly Supervised Segmentation on Outdoor 4D Point Clouds With Temporal Matching and Spatial Graph Propagation,"Hanyu Shi, Jiacheng Wei, Ruibo Li, Fayao Liu, Guosheng Lin"
5777,NeurMiPs: Neural Mixture of Planar Experts for View Synthesis,"Zhi-Hao Lin, Wei-Chiu Ma, Hao-Yu Hsu, Yu-Chiang Frank Wang, Shenlong Wang"
5778,SplitNets: Designing Neural Architectures for Efficient Distributed Computing on Head-Mounted Systems,"Xin Dong, Barbara De Salvo, Meng Li, Chiao Liu, Zhongnan Qu, H.T. Kung, Ziyun Li"
5779,Boosting Robustness of Image Matting With Context Assembling and Strong Data Augmentation,"Yutong Dai, Brian Price, He Zhang, Chunhua Shen"
5780,Self-Supervised Spatial Reasoning on Multi-View Line Drawings,"Siyuan Xiang, Anbang Yang, Yanfei Xue, Yaoqing Yang, Chen Feng"
5781,Cross-Patch Dense Contrastive Learning for Semi-Supervised Segmentation of Cellular Nuclei in Histopathologic Images,"Huisi Wu, Zhaoze Wang, Youyi Song, Lin Yang, Jing Qin"
5782,Frame-Wise Action Representations for Long Videos via Sequence Contrastive Learning,"Minghao Chen, Fangyun Wei, Chong Li, Deng Cai"
5783,Generalized Binary Search Network for Highly-Efficient Multi-View Stereo,"Zhenxing Mi, Chang Di, Dan Xu"
5784,Mega-NERF: Scalable Construction of Large-Scale NeRFs for Virtual Fly-Throughs,"Haithem Turki, Deva Ramanan, Mahadev Satyanarayanan"
5785,Adversarial Eigen Attack on Black-Box Models,"Linjun Zhou, Peng Cui, Xingxuan Zhang, Yinan Jiang, Shiqiang Yang"
5786,Cloth-Changing Person Re-Identification From a Single Image With Gait Prediction and Regularization,"Xin Jin, Tianyu He, Kecheng Zheng, Zhiheng Yin, Xu Shen, Zhen Huang, Ruoyu Feng, Jianqiang Huang, Zhibo Chen, Xian-Sheng Hua"
5787,Neural Architecture Search With Representation Mutual Information,"Xiawu Zheng, Xiang Fei, Lei Zhang, Chenglin Wu, Fei Chao, Jianzhuang Liu, Wei Zeng, Yonghong Tian, Rongrong Ji"
5788,Can Neural Nets Learn the Same Model Twice? Investigating Reproducibility and Double Descent From the Decision Boundary Perspective,"Gowthami Somepalli, Liam Fowl, Arpit Bansal, Ping Yeh-Chiang, Yehuda Dar, Richard Baraniuk, Micah Goldblum, Tom Goldstein"
5789,Multi-View Transformer for 3D Visual Grounding,"Shijia Huang, Yilun Chen, Jiaya Jia, Liwei Wang"
5790,Continual Predictive Learning From Videos,"Geng Chen, Wendong Zhang, Han Lu, Siyu Gao, Yunbo Wang, Mingsheng Long, Xiaokang Yang"
5791,Knowledge Distillation: A Good Teacher Is Patient and Consistent,"Lucas Beyer, Xiaohua Zhai, Amélie Royer, Larisa Markeeva, Rohan Anil, Alexander Kolesnikov"
5792,Training High-Performance Low-Latency Spiking Neural Networks by Differentiation on Spike Representation,"Qingyan Meng, Mingqing Xiao, Shen Yan, Yisen Wang, Zhouchen Lin, Zhi-Quan Luo"
5793,Lifelong Graph Learning,"Chen Wang, Yuheng Qiu, Dasong Gao, Sebastian Scherer"
5794,Towards Practical Certifiable Patch Defense With Vision Transformer,"Zhaoyu Chen, Bo Li, Jianghe Xu, Shuang Wu, Shouhong Ding, Wenqiang Zhang"
5795,"Label, Verify, Correct: A Simple Few Shot Object Detection Method","Prannay Kaul, Weidi Xie, Andrew Zisserman"
5796,Autoregressive Image Generation Using Residual Quantization,"Doyup Lee, Chiheon Kim, Saehoon Kim, Minsu Cho, Wook-Shin Han"
5797,End-to-End Compressed Video Representation Learning for Generic Event Boundary Detection,"Congcong Li, Xinyao Wang, Longyin Wen, Dexiang Hong, Tiejian Luo, Libo Zhang"
5798,TeachAugment: Data Augmentation Optimization Using Teacher Knowledge,Teppei Suzuki
5799,Weakly Supervised Temporal Sentence Grounding With Gaussian-Based Contrastive Proposal Learning,"Minghang Zheng, Yanjie Huang, Qingchao Chen, Yuxin Peng, Yang Liu"
5800,Task-Specific Inconsistency Alignment for Domain Adaptive Object Detection,"Liang Zhao, Limin Wang"
5801,Capturing Humans in Motion: Temporal-Attentive 3D Human Pose and Shape Estimation From Monocular Video,"Wen-Li Wei, Jen-Chun Lin, Tyng-Luh Liu, Hong-Yuan Mark Liao"
5802,MixFormer: End-to-End Tracking With Iterative Mixed Attention,"Yutao Cui, Cheng Jiang, Limin Wang, Gangshan Wu"
5803,InOut: Diverse Image Outpainting via GAN Inversion,"Yen-Chi Cheng, Chieh Hubert Lin, Hsin-Ying Lee, Jian Ren, Sergey Tulyakov, Ming-Hsuan Yang"
5804,What Matters for Meta-Learning Vision Regression Tasks?,"Ning Gao, Hanna Ziesche, Ngo Anh Vien, Michael Volpp, Gerhard Neumann"
5805,Interspace Pruning: Using Adaptive Filter Representations To Improve Training of Sparse CNNs,"Paul Wimmer, Jens Mehnert, Alexandru Condurache"
5806,Frequency-Driven Imperceptible Adversarial Attack on Semantic Similarity,"Cheng Luo, Qinliang Lin, Weicheng Xie, Bizhu Wu, Jinheng Xie, Linlin Shen"
5807,ZZ-Net: A Universal Rotation Equivariant Architecture for 2D Point Clouds,"Georg Bökman, Fredrik Kahl, Axel Flinth"
5808,GRAM: Generative Radiance Manifolds for 3D-Aware Image Generation,"Yu Deng, Jiaolong Yang, Jianfeng Xiang, Xin Tong"
5809,UniVIP: A Unified Framework for Self-Supervised Visual Pre-Training,"Zhaowen Li, Yousong Zhu, Fan Yang, Wei Li, Chaoyang Zhao, Yingying Chen, Zhiyang Chen, Jiahao Xie, Liwei Wu, Rui Zhao, Ming Tang, Jinqiao Wang"
5810,Decoupling Zero-Shot Semantic Segmentation,"Jian Ding, Nan Xue, Gui-Song Xia, Dengxin Dai"
5811,Towards Robust Vision Transformer,"Xiaofeng Mao, Gege Qi, Yuefeng Chen, Xiaodan Li, Ranjie Duan, Shaokai Ye, Yuan He, Hui Xue"
5812,Stochastic Variance Reduced Ensemble Adversarial Attack for Boosting the Adversarial Transferability,"Yifeng Xiong, Jiadong Lin, Min Zhang, John E. Hopcroft, Kun He"
5813,Unknown-Aware Object Detection: Learning What You Don't Know From Videos in the Wild,"Xuefeng Du, Xin Wang, Gabriel Gozum, Yixuan Li"
5814,Multi-Modal Extreme Classification,"Anshul Mittal, Kunal Dahiya, Shreya Malani, Janani Ramaswamy, Seba Kuruvilla, Jitendra Ajmera, Keng-hao Chang, Sumeet Agarwal, Purushottam Kar, Manik Varma"
5815,IFOR: Iterative Flow Minimization for Robotic Object Rearrangement,"Ankit Goyal, Arsalan Mousavian, Chris Paxton, Yu-Wei Chao, Brian Okorn, Jia Deng, Dieter Fox"
5816,Training-Free Transformer Architecture Search,"Qinqin Zhou, Kekai Sheng, Xiawu Zheng, Ke Li, Xing Sun, Yonghong Tian, Jie Chen, Rongrong Ji"
5817,TopFormer: Token Pyramid Transformer for Mobile Semantic Segmentation,"Wenqiang Zhang, Zilong Huang, Guozhong Luo, Tao Chen, Xinggang Wang, Wenyu Liu, Gang Yu, Chunhua Shen"
5818,3DAC: Learning Attribute Compression for Point Clouds,"Guangchi Fang, Qingyong Hu, Hanyun Wang, Yiling Xu, Yulan Guo"
5819,Few-Shot Backdoor Defense Using Shapley Estimation,"Jiyang Guan, Zhuozhuo Tu, Ran He, Dacheng Tao"
5820,MixSTE: Seq2seq Mixed Spatio-Temporal Encoder for 3D Human Pose Estimation in Video,"Jinlu Zhang, Zhigang Tu, Jianyu Yang, Yujin Chen, Junsong Yuan"
5821,Safe-Student for Safe Deep Semi-Supervised Learning With Unseen-Class Unlabeled Data,"Rundong He, Zhongyi Han, Xiankai Lu, Yilong Yin"
5822,High-Fidelity GAN Inversion for Image Attribute Editing,"Tengfei Wang, Yong Zhang, Yanbo Fan, Jue Wang, Qifeng Chen"
5823,MaskGIT: Masked Generative Image Transformer,"Huiwen Chang, Han Zhang, Lu Jiang, Ce Liu, William T. Freeman"
5824,Instance-Aware Dynamic Neural Network Quantization,"Zhenhua Liu, Yunhe Wang, Kai Han, Siwei Ma, Wen Gao"
5825,When To Prune? A Policy Towards Early Structural Pruning,"Maying Shen, Pavlo Molchanov, Hongxu Yin, Jose M. Alvarez"
5826,COTS: Collaborative Two-Stream Vision-Language Pre-Training Model for Cross-Modal Retrieval,"Haoyu Lu, Nanyi Fei, Yuqi Huo, Yizhao Gao, Zhiwu Lu, Ji-Rong Wen"
5827,Exploring Effective Data for Surrogate Training Towards Black-Box Attack,"Xuxiang Sun, Gong Cheng, Hongda Li, Lei Pei, Junwei Han"
5828,Investigating Top-k White-Box and Transferable Black-Box Attack,"Chaoning Zhang, Philipp Benz, Adil Karjauv, Jae Won Cho, Kang Zhang, In So Kweon"
5829,A Self-Supervised Descriptor for Image Copy Detection,"Ed Pizzi, Sreya Dutta Roy, Sugosh Nagavara Ravindra, Priya Goyal, Matthijs Douze"
5830,Manifold Learning Benefits GANs,"Yao Ni, Piotr Koniusz, Richard Hartley, Richard Nock"
5831,Negative-Aware Attention Framework for Image-Text Matching,"Kun Zhang, Zhendong Mao, Quan Wang, Yongdong Zhang"
5832,An Image Patch Is a Wave: Phase-Aware Vision MLP,"Yehui Tang, Kai Han, Jianyuan Guo, Chang Xu, Yanxi Li, Chao Xu, Yunhe Wang"
5833,Shunted Self-Attention via Multi-Scale Token Aggregation,"Sucheng Ren, Daquan Zhou, Shengfeng He, Jiashi Feng, Xinchao Wang"
5834,Shadows Can Be Dangerous: Stealthy and Effective Physical-World Adversarial Attack by Natural Phenomenon,"Yiqi Zhong, Xianming Liu, Deming Zhai, Junjun Jiang, Xiangyang Ji"
5835,ImplicitAtlas: Learning Deformable Shape Templates in Medical Imaging,"Jiancheng Yang, Udaranga Wickramasinghe, Bingbing Ni, Pascal Fua"
5836,Contrastive Learning for Space-Time Correspondence via Self-Cycle Consistency,Jeany Son
5837,Scale-Equivalent Distillation for Semi-Supervised Object Detection,"Qiushan Guo, Yao Mu, Jianyu Chen, Tianqi Wang, Yizhou Yu, Ping Luo"
5838,Attribute Group Editing for Reliable Few-Shot Image Generation,"Guanqi Ding, Xinzhe Han, Shuhui Wang, Shuzhe Wu, Xin Jin, Dandan Tu, Qingming Huang"
5839,Polymorphic-GAN: Generating Aligned Samples Across Multiple Domains With Learned Morph Maps,"Seung Wook Kim, Karsten Kreis, Daiqing Li, Antonio Torralba, Sanja Fidler"
5840,"Appearance and Structure Aware Robust Deep Visual Graph Matching: Attack, Defense and Beyond","Qibing Ren, Qingquan Bao, Runzhong Wang, Junchi Yan"
5841,Feature Statistics Mixing Regularization for Generative Adversarial Networks,"Junho Kim, Yunjey Choi, Youngjung Uh"
5842,Urban Radiance Fields,"Konstantinos Rematas, Andrew Liu, Pratul P. Srinivasan, Jonathan T. Barron, Andrea Tagliasacchi, Thomas Funkhouser, Vittorio Ferrari"
5843,Upright-Net: Learning Upright Orientation for 3D Point Cloud,"Xufang Pang, Feng Li, Ning Ding, Xiaopin Zhong"
5844,Geometric and Textural Augmentation for Domain Gap Reduction,"Xiao-Chang Liu, Yong-Liang Yang, Peter Hall"
5845,HybridCR: Weakly-Supervised 3D Point Cloud Semantic Segmentation via Hybrid Contrastive Regularization,"Mengtian Li, Yuan Xie, Yunhang Shen, Bo Ke, Ruizhi Qiao, Bo Ren, Shaohui Lin, Lizhuang Ma"
5846,Fine-Tuning Image Transformers Using Learnable Memory,"Mark Sandler, Andrey Zhmoginov, Max Vladymyrov, Andrew Jackson"
5847,Not All Relations Are Equal: Mining Informative Labels for Scene Graph Generation,"Arushi Goel, Basura Fernando, Frank Keller, Hakan Bilen"
5848,Learning To Detect Scene Landmarks for Camera Localization,"Tien Do, Ondrej Miksik, Joseph DeGol, Hyun Soo Park, Sudipta N. Sinha"
5849,FashionVLP: Vision Language Transformer for Fashion Retrieval With Feedback,"Sonam Goenka, Zhaoheng Zheng, Ayush Jaiswal, Rakesh Chada, Yue Wu, Varsha Hedau, Pradeep Natarajan"
5850,Cross-Image Relational Knowledge Distillation for Semantic Segmentation,"Chuanguang Yang, Helong Zhou, Zhulin An, Xue Jiang, Yongjun Xu, Qian Zhang"
5851,A-ViT: Adaptive Tokens for Efficient Vision Transformer,"Hongxu Yin, Arash Vahdat, Jose M. Alvarez, Arun Mallya, Jan Kautz, Pavlo Molchanov"
5852,Calibrating Deep Neural Networks by Pairwise Constraints,"Jiacheng Cheng, Nuno Vasconcelos"
5853,Sign Language Video Retrieval With Free-Form Textual Queries,"Amanda Duarte, Samuel Albanie, Xavier Giró-i-Nieto, Gül Varol"
5854,VisualHow: Multimodal Problem Solving,"Jinhui Yang, Xianyu Chen, Ming Jiang, Shi Chen, Louis Wang, Qi Zhao"
5855,OSSGAN: Open-Set Semi-Supervised Image Generation,"Kai Katsumata, Duc Minh Vo, Hideki Nakayama"
5856,Lite Vision Transformer With Enhanced Self-Attention,"Chenglin Yang, Yilin Wang, Jianming Zhang, He Zhang, Zijun Wei, Zhe Lin, Alan Yuille"
5857,NinjaDesc: Content-Concealing Visual Descriptors via Adversarial Learning,"Tony Ng, Hyo Jin Kim, Vincent T. Lee, Daniel DeTone, Tsun-Yi Yang, Tianwei Shen, Eddy Ilg, Vassileios Balntas, Krystian Mikolajczyk, Chris Sweeney"
5858,FLAG: Flow-Based 3D Avatar Generation From Sparse Observations,"Sadegh Aliakbarian, Pashmina Cameron, Federica Bogo, Andrew Fitzgibbon, Thomas J. Cashman"
5859,Panoptic Neural Fields: A Semantic Object-Aware Neural Scene Representation,"Abhijit Kundu, Kyle Genova, Xiaoqi Yin, Alireza Fathi, Caroline Pantofaru, Leonidas J. Guibas, Andrea Tagliasacchi, Frank Dellaert, Thomas Funkhouser"
5860,Decoupled Knowledge Distillation,"Borui Zhao, Quan Cui, Renjie Song, Yiyu Qiu, Jiajun Liang"
5861,A Sampling-Based Approach for Efficient Clustering in Large Datasets,"Georgios Exarchakis, Omar Oubari, Gregor Lenz"
5862,Dual Task Learning by Leveraging Both Dense Correspondence and Mis-Correspondence for Robust Change Detection With Imperfect Matches,"Jin-Man Park, Ue-Hwan Kim, Seon-Hoon Lee, Jong-Hwan Kim"
5863,Patch Slimming for Efficient Vision Transformers,"Yehui Tang, Kai Han, Yunhe Wang, Chang Xu, Jianyuan Guo, Chao Xu, Dacheng Tao"
5864,End-to-End Semi-Supervised Learning for Video Action Detection,"Akash Kumar, Yogesh Singh Rawat"
5865,Cluster-Guided Image Synthesis With Unconditional Models,"Markos Georgopoulos, James Oldfield, Grigorios G. Chrysos, Yannis Panagakis"
5866,Virtual Correspondence: Humans as a Cue for Extreme-View Geometry,"Wei-Chiu Ma, Anqi Joyce Yang, Shenlong Wang, Raquel Urtasun, Antonio Torralba"
5867,Shape From Thermal Radiation: Passive Ranging Using Multi-Spectral LWIR Measurements,"Yasuto Nagase, Takahiro Kushida, Kenichiro Tanaka, Takuya Funatomi, Yasuhiro Mukaigawa"
5868,CADTransformer: Panoptic Symbol Spotting Transformer for CAD Drawings,"Zhiwen Fan, Tianlong Chen, Peihao Wang, Zhangyang Wang"
5869,IntraQ: Learning Synthetic Images With Intra-Class Heterogeneity for Zero-Shot Network Quantization,"Yunshan Zhong, Mingbao Lin, Gongrui Nan, Jianzhuang Liu, Baochang Zhang, Yonghong Tian, Rongrong Ji"
5870,I M Avatar: Implicit Morphable Head Avatars From Videos,"Yufeng Zheng, Victoria Fernández Abrevaya, Marcel C. Bühler, Xu Chen, Michael J. Black, Otmar Hilliges"
5871,BodyMap: Learning Full-Body Dense Correspondence Map,"Anastasia Ianina, Nikolaos Sarafianos, Yuanlu Xu, Ignacio Rocco, Tony Tung"
5872,A Hybrid Egocentric Activity Anticipation Framework via Memory-Augmented Recurrent and One-Shot Representation Forecasting,"Tianshan Liu, Kin-Man Lam"
5873,Multi-Modal Dynamic Graph Transformer for Visual Grounding,"Sijia Chen, Baochun Li"
5874,Generative Cooperative Learning for Unsupervised Video Anomaly Detection,"M. Zaigham Zaheer, Arif Mahmood, M. Haris Khan, Mattia Segu, Fisher Yu, Seung-Ik Lee"
5875,Geometric Transformer for Fast and Robust Point Cloud Registration,"Zheng Qin, Hao Yu, Changjian Wang, Yulan Guo, Yuxing Peng, Kai Xu"
5876,Demystifying the Neural Tangent Kernel From a Practical Perspective: Can It Be Trusted for Neural Architecture Search Without Training?,"Jisoo Mok, Byunggook Na, Ji-Hoon Kim, Dongyoon Han, Sungroh Yoon"
5877,Learning To Find Good Models in RANSAC,"Daniel Barath, Luca Cavalli, Marc Pollefeys"
5878,Deep Depth From Focus With Differential Focus Volume,"Fengting Yang, Xiaolei Huang, Zihan Zhou"
5879,DiLiGenT102: A Photometric Stereo Benchmark Dataset With Controlled Shape and Material Variation,"Jieji Ren, Feishi Wang, Jiahao Zhang, Qian Zheng, Mingjun Ren, Boxin Shi"
5880,Towards Data-Free Model Stealing in a Hard Label Setting,"Sunandini Sanyal, Sravanti Addepalli, R. Venkatesh Babu"
5881,GAT-CADNet: Graph Attention Network for Panoptic Symbol Spotting in CAD Drawings,"Zhaohua Zheng, Jianfang Li, Lingjie Zhu, Honghua Li, Frank Petzold, Ping Tan"
5882,Degradation-Agnostic Correspondence From Resolution-Asymmetric Stereo,"Xihao Chen, Zhiwei Xiong, Zhen Cheng, Jiayong Peng, Yueyi Zhang, Zheng-Jun Zha"
5883,GPU-Based Homotopy Continuation for Minimal Problems in Computer Vision,"Chiang-Heng Chien, Hongyi Fan, Ahmad Abdelfattah, Elias Tsigaridas, Stanimire Tomov, Benjamin Kimia"
5884,Lite Pose: Efficient Architecture Design for 2D Human Pose Estimation,"Yihan Wang, Muyang Li, Han Cai, Wei-Ming Chen, Song Han"
5885,Boosting Black-Box Attack With Partially Transferred Conditional Adversarial Distribution,"Yan Feng, Baoyuan Wu, Yanbo Fan, Li Liu, Zhifeng Li, Shu-Tao Xia"
5886,Multi-Person Extreme Motion Prediction,"Wen Guo, Xiaoyu Bie, Xavier Alameda-Pineda, Francesc Moreno-Noguer"
5887,Masking Adversarial Damage: Finding Adversarial Saliency for Robust and Sparse Network,"Byung-Kwan Lee, Junho Kim, Yong Man Ro"
5888,Channel Balancing for Accurate Quantization of Winograd Convolutions,"Vladimir Chikin, Vladimir Kryzhanovskiy"
5889,Structured Local Radiance Fields for Human Avatar Modeling,"Zerong Zheng, Han Huang, Tao Yu, Hongwen Zhang, Yandong Guo, Yebin Liu"
5890,Learnable Lookup Table for Neural Network Quantization,"Longguang Wang, Xiaoyu Dong, Yingqian Wang, Li Liu, Wei An, Yulan Guo"
5891,AdaViT: Adaptive Vision Transformers for Efficient Image Recognition,"Lingchen Meng, Hengduo Li, Bor-Chun Chen, Shiyi Lan, Zuxuan Wu, Yu-Gang Jiang, Ser-Nam Lim"
5892,NAN: Noise-Aware NeRFs for Burst-Denoising,"Naama Pearl, Tali Treibitz, Simon Korman"
5893,Physical Inertial Poser (PIP): Physics-Aware Real-Time Human Motion Tracking From Sparse Inertial Sensors,"Xinyu Yi, Yuxiao Zhou, Marc Habermann, Soshi Shimada, Vladislav Golyanik, Christian Theobalt, Feng Xu"
5894,b-DARTS: Beta-Decay Regularization for Differentiable Architecture Search,"Peng Ye, Baopu Li, Yikang Li, Tao Chen, Jiayuan Fan, Wanli Ouyang"
5895,Vector Quantized Diffusion Model for Text-to-Image Synthesis,"Shuyang Gu, Dong Chen, Jianmin Bao, Fang Wen, Bo Zhang, Dongdong Chen, Lu Yuan, Baining Guo"
5896,CMT: Convolutional Neural Networks Meet Vision Transformers,"Jianyuan Guo, Kai Han, Han Wu, Yehui Tang, Xinghao Chen, Yunhe Wang, Chang Xu"
5897,Optimizing Elimination Templates by Greedy Parameter Search,"Evgeniy Martyushev, Jana Vráblíková, Tomas Pajdla"
5898,TransMix: Attend To Mix for Vision Transformers,"Jie-Neng Chen, Shuyang Sun, Ju He, Philip H.S. Torr, Alan Yuille, Song Bai"
5899,HOP: History-and-Order Aware Pre-Training for Vision-and-Language Navigation,"Yanyuan Qiao, Yuankai Qi, Yicong Hong, Zheng Yu, Peng Wang, Qi Wu"
5900,Exploring the Equivalence of Siamese Self-Supervised Learning via a Unified Gradient Framework,"Chenxin Tao, Honghui Wang, Xizhou Zhu, Jiahua Dong, Shiji Song, Gao Huang, Jifeng Dai"
5901,Enhancing Classifier Conservativeness and Robustness by Polynomiality,"Ziqi Wang, Marco Loog"
5902,Revisiting Domain Generalized Stereo Matching Networks From a Feature Consistency Perspective,"Jiawei Zhang, Xiang Wang, Xiao Bai, Chen Wang, Lei Huang, Yimin Chen, Lin Gu, Jun Zhou, Tatsuya Harada, Edwin R. Hancock"
5903,TubeFormer-DeepLab: Video Mask Transformer,"Dahun Kim, Jun Xie, Huiyu Wang, Siyuan Qiao, Qihang Yu, Hong-Seok Kim, Hartwig Adam, In So Kweon, Liang-Chieh Chen"
5904,Continuous Scene Representations for Embodied AI,"Samir Yitzhak Gadre, Kiana Ehsani, Shuran Song, Roozbeh Mottaghi"
5905,Marginal Contrastive Correspondence for Guided Image Generation,"Fangneng Zhan, Yingchen Yu, Rongliang Wu, Jiahui Zhang, Shijian Lu, Changgong Zhang"
5906,Complex Backdoor Detection by Symmetric Feature Differencing,"Yingqi Liu, Guangyu Shen, Guanhong Tao, Zhenting Wang, Shiqing Ma, Xiangyu Zhang"
5907,Adversarial Parametric Pose Prior,"Andrey Davydov, Anastasia Remizova, Victor Constantin, Sina Honari, Mathieu Salzmann, Pascal Fua"
5908,Location-Free Human Pose Estimation,"Xixia Xu, Yingguo Gao, Ke Yan, Xue Lin, Qi Zou"
5909,Proper Reuse of Image Classification Features Improves Object Detection,"Cristina Vasconcelos, Vighnesh Birodkar, Vincent Dumoulin"
5910,Optimal LED Spectral Multiplexing for NIR2RGB Translation,"Lei Liu, Yuze Chen, Junchi Yan, Yinqiang Zheng"
5911,Expanding Large Pre-Trained Unimodal Models With Multimodal Information Injection for Image-Text Multimodal Classification,"Tao Liang, Guosheng Lin, Mingyang Wan, Tianrui Li, Guojun Ma, Fengmao Lv"
5912,ClusterGNN: Cluster-Based Coarse-To-Fine Graph Neural Network for Efficient Feature Matching,"Yan Shi, Jun-Xiong Cai, Yoli Shavit, Tai-Jiang Mu, Wensen Feng, Kai Zhang"
5913,AdaptPose: Cross-Dataset Adaptation for 3D Human Pose Estimation by Learnable Motion Generation,"Mohsen Gholami, Bastian Wandt, Helge Rhodin, Rabab Ward, Z. Jane Wang"
5914,ClothFormer: Taming Video Virtual Try-On in All Module,"Jianbin Jiang, Tan Wang, He Yan, Junhui Liu"
5915,Class-Balanced Pixel-Level Self-Labeling for Domain Adaptive Semantic Segmentation,"Ruihuang Li, Shuai Li, Chenhang He, Yabin Zhang, Xu Jia, Lei Zhang"
5916,Improving Robustness Against Stealthy Weight Bit-Flip Attacks by Output Code Matching,"Ozan Özdenizci, Robert Legenstein"
5917,TubeR: Tubelet Transformer for Video Action Detection,"Jiaojiao Zhao, Yanyi Zhang, Xinyu Li, Hao Chen, Bing Shuai, Mingze Xu, Chunhui Liu, Kaustav Kundu, Yuanjun Xiong, Davide Modolo, Ivan Marsic, Cees G. M. Snoek, Joseph Tighe"
5918,LASER: LAtent SpacE Rendering for 2D Visual Localization,"Zhixiang Min, Naji Khosravan, Zachary Bessinger, Manjunath Narayana, Sing Bing Kang, Enrique Dunn, Ivaylo Boyadzhiev"
5919,MUM: Mix Image Tiles and UnMix Feature Tiles for Semi-Supervised Object Detection,"JongMok Kim, JooYoung Jang, Seunghyeon Seo, Jisoo Jeong, Jongkeun Na, Nojun Kwak"
5920,On Adversarial Robustness of Trajectory Prediction for Autonomous Vehicles,"Qingzhao Zhang, Shengtuo Hu, Jiachen Sun, Qi Alfred Chen, Z. Morley Mao"
5921,Pushing the Performance Limit of Scene Text Recognizer Without Human Annotation,"Caiyuan Zheng, Hui Li, Seon-Min Rhee, Seungju Han, Jae-Joon Han, Peng Wang"
5922,Boosting 3D Object Detection by Simulating Multimodality on Point Clouds,"Wu Zheng, Mingxuan Hong, Li Jiang, Chi-Wing Fu"
5923,UDA-COPE: Unsupervised Domain Adaptation for Category-Level Object Pose Estimation,"Taeyeop Lee, Byeong-Uk Lee, Inkyu Shin, Jaesung Choe, Ukcheol Shin, In So Kweon, Kuk-Jin Yoon"
5924,Learning Non-Target Knowledge for Few-Shot Semantic Segmentation,"Yuanwei Liu, Nian Liu, Qinglong Cao, Xiwen Yao, Junwei Han, Ling Shao"
5925,Real-Time Hyperspectral Imaging in Hardware via Trained Metasurface Encoders,"Maksim Makarenko, Arturo Burguete-Lopez, Qizhou Wang, Fedor Getman, Silvio Giancola, Bernard Ghanem, Andrea Fratalocchi"
5926,Contextual Debiasing for Visual Recognition With Causal Mechanisms,"Ruyang Liu, Hao Liu, Ge Li, Haodi Hou, TingHao Yu, Tao Yang"
5927,PokeBNN: A Binary Pursuit of Lightweight Accuracy,"Yichi Zhang, Zhiru Zhang, Lukasz Lew"
5928,How Do You Do It? Fine-Grained Action Understanding With Pseudo-Adverbs,"Hazel Doughty, Cees G. M. Snoek"
5929,SOMSI: Spherical Novel View Synthesis With Soft Occlusion Multi-Sphere Images,"Tewodros Habtegebrial, Christiano Gava, Marcel Rogge, Didier Stricker, Varun Jampani"
5930,"PoseTriplet: Co-Evolving 3D Human Pose Estimation, Imitation, and Hallucination Under Self-Supervision","Kehong Gong, Bingbing Li, Jianfeng Zhang, Tao Wang, Jing Huang, Michael Bi Mi, Jiashi Feng, Xinchao Wang"
5931,Coarse-To-Fine Q-Attention: Efficient Learning for Visual Robotic Manipulation via Discretisation,"Stephen James, Kentaro Wada, Tristan Laidlow, Andrew J. Davison"
5932,Visual Abductive Reasoning,"Chen Liang, Wenguan Wang, Tianfei Zhou, Yi Yang"
5933,NICGSlowDown: Evaluating the Efficiency Robustness of Neural Image Caption Generation Models,"Simin Chen, Zihe Song, Mirazul Haque, Cong Liu, Wei Yang"
5934,Keypoint Transformer: Solving Joint Identification in Challenging Hands and Object Interactions for Accurate 3D Pose Estimation,"Shreyas Hampali, Sayan Deb Sarkar, Mahdi Rad, Vincent Lepetit"
5935,SemanticStyleGAN: Learning Compositional Generative Priors for Controllable Image Synthesis and Editing,"Yichun Shi, Xiao Yang, Yangyue Wan, Xiaohui Shen"
5936,Label-Only Model Inversion Attacks via Boundary Repulsion,"Mostafa Kahla, Si Chen, Hoang Anh Just, Ruoxi Jia"
5937,Learning Where To Learn in Cross-View Self-Supervised Learning,"Lang Huang, Shan You, Mingkai Zheng, Fei Wang, Chen Qian, Toshihiko Yamasaki"
5938,SemAffiNet: Semantic-Affine Transformation for Point Cloud Segmentation,"Ziyi Wang, Yongming Rao, Xumin Yu, Jie Zhou, Jiwen Lu"
5939,Shapley-NAS: Discovering Operation Contribution for Neural Architecture Search,"Han Xiao, Ziwei Wang, Zheng Zhu, Jie Zhou, Jiwen Lu"
5940,Vision-Language Pre-Training With Triple Contrastive Learning,"Jinyu Yang, Jiali Duan, Son Tran, Yi Xu, Sampath Chanda, Liqun Chen, Belinda Zeng, Trishul Chilimbi, Junzhou Huang"
5941,Fourier PlenOctrees for Dynamic Radiance Field Rendering in Real-Time,"Liao Wang, Jiakai Zhang, Xinhang Liu, Fuqiang Zhao, Yanshun Zhang, Yingliang Zhang, Minye Wu, Jingyi Yu, Lan Xu"
5942,Towards Practical Deployment-Stage Backdoor Attack on Deep Neural Networks,"Xiangyu Qi, Tinghao Xie, Ruizhe Pan, Jifeng Zhu, Yong Yang, Kai Bu"
5943,Scaling Vision Transformers,"Xiaohua Zhai, Alexander Kolesnikov, Neil Houlsby, Lucas Beyer"
5944,Learned Queries for Efficient Local Attention,"Moab Arar, Ariel Shamir, Amit H. Bermano"
