,title,authors
2475,One-Shot Adversarial Attacks on Visual Tracking With Dual Attention,"Xuesong Chen,  Xiyu Yan,  Feng Zheng,  Yong Jiang,  Shu-Tao Xia,  Yong Zhao,  Rongrong Ji"
2476,Video Object Grounding Using Semantic Roles in Language Description,"Arka Sadhu,  Kan Chen,  Ram Nevatia"
2477,Context Prior for Scene Segmentation,"Changqian Yu,  Jingbo Wang,  Changxin Gao,  Gang Yu,  Chunhua Shen,  Nong Sang"
2478,Binarizing MobileNet via Evolution-Based Searching,"Hai Phan,  Zechun Liu,  Dang Huynh,  Marios Savvides,  Kwang-Ting Cheng,  Zhiqiang Shen"
2479,Adaptive Hierarchical Down-Sampling for Point Cloud Classification,"Ehsan Nezhadarya,  Ehsan Taghavi,  Ryan Razani,  Bingbing Liu,  Jun Luo"
2480,Learning Multi-View Camera Relocalization With Graph Neural Networks,"Fei Xue,  Xin Wu,  Shaojun Cai,  Junqiu Wang"
2481,Distortion Agnostic Deep Watermarking,"Xiyang Luo,  Ruohan Zhan,  Huiwen Chang,  Feng Yang,  Peyman Milanfar"
2482,Disp R-CNN: Stereo 3D Object Detection via Shape Prior Guided Instance Disparity Estimation,"Jiaming Sun,  Linghao Chen,  Yiming Xie,  Siyu Zhang,  Qinhong Jiang,  Xiaowei Zhou,  Hujun Bao"
2483,Episode-Based Prototype Generating Network for Zero-Shot Learning,"Yunlong Yu,  Zhong Ji,  Jungong Han,  Zhongfei Zhang"
2484,Multi-Granularity Reference-Aided Attentive Feature Aggregation for Video-Based Person Re-Identification,"Zhizheng Zhang,  Cuiling Lan,  Wenjun Zeng,  Zhibo Chen"
2485,Semi-Supervised Semantic Segmentation With Cross-Consistency Training,"Yassine Ouali,  Celine Hudelot,  Myriam Tami"
2486,GaitPart: Temporal Part-Based Model for Gait Recognition,"Chao Fan,  Yunjie Peng,  Chunshui Cao,  Xu Liu,  Saihui Hou,  Jiannan Chi,  Yongzhen Huang,  Qing Li,  Zhiqiang He"
2487,Defending and Harnessing the Bit-Flip Based Adversarial Weight Attack,"Zhezhi He,  Adnan Siraj Rakin,  Jingtao Li,  Chaitali Chakrabarti,  Deliang Fan"
2488,Dense Regression Network for Video Grounding,"Runhao Zeng,  Haoming Xu,  Wenbing Huang,  Peihao Chen,  Mingkui Tan,  Chuang Gan"
2489,TITAN: Future Forecast Using Action Priors,"Srikanth Malla,  Behzad Dariush,  Chiho Choi"
2490,Camera On-Boarding for Person Re-Identification Using Hypothesis Transfer Learning,"Sk Miraj Ahmed,  Aske R. Lejbolle,  Rameswar Panda,  Amit K. Roy-Chowdhury"
2491,EfficientDet: Scalable and Efficient Object Detection,"Mingxing Tan,  Ruoming Pang,  Quoc V. Le"
2492,Understanding Adversarial Examples From the Mutual Influence of Images and Perturbations,"Chaoning Zhang,  Philipp Benz,  Tooba Imtiaz,  In So Kweon"
2493,Can Weight Sharing Outperform Random Architecture Search? An Investigation With TuNAS,"Gabriel Bender,  Hanxiao Liu,  Bo Chen,  Grace Chu,  Shuyang Cheng,  Pieter-Jan Kindermans,  Quoc V. Le"
2494,RMP-SNN: Residual Membrane Potential Neuron for Enabling Deeper High-Accuracy and Low-Latency Spiking Neural Network,"Bing Han,  Gopalakrishnan Srinivasan,  Kaushik Roy"
2495,Adversarial Feature Hallucination Networks for Few-Shot Learning,"Kai Li,  Yulun Zhang,  Kunpeng Li,  Yun Fu"
2496,An Adaptive Neural Network for Unsupervised Mosaic Consistency Analysis in Image Forensics,"Quentin Bammey,  Rafael Grompone von Gioi,  Jean-Michel Morel"
2497,Sign Language Transformers: Joint End-to-End Sign Language Recognition and Translation,"Necati Cihan Camgoz,  Oscar Koller,  Simon Hadfield,  Richard Bowden"
2498,A Context-Aware Loss Function for Action Spotting in Soccer Videos,"Anthony Cioppa,  Adrien Deliege,  Silvio Giancola,  Bernard Ghanem,  Marc Van Droogenbroeck,  Rikke Gade,  Thomas B. Moeslund"
2499,The Edge of Depth: Explicit Constraints Between Segmentation and Depth,"Shengjie Zhu,  Garrick Brazil,  Xiaoming Liu"
2500,Label Distribution Learning on Auxiliary Label Space Graphs for Facial Expression Recognition,"Shikai Chen,  Jianfeng Wang,  Yuedong Chen,  Zhongchao Shi,  Xin Geng,  Yong Rui"
2501,Cross-Modality Person Re-Identification With Shared-Specific Feature Transfer,"Yan Lu,  Yue Wu,  Bin Liu,  Tianzhu Zhang,  Baopu Li,  Qi Chu,  Nenghai Yu"
2502,Learning a Unified Sample Weighting Network for Object Detection,"Qi Cai,  Yingwei Pan,  Yu Wang,  Jingen Liu,  Ting Yao,  Tao Mei"
2503,Joint Semantic Segmentation and Boundary Detection Using Iterative Pyramid Contexts,"Mingmin Zhen,  Jinglu Wang,  Lei Zhou,  Shiwei Li,  Tianwei Shen,  Jiaxiang Shang,  Tian Fang,  Long Quan"
2504,SLV: Spatial Likelihood Voting for Weakly Supervised Object Detection,"Ze Chen,  Zhihang Fu,  Rongxin Jiang,  Yaowu Chen,  Xian-Sheng Hua"
2505,Robust Superpixel-Guided Attentional Adversarial Attack,"Xiaoyi Dong,  Jiangfan Han,  Dongdong Chen,  Jiayang Liu,  Huanyu Bian,  Zehua Ma,  Hongsheng Li,  Xiaogang Wang,  Weiming Zhang,  Nenghai Yu"
2506,MMTM: Multimodal Transfer Module for CNN Fusion,"Hamid Reza Vaezi Joze,  Amirreza Shaban,  Michael L. Iuzzolino,  Kazuhito Koishida"
2507,Optical Flow in Dense Foggy Scenes Using Semi-Supervised Learning,"Wending Yan,  Aashish Sharma,  Robby T. Tan"
2508,Learning Memory-Guided Normality for Anomaly Detection,"Hyunjong Park,  Jongyoun Noh,  Bumsub Ham"
2509,MLCVNet: Multi-Level Context VoteNet for 3D Object Detection,"Qian Xie,  Yu-Kun Lai,  Jing Wu,  Zhoutao Wang,  Yiming Zhang,  Kai Xu,  Jun Wang"
2510,SQuINTing at VQA Models: Introspecting VQA Models With Sub-Questions,"Ramprasaath R. Selvaraju,  Purva Tendulkar,  Devi Parikh,  Eric Horvitz,  Marco Tulio Ribeiro,  Besmira Nushi,  Ece Kamar"
2511,VectorNet: Encoding HD Maps and Agent Dynamics From Vectorized Representation,"Jiyang Gao,  Chen Sun,  Hang Zhao,  Yi Shen,  Dragomir Anguelov,  Congcong Li,  Cordelia Schmid"
2512,Through Fog High-Resolution Imaging Using Millimeter Wave Radar,"Junfeng Guan,  Sohrab Madani,  Suraj Jog,  Saurabh Gupta,  Haitham Hassanieh"
2513,Self-Supervised Learning of Video-Induced Visual Invariances,"Michael Tschannen,  Josip Djolonga,  Marvin Ritter,  Aravindh Mahendran,  Neil Houlsby,  Sylvain Gelly,  Mario Lucic"
2514,Butterfly Transform: An Efficient FFT Based Neural Architecture Design,"Keivan Alizadeh vahid,  Anish Prabhu,  Ali Farhadi,  Mohammad Rastegari"
2515,Cross-Domain Detection via Graph-Induced Prototype Alignment,"Minghao Xu,  Hang Wang,  Bingbing Ni,  Qi Tian,  Wenjun Zhang"
2516,What Makes Training Multi-Modal Classification Networks Hard?,"Weiyao Wang,  Du Tran,  Matt Feiszli"
2517,Sparse Layered Graphs for Multi-Object Segmentation,"Niels Jeppesen,  Anders N. Christensen,  Vedrana A. Dahl,  Anders B. Dahl"
2518,Few-Shot Class-Incremental Learning,"Xiaoyu Tao,  Xiaopeng Hong,  Xinyuan Chang,  Songlin Dong,  Xing Wei,  Yihong Gong"
2519,Exploring Bottom-Up and Top-Down Cues With Attentive Learning for Webly Supervised Object Detection,"Zhonghua Wu,  Qingyi Tao,  Guosheng Lin,  Jianfei Cai"
2520,SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization,"Xianzhi Du,  Tsung-Yi Lin,  Pengchong Jin,  Golnaz Ghiasi,  Mingxing Tan,  Yin Cui,  Quoc V. Le,  Xiaodan Song"
2521,LatentFusion: End-to-End Differentiable Reconstruction and Rendering for Unseen Object Pose Estimation,"Keunhong Park,  Arsalan Mousavian,  Yu Xiang,  Dieter Fox"
2522,Offset Bin Classification Network for Accurate Object Detection,"Heqian Qiu,  Hongliang Li,  Qingbo Wu,  Hengcan Shi"
2523,Generating Accurate Pseudo-Labels in Semi-Supervised Learning and Avoiding Overconfident Predictions via Hermite Polynomial Activations,"Vishnu Suresh Lokhande,  Songwong Tasneeyapant,  Abhay Venkatesh,  Sathya N. Ravi,  Vikas Singh"
2524,MiLeNAS: Efficient Neural Architecture Search via Mixed-Level Reformulation,"Chaoyang He,  Haishan Ye,  Li Shen,  Tong Zhang"
2525,G-TAD: Sub-Graph Localization for Temporal Action Detection,"Mengmeng Xu,  Chen Zhao,  David S. Rojas,  Ali Thabet,  Bernard Ghanem"
2526,Learning Saliency Propagation for Semi-Supervised Instance Segmentation,"Yanzhao Zhou,  Xin Wang,  Jianbin Jiao,  Trevor Darrell,  Fisher Yu"
2527,Dataless Model Selection With the Deep Frame Potential,"Calvin Murdock,  Simon Lucey"
2528,MUXConv: Information Multiplexing in Convolutional Neural Networks,"Zhichao Lu,  Kalyanmoy Deb,  Vishnu Naresh Boddeti"
2529,Learning to Segment 3D Point Clouds in 2D Image Space,"Yecheng Lyu,  Xinming Huang,  Ziming Zhang"
2530,Interactive Image Segmentation With First Click Attention,"Zheng Lin,  Zhao Zhang,  Lin-Zhuo Chen,  Ming-Ming Cheng,  Shao-Ping Lu"
2531,Attention Convolutional Binary Neural Tree for Fine-Grained Visual Categorization,"Ruyi Ji,  Longyin Wen,  Libo Zhang,  Dawei Du,  Yanjun Wu,  Chen Zhao,  Xianglong Liu,  Feiyue Huang"
2532,Dynamic Convolution: Attention Over Convolution Kernels,"Yinpeng Chen,  Xiyang Dai,  Mengchen Liu,  Dongdong Chen,  Lu Yuan,  Zicheng Liu"
2533,Transform and Tell: Entity-Aware News Image Captioning,"Alasdair Tran,  Alexander Mathews,  Lexing Xie"
2534,MTL-NAS: Task-Agnostic Neural Architecture Search Towards General-Purpose Multi-Task Learning,"Yuan Gao,  Haoping Bai,  Zequn Jie,  Jiayi Ma,  Kui Jia,  Wei Liu"
2535,12-in-1: Multi-Task Vision and Language Representation Learning,"Jiasen Lu,  Vedanuj Goswami,  Marcus Rohrbach,  Devi Parikh,  Stefan Lee"
2536,Disentangling Physical Dynamics From Unknown Factors for Unsupervised Video Prediction,"Vincent Le Guen,  Nicolas Thome"
2537,Gold Seeker: Information Gain From Policy Distributions for Goal-Oriented Vision-and-Langauge Reasoning,"Ehsan Abbasnejad,  Iman Abbasnejad,  Qi Wu,  Javen Shi,  Anton van den Hengel"
2538,Beyond Short-Term Snippet: Video Relation Detection With Spatio-Temporal Global Context,"Chenchen Liu,  Yang Jin,  Kehan Xu,  Guoqiang Gong,  Yadong Mu"
2539,Semi-Supervised Semantic Image Segmentation With Self-Correcting Networks,"Mostafa S. Ibrahim,  Arash Vahdat,  Mani Ranjbar,  William G. Macready"
2540,BBN: Bilateral-Branch Network With Cumulative Learning for Long-Tailed Visual Recognition,"Boyan Zhou,  Quan Cui,  Xiu-Shen Wei,  Zhao-Min Chen"
2541,Sketch Less for More: On-the-Fly Fine-Grained Sketch-Based Image Retrieval,"Ayan Kumar Bhunia,  Yongxin Yang,  Timothy M. Hospedales,  Tao Xiang,  Yi-Zhe Song"
2542,STINet: Spatio-Temporal-Interactive Network for Pedestrian Detection and Trajectory Prediction,"Zhishuai Zhang,  Jiyang Gao,  Junhua Mao,  Yukai Liu,  Dragomir Anguelov,  Congcong Li"
2543,Intelligent Home 3D: Automatic 3D-House Design From Linguistic Descriptions Only,"Qi Chen,  Qi Wu,  Rui Tang,  Yuhan Wang,  Shuai Wang,  Mingkui Tan"
2544,Mask Encoding for Single Shot Instance Segmentation,"Rufeng Zhang,  Zhi Tian,  Chunhua Shen,  Mingyu You,  Youliang Yan"
2545,CentripetalNet: Pursuing High-Quality Keypoint Pairs for Object Detection,"Zhiwei Dong,  Guoxuan Li,  Yue Liao,  Fei Wang,  Pengju Ren,  Chen Qian"
2546,Hierarchical Feature Embedding for Attribute Recognition,"Jie Yang,  Jiarou Fan,  Yiru Wang,  Yige Wang,  Weihao Gan,  Lin Liu,  Wei Wu"
2547,Mixture Dense Regression for Object Detection and Human Pose Estimation,"Ali Varamesh,  Tinne Tuytelaars"
2548,Don't Even Look Once: Synthesizing Features for Zero-Shot Detection,"Pengkai Zhu,  Hanxiao Wang,  Venkatesh Saligrama"
2549,"Detection in Crowded Scenes: One Proposal, Multiple Predictions","Xuangeng Chu,  Anlin Zheng,  Xiangyu Zhang,  Jian Sun"
2550,Background Data Resampling for Outlier-Aware Classification,"Yi Li,  Nuno Vasconcelos"
2551,Prime Sample Attention in Object Detection,"Yuhang Cao,  Kai Chen,  Chen Change Loy,  Dahua Lin"
2552,Learning Temporal Co-Attention Models for Unsupervised Video Action Localization,"Guoqiang Gong,  Xinghan Wang,  Yadong Mu,  Qi Tian"
2553,NAS-FCOS: Fast Neural Architecture Search for Object Detection,"Ning Wang,  Yang Gao,  Hao Chen,  Peng Wang,  Zhi Tian,  Chunhua Shen,  Yanning Zhang"
2554,Enhancing Generic Segmentation With Learned Region Representations,"Or Isaacs,  Oran Shayer,  Michael Lindenbaum"
2555,What's Hidden in a Randomly Weighted Neural Network?,"Vivek Ramanujan,  Mitchell Wortsman,  Aniruddha Kembhavi,  Ali Farhadi,  Mohammad Rastegari"
2556,Learning Texture Invariant Representation for Domain Adaptation of Semantic Segmentation,"Myeongjin Kim,  Hyeran Byun"
2557,VQA With No Questions-Answers Training,"Ben-Zion Vatashsky,  Shimon Ullman"
2558,MCEN: Bridging Cross-Modal Gap between Cooking Recipes and Dish Images with Latent Variable Model,"Han Fu,  Rui Wu,  Chenghao Liu,  Jianling Sun"
2559,NETNet: Neighbor Erasing and Transferring Network for Better Single Shot Object Detection,"Yazhao Li,  Yanwei Pang,  Jianbing Shen,  Jiale Cao,  Ling Shao"
2560,Detailed 2D-3D Joint Representation for Human-Object Interaction,"Yong-Lu Li,  Xinpeng Liu,  Han Lu,  Shiyi Wang,  Junqi Liu,  Jiefeng Li,  Cewu Lu"
2561,A Programmatic and Semantic Approach to Explaining and Debugging Neural Network Based Object Detectors,"Edward Kim,  Divya Gopinath,  Corina Pasareanu,  Sanjit A. Seshia"
2562,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks,"Qilong Wang,  Banggu Wu,  Pengfei Zhu,  Peihua Li,  Wangmeng Zuo,  Qinghua Hu"
2563,Geometry and Learning Co-Supported Normal Estimation for Unstructured Point Cloud,"Haoran Zhou,  Honghua Chen,  Yidan Feng,  Qiong Wang,  Jing Qin,  Haoran Xie,  Fu Lee Wang,  Mingqiang Wei,  Jun Wang"
2564,DR Loss: Improving Object Detection by Distributional Ranking,"Qi Qian,  Lei Chen,  Hao Li,  Rong Jin"
2565,End-to-End Camera Calibration for Broadcast Videos,"Long Sha,  Jennifer Hobbs,  Panna Felsen,  Xinyu Wei,  Patrick Lucey,  Sujoy Ganguly"
2566,Selective Transfer With Reinforced Transfer Network for Partial Domain Adaptation,"Zhihong Chen,  Chao Chen,  Zhaowei Cheng,  Boyuan Jiang,  Ke Fang,  Xinyu Jin"
2567,Neural Head Reenactment with Latent Pose Descriptors,"Egor Burkov,  Igor Pasechnik,  Artur Grigorev,  Victor Lempitsky"
2568,SaccadeNet: A Fast and Accurate Object Detector,"Shiyi Lan,  Zhou Ren,  Yi Wu,  Larry S. Davis,  Gang Hua"
2569,Learning Augmentation Network via Influence Functions,"Donghoon Lee,  Hyunsin Park,  Trung Pham,  Chang D. Yoo"
2570,Self-Robust 3D Point Recognition via Gather-Vector Guidance,"Xiaoyi Dong,  Dongdong Chen,  Hang Zhou,  Gang Hua,  Weiming Zhang,  Nenghai Yu"
2571,RiFeGAN: Rich Feature Generation for Text-to-Image Synthesis From Prior Knowledge,"Jun Cheng,  Fuxiang Wu,  Yanling Tian,  Lei Wang,  Dapeng Tao"
2572,Unsupervised Model Personalization While Preserving Privacy and Scalability: An Open Problem,"Matthias De Lange,  Xu Jia,  Sarah Parisot,  Ales Leonardis,  Gregory Slabaugh,  Tinne Tuytelaars"
2573,Learning From Noisy Anchors for One-Stage Object Detection,"Hengduo Li,  Zuxuan Wu,  Chen Zhu,  Caiming Xiong,  Richard Socher,  Larry S. Davis"
2574,Learning Interactions and Relationships Between Movie Characters,"Anna Kukleva,  Makarand Tapaswi,  Ivan Laptev"
2575,MetaIQA: Deep Meta-Learning for No-Reference Image Quality Assessment,"Hancheng Zhu,  Leida Li,  Jinjian Wu,  Weisheng Dong,  Guangming Shi"
2576,RetinaTrack: Online Single Stage Joint Detection and Tracking,"Zhichao Lu,  Vivek Rathod,  Ronny Votel,  Jonathan Huang"
2577,End-to-End 3D Point Cloud Instance Segmentation Without Detection,"Haiyong Jiang,  Feilong Yan,  Jianfei Cai,  Jianmin Zheng,  Jun Xiao"
2578,Noise-Aware Fully Webly Supervised Object Detection,"Yunhang Shen,  Rongrong Ji,  Zhiwei Chen,  Xiaopeng Hong,  Feng Zheng,  Jianzhuang Liu,  Mingliang Xu,  Qi Tian"
2579,PFRL: Pose-Free Reinforcement Learning for 6D Pose Estimation,"Jianzhun Shao,  Yuhang Jiang,  Gu Wang,  Zhigang Li,  Xiangyang Ji"
2580,Robust Learning Through Cross-Task Consistency,"Amir R. Zamir,  Alexander Sax,  Nikhil Cheerla,  Rohan Suri,  Zhangjie Cao,  Jitendra Malik,  Leonidas J. Guibas"
2581,Exploring Self-Attention for Image Recognition,"Hengshuang Zhao,  Jiaya Jia,  Vladlen Koltun"
2582,Shape correspondence using anisotropic Chebyshev spectral CNNs,"Qinsong Li,  Shengjun Liu,  Ling Hu,  Xinru Liu"
2583,Uncertainty-Aware Score Distribution Learning for Action Quality Assessment,"Yansong Tang,  Zanlin Ni,  Jiahuan Zhou,  Danyang Zhang,  Jiwen Lu,  Ying Wu,  Jie Zhou"
2584,Seeing Through Fog Without Seeing Fog: Deep Multimodal Sensor Fusion in Unseen Adverse Weather,"Mario Bijelic,  Tobias Gruber,  Fahim Mannan,  Florian Kraus,  Werner Ritter,  Klaus Dietmayer,  Felix Heide"
2585,Regularization on Spatio-Temporally Smoothed Feature for Action Recognition,"Jinhyung Kim,  Seunghwan Cha,  Dongyoon Wee,  Soonmin Bae,  Junmo Kim"
2586,Learning Invariant Representation for Unsupervised Image Restoration,"Wenchao Du,  Hu Chen,  Hongyu Yang"
2587,Learning Nanoscale Motion Patterns of Vesicles in Living Cells,"Arif Ahmed Sekh,  Ida Sundvor Opstad,  Asa Birna Birgisdottir,  Truls Myrmel,  Balpreet Singh Ahluwalia,  Krishna Agarwal,  Dilip K. Prasad"
2588,Network Adjustment: Channel Search Guided by FLOPs Utilization Ratio,"Zhengsu Chen,  Jianwei Niu,  Lingxi Xie,  Xuefeng Liu,  Longhui Wei,  Qi Tian"
2589,StereoGAN: Bridging Synthetic-to-Real Domain Gap by Joint Optimization of Domain Translation and Stereo Matching,"Rui Liu,  Chengxi Yang,  Wenxiu Sun,  Xiaogang Wang,  Hongsheng Li"
2590,Light-weight Calibrator: A Separable Component for Unsupervised Domain Adaptation,"Shaokai Ye,  Kailu Wu,  Mu Zhou,  Yunfei Yang,  Sia Huat Tan,  Kaidi Xu,  Jiebo Song,  Chenglong Bao,  Kaisheng Ma"
2591,Learning Canonical Shape Space for Category-Level 6D Object Pose and Size Estimation,"Dengsheng Chen,  Jun Li,  Zheng Wang,  Kai Xu"
2592,A Spatial RNN Codec for End-to-End Image Compression,"Chaoyi Lin,  Jiabao Yao,  Fangdong Chen,  Li Wang"
2593,Two Causal Principles for Improving Visual Dialog,"Jiaxin Qi,  Yulei Niu,  Jianqiang Huang,  Hanwang Zhang"
2594,ILFO: Adversarial Attack on Adaptive Neural Networks,"Mirazul Haque,  Anki Chauhan,  Cong Liu,  Wei Yang"
2595,Learning to Evaluate Perception Models Using Planner-Centric Metrics,"Jonah Philion,  Amlan Kar,  Sanja Fidler"
2596,Hierarchical Clustering With Hard-Batch Triplet Loss for Person Re-Identification,"Kaiwei Zeng,  Munan Ning,  Yaohua Wang,  Yang Guo"
2597,Fast Template Matching and Update for Video Object Tracking and Segmentation,"Mingjie Sun,  Jimin Xiao,  Eng Gee Lim,  Bingfeng Zhang,  Yao Zhao"
2598,TCTS: A Task-Consistent Two-Stage Framework for Person Search,"Cheng Wang,  Bingpeng Ma,  Hong Chang,  Shiguang Shan,  Xilin Chen"
2599,Cross-domain Object Detection through Coarse-to-Fine Feature Adaptation,"Yangtao Zheng,  Di Huang,  Songtao Liu,  Yunhong Wang"
2600,Efficient Derivative Computation for Cumulative B-Splines on Lie Groups,"Christiane Sommer,  Vladyslav Usenko,  David Schubert,  Nikolaus Demmel,  Daniel Cremers"
2601,Counterfactual Vision and Language Learning,"Ehsan Abbasnejad,  Damien Teney,  Amin Parvaneh,  Javen Shi,  Anton van den Hengel"
2602,Unsupervised Reinforcement Learning of Transferable Meta-Skills for Embodied Navigation,"Juncheng Li,  Xin Wang,  Siliang Tang,  Haizhou Shi,  Fei Wu,  Yueting Zhuang,  William Yang Wang"
2603,M2m: Imbalanced Classification via Major-to-Minor Translation,"Jaehyung Kim,  Jongheon Jeong,  Jinwoo Shin"
2604,DSGN: Deep Stereo Geometry Network for 3D Object Detection,"Yilun Chen,  Shu Liu,  Xiaoyong Shen,  Jiaya Jia"
2605,Predicting Semantic Map Representations From Images Using Pyramid Occupancy Networks,"Thomas Roddick,  Roberto Cipolla"
2606,Memory Aggregation Networks for Efficient Interactive Video Object Segmentation,"Jiaxu Miao,  Yunchao Wei,  Yi Yang"
2607,SegGCN: Efficient 3D Point Cloud Segmentation With Fuzzy Spherical Kernel,"Huan Lei,  Naveed Akhtar,  Ajmal Mian"
2608,AutoTrack: Towards High-Performance Visual Tracking for UAV With Automatic Spatio-Temporal Regularization,"Yiming Li,  Changhong Fu,  Fangqiang Ding,  Ziyuan Huang,  Geng Lu"
2609,Multi-Mutual Consistency Induced Transfer Subspace Learning for Human Motion Segmentation,"Tao Zhou,  Huazhu Fu,  Chen Gong,  Jianbing Shen,  Ling Shao,  Fatih Porikli"
2610,Associate-3Ddet: Perceptual-to-Conceptual Association for 3D Point Cloud Object Detection,"Liang Du,  Xiaoqing Ye,  Xiao Tan,  Jianfeng Feng,  Zhenbo Xu,  Errui Ding,  Shilei Wen"
2611,Training a Steerable CNN for Guidewire Detection,"Donghang Li,  Adrian Barbu"
2612,GIFnets: Differentiable GIF Encoding Framework,"Innfarn Yoo,  Xiyang Luo,  Yilin Wang,  Feng Yang,  Peyman Milanfar"
2613,TRPLP - Trifocal Relative Pose From Lines at Points,"Ricardo Fabbri,  Timothy Duff,  Hongyi Fan,  Margaret H. Regan,  David da Costa de Pinho,  Elias Tsigaridas,  Charles W. Wampler,  Jonathan D. Hauenstein,  Peter J. Giblin,  Benjamin Kimia,  Anton Leykin,  Tomas Pajdla"
2614,SP-NAS: Serial-to-Parallel Backbone Search for Object Detection,"Chenhan Jiang,  Hang Xu,  Wei Zhang,  Xiaodan Liang,  Zhenguo Li"
2615,Rethinking Depthwise Separable Convolutions: How Intra-Kernel Correlations Lead to Improved MobileNets,"Daniel Haase,  Manuel Amthor"
2616,Vision-Dialog Navigation by Exploring Cross-Modal Memory,"Yi Zhu,  Fengda Zhu,  Zhaohuan Zhan,  Bingqian Lin,  Jianbin Jiao,  Xiaojun Chang,  Xiaodan Liang"
2617,PointRend: Image Segmentation As Rendering,"Alexander Kirillov,  Yuxin Wu,  Kaiming He,  Ross Girshick"
2618,Differentiable Adaptive Computation Time for Visual Reasoning,"Cristobal Eyzaguirre,  Alvaro Soto"
2619,Exploring Data Aggregation in Policy Learning for Vision-Based Urban Autonomous Driving,"Aditya Prakash,  Aseem Behl,  Eshed Ohn-Bar,  Kashyap Chitta,  Andreas Geiger"
2620,Geometrically Principled Connections in Graph Neural Networks,"Shunwang Gong,  Mehdi Bahri,  Michael M. Bronstein,  Stefanos Zafeiriou"
2621,Making Better Mistakes: Leveraging Class Hierarchies With Deep Networks,"Luca Bertinetto,  Romain Mueller,  Konstantinos Tertikas,  Sina Samangooei,  Nicholas A. Lord"
2622,Telling Left From Right: Learning Spatial Correspondence of Sight and Sound,"Karren Yang,  Bryan Russell,  Justin Salamon"
2623,Deep Adversarial Decomposition: A Unified Framework for Separating Superimposed Images,"Zhengxia Zou,  Sen Lei,  Tianyang Shi,  Zhenwei Shi,  Jieping Ye"
2624,Towards Accurate Scene Text Recognition With Semantic Reasoning Networks,"Deli Yu,  Xuan Li,  Chengquan Zhang,  Tao Liu,  Junyu Han,  Jingtuo Liu,  Errui Ding"
2625,Deep Relational Reasoning Graph Network for Arbitrary Shape Text Detection,"Shi-Xue Zhang,  Xiaobin Zhu,  Jie-Bo Hou,  Chang Liu,  Chun Yang,  Hongfa Wang,  Xu-Cheng Yin"
2626,GP-NAS: Gaussian Process Based Neural Architecture Search,"Zhihang Li,  Teng Xi,  Jiankang Deng,  Gang Zhang,  Shengzhao Wen,  Ran He"
2627,Basis Prediction Networks for Effective Burst Denoising With Large Kernels,"Zhihao Xia,  Federico Perazzi,  Michael Gharbi,  Kalyan Sunkavalli,  Ayan Chakrabarti"
2628,Real-World Person Re-Identification via Degradation Invariance Learning,"Yukun Huang,  Zheng-Jun Zha,  Xueyang Fu,  Richang Hong,  Liang Li"
2629,Momentum Contrast for Unsupervised Visual Representation Learning,"Kaiming He,  Haoqi Fan,  Yuxin Wu,  Saining Xie,  Ross Girshick"
2630,Meta-Learning of Neural Architectures for Few-Shot Learning,"Thomas Elsken,  Benedikt Staffler,  Jan Hendrik Metzen,  Frank Hutter"
2631,Deep Generative Model for Robust Imbalance Classification,"Xinyue Wang,  Yilin Lyu,  Liping Jing"
2632,Unsupervised Multi-Modal Image Registration via Geometry Preserving Image-to-Image Translation,"Moab Arar,  Yiftach Ginger,  Dov Danon,  Amit H. Bermano,  Daniel Cohen-Or"
2633,SCATTER: Selective Context Attentional Scene Text Recognizer,"Ron Litman,  Oron Anschel,  Shahar Tsiper,  Roee Litman,  Shai Mazor,  R. Manmatha"
2634,Incremental Few-Shot Object Detection,"Juan-Manuel Perez-Rua,  Xiatian Zhu,  Timothy M. Hospedales,  Tao Xiang"
2635,Cloth in the Wind: A Case Study of Physical Measurement Through Simulation,"Tom F. H. Runia,  Kirill Gavrilyuk,  Cees G. M. Snoek,  Arnold W. M. Smeulders"
2636,Generalized Zero-Shot Learning via Over-Complete Distribution,"Rohit Keshari,  Richa Singh,  Mayank Vatsa"
2637,"On the General Value of Evidence, and Bilingual Scene-Text Visual Question Answering","Xinyu Wang,  Yuliang Liu,  Chunhua Shen,  Chun Chet Ng,  Canjie Luo,  Lianwen Jin,  Chee Seng Chan,  Anton van den Hengel,  Liangwei Wang"
2638,Designing Network Design Spaces,"Ilija Radosavovic,  Raj Prateek Kosaraju,  Ross Girshick,  Kaiming He,  Piotr Dollar"
2639,Regularizing CNN Transfer Learning With Randomised Regression,"Yang Zhong,  Atsuto Maki"
2640,PVN3D: A Deep Point-Wise 3D Keypoints Voting Network for 6DoF Pose Estimation,"Yisheng He,  Wei Sun,  Haibin Huang,  Jianran Liu,  Haoqiang Fan,  Jian Sun"
2641,Domain-Aware Visual Bias Eliminating for Generalized Zero-Shot Learning,"Shaobo Min,  Hantao Yao,  Hongtao Xie,  Chaoqun Wang,  Zheng-Jun Zha,  Yongdong Zhang"
2642,VSGNet: Spatial Attention Network for Detecting Human Object Interactions Using Graph Convolutions,"Oytun Ulutan,  A S M Iftekhar,  B. S. Manjunath"
2643,Few-Shot Video Classification via Temporal Alignment,"Kaidi Cao,  Jingwei Ji,  Zhangjie Cao,  Chien-Yi Chang,  Juan Carlos Niebles"
