,title,authors
78,Reinforced Attention for Few-Shot Learning and Beyond,"Jie Hong, Pengfei Fang, Weihao Li, Tong Zhang, Christian Simon, Mehrtash Harandi, Lars Petersson"
79,HOTR: End-to-End Human-Object Interaction Detection With Transformers,"Bumsoo Kim, Junhyun Lee, Jaewoo Kang, Eun-Sol Kim, Hyunwoo J. Kim"
80,Triple-Cooperative Video Shadow Detection,"Zhihao Chen, Liang Wan, Lei Zhu, Jia Shen, Huazhu Fu, Wennan Liu, Jing Qin"
81,Automated Log-Scale Quantization for Low-Cost Deep Neural Networks,"Sangyun Oh, Hyeonuk Sim, Sugil Lee, Jongeun Lee"
82,Positive-Unlabeled Data Purification in the Wild for Object Detection,"Jianyuan Guo, Kai Han, Han Wu, Chao Zhang, Xinghao Chen, Chunjing Xu, Chang Xu, Yunhe Wang"
83,ArtFlow: Unbiased Image Style Transfer via Reversible Neural Flows,"Jie An, Siyu Huang, Yibing Song, Dejing Dou, Wei Liu, Jiebo Luo"
84,Zillow Indoor Dataset: Annotated Floor Plans With 360deg Panoramas and 3D Room Layouts,"Steve Cruz, Will Hutchcroft, Yuguang Li, Naji Khosravan, Ivaylo Boyadzhiev, Sing Bing Kang"
85,Achieving Robustness in Classification Using Optimal Transport With Hinge Regularization,"Mathieu Serrurier, Franck Mamalet, Alberto Gonzalez-Sanz, Thibaut Boissin, Jean-Michel Loubes, Eustasio del Barrio"
86,Hyper-LifelongGAN: Scalable Lifelong Learning for Image Conditioned Generation,"Mengyao Zhai, Lei Chen, Greg Mori"
87,CoSMo: Content-Style Modulation for Image Retrieval With Text Feedback,"Seungmin Lee, Dongwan Kim, Bohyung Han"
88,Temporal Context Aggregation Network for Temporal Action Proposal Refinement,"Zhiwu Qing, Haisheng Su, Weihao Gan, Dongliang Wang, Wei Wu, Xiang Wang, Yu Qiao, Junjie Yan, Changxin Gao, Nong Sang"
89,GANmut: Learning Interpretable Conditional Space for Gamut of Emotions,"Stefano d'Apolito, Danda Pani Paudel, Zhiwu Huang, Andres Romero, Luc Van Gool"
90,Mixed-Privacy Forgetting in Deep Networks,"Aditya Golatkar, Alessandro Achille, Avinash Ravichandran, Marzia Polito, Stefano Soatto"
91,TediGAN: Text-Guided Diverse Face Image Generation and Manipulation,"Weihao Xia, Yujiu Yang, Jing-Hao Xue, Baoyuan Wu"
92,Fusing the Old with the New: Learning Relative Camera Pose with Geometry-Guided Uncertainty,"Bingbing Zhuang, Manmohan Chandraker"
93,Neural Deformation Graphs for Globally-Consistent Non-Rigid Reconstruction,"Aljaz Bozic, Pablo Palafox, Michael Zollhofer, Justus Thies, Angela Dai, Matthias Niessner"
94,BBAM: Bounding Box Attribution Map for Weakly Supervised Semantic and Instance Segmentation,"Jungbeom Lee, Jihun Yi, Chaehun Shin, Sungroh Yoon"
95,Single-Stage Instance Shadow Detection With Bidirectional Relation Learning,"Tianyu Wang, Xiaowei Hu, Chi-Wing Fu, Pheng-Ann Heng"
96,Semantic Segmentation for Real Point Cloud Scenes via Bilateral Augmentation and Adaptive Fusion,"Shi Qiu, Saeed Anwar, Nick Barnes"
97,Learning Graph Embeddings for Compositional Zero-Shot Learning,"Muhammad Ferjad Naeem, Yongqin Xian, Federico Tombari, Zeynep Akata"
98,Zero-Shot Adversarial Quantization,"Yuang Liu, Wei Zhang, Jun Wang"
99,Privacy-Preserving Collaborative Learning With Automatic Transformation Search,"Wei Gao, Shangwei Guo, Tianwei Zhang, Han Qiu, Yonggang Wen, Yang Liu"
100,Multi-Modal Relational Graph for Cross-Modal Video Moment Retrieval,"Yawen Zeng, Da Cao, Xiaochi Wei, Meng Liu, Zhou Zhao, Zheng Qin"
101,Limitations of Post-Hoc Feature Alignment for Robustness,"Collin Burns, Jacob Steinhardt"
102,"Roses Are Red, Violets Are Blue... but Should VQA Expect Them To?","Corentin Kervadec, Grigory Antipov, Moez Baccouche, Christian Wolf"
103,UP-DETR: Unsupervised Pre-Training for Object Detection With Transformers,"Zhigang Dai, Bolun Cai, Yugeng Lin, Junying Chen"
104,CRFace: Confidence Ranker for Model-Agnostic Face Detection Refinement,"Noranart Vesdapunt, Baoyuan Wang"
105,Efficient Regional Memory Network for Video Object Segmentation,"Haozhe Xie, Hongxun Yao, Shangchen Zhou, Shengping Zhang, Wenxiu Sun"
106,Discovering Relationships Between Object Categories via Universal Canonical Maps,"Natalia Neverova, Artsiom Sanakoyeu, Patrick Labatut, David Novotny, Andrea Vedaldi"
107,Rethinking and Improving the Robustness of Image Style Transfer,"Pei Wang, Yijun Li, Nuno Vasconcelos"
108,Coarse-To-Fine Person Re-Identification With Auxiliary-Domain Classification and Second-Order Information Bottleneck,"Anguo Zhang, Yueming Gao, Yuzhen Niu, Wenxi Liu, Yongcheng Zhou"
109,GAIA: A Transfer Learning System of Object Detection That Fits Your Needs,"Xingyuan Bu, Junran Peng, Junjie Yan, Tieniu Tan, Zhaoxiang Zhang"
110,Learning To Associate Every Segment for Video Panoptic Segmentation,"Sanghyun Woo, Dahun Kim, Joon-Young Lee, In So Kweon"
111,A Peek Into the Reasoning of Neural Networks: Interpreting With Structural Visual Concepts,"Yunhao Ge, Yao Xiao, Zhi Xu, Meng Zheng, Srikrishna Karanam, Terrence Chen, Laurent Itti, Ziyan Wu"
112,Non-Salient Region Object Mining for Weakly Supervised Semantic Segmentation,"Yazhou Yao, Tao Chen, Guo-Sen Xie, Chuanyi Zhang, Fumin Shen, Qi Wu, Zhenmin Tang, Jian Zhang"
113,Bridging the Visual Gap: Wide-Range Image Blending,"Chia-Ni Lu, Ya-Chu Chang, Wei-Chen Chiu"
114,StereoPIFu: Depth Aware Clothed Human Digitization via Stereo Vision,"Yang Hong, Juyong Zhang, Boyi Jiang, Yudong Guo, Ligang Liu, Hujun Bao"
115,Debiased Subjective Assessment of Real-World Image Enhancement,"Peibei Cao, Zhangyang Wang, Kede Ma"
116,Neural Reprojection Error: Merging Feature Learning and Camera Pose Estimation,"Hugo Germain, Vincent Lepetit, Guillaume Bourmaud"
117,StickyPillars: Robust and Efficient Feature Matching on Point Clouds Using Graph Neural Networks,"Kai Fischer, Martin Simon, Florian Olsner, Stefan Milz, Horst-Michael Gross, Patrick Mader"
118,HoHoNet: 360 Indoor Holistic Understanding With Latent Horizontal Features,"Cheng Sun, Min Sun, Hwann-Tzong Chen"
119,Learning To Recover 3D Scene Shape From a Single Image,"Wei Yin, Jianming Zhang, Oliver Wang, Simon Niklaus, Long Mai, Simon Chen, Chunhua Shen"
120,FS-Net: Fast Shape-Based Network for Category-Level 6D Object Pose Estimation With Decoupled Rotation Mechanism,"Wei Chen, Xi Jia, Hyung Jin Chang, Jinming Duan, Linlin Shen, Ales Leonardis"
121,Unsupervised Human Pose Estimation Through Transforming Shape Templates,"Luca Schmidtke, Athanasios Vlontzos, Simon Ellershaw, Anna Lukens, Tomoki Arichi, Bernhard Kainz"
122,Improving OCR-Based Image Captioning by Incorporating Geometrical Relationship,"Jing Wang, Jinhui Tang, Mingkun Yang, Xiang Bai, Jiebo Luo"
123,Learning Monocular 3D Reconstruction of Articulated Categories From Motion,"Filippos Kokkinos, Iasonas Kokkinos"
124,RankDetNet: Delving Into Ranking Constraints for Object Detection,"Ji Liu, Dong Li, Rongzhang Zheng, Lu Tian, Yi Shan"
125,Deep Denoising of Flash and No-Flash Pairs for Photography in Low-Light Environments,"Zhihao Xia, Michael Gharbi, Federico Perazzi, Kalyan Sunkavalli, Ayan Chakrabarti"
126,Transformer Interpretability Beyond Attention Visualization,"Hila Chefer, Shir Gur, Lior Wolf"
127,Can We Characterize Tasks Without Labels or Features?,"Bram Wallace, Ziyang Wu, Bharath Hariharan"
128,Rotation-Only Bundle Adjustment,"Seong Hun Lee, Javier Civera"
129,FixBi: Bridging Domain Spaces for Unsupervised Domain Adaptation,"Jaemin Na, Heechul Jung, Hyung Jin Chang, Wonjun Hwang"
130,Learning Camera Localization via Dense Scene Matching,"Shitao Tang, Chengzhou Tang, Rui Huang, Siyu Zhu, Ping Tan"
131,PANDA: Adapting Pretrained Features for Anomaly Detection and Segmentation,"Tal Reiss, Niv Cohen, Liron Bergman, Yedid Hoshen"
132,ReDet: A Rotation-Equivariant Detector for Aerial Object Detection,"Jiaming Han, Jian Ding, Nan Xue, Gui-Song Xia"
133,Progressive Modality Reinforcement for Human Multimodal Emotion Recognition From Unaligned Multimodal Sequences,"Fengmao Lv, Xiang Chen, Yanyong Huang, Lixin Duan, Guosheng Lin"
134,Semantic-Aware Knowledge Distillation for Few-Shot Class-Incremental Learning,"Ali Cheraghian, Shafin Rahman, Pengfei Fang, Soumava Kumar Roy, Lars Petersson, Mehrtash Harandi"
135,Keep Your Eyes on the Lane: Real-Time Attention-Guided Lane Detection,"Lucas Tabelini, Rodrigo Berriel, Thiago M. Paixao, Claudine Badue, Alberto F. De Souza, Thiago Oliveira-Santos"
136,Self-Supervised Multi-Frame Monocular Scene Flow,"Junhwa Hur, Stefan Roth"
137,AQD: Towards Accurate Quantized Object Detection,"Peng Chen, Jing Liu, Bohan Zhuang, Mingkui Tan, Chunhua Shen"
138,LOHO: Latent Optimization of Hairstyles via Orthogonalization,"Rohit Saha, Brendan Duke, Florian Shkurti, Graham W. Taylor, Parham Aarabi"
139,Single-Shot Freestyle Dance Reenactment,"Oran Gafni, Oron Ashual, Lior Wolf"
140,Cross-Domain Adaptive Clustering for Semi-Supervised Domain Adaptation,"Jichang Li, Guanbin Li, Yemin Shi, Yizhou Yu"
141,MetricOpt: Learning To Optimize Black-Box Evaluation Metrics,"Chen Huang, Shuangfei Zhai, Pengsheng Guo, Josh Susskind"
142,Multispectral Photometric Stereo for Spatially-Varying Spectral Reflectances: A Well Posed Problem?,"Heng Guo, Fumio Okura, Boxin Shi, Takuya Funatomi, Yasuhiro Mukaigawa, Yasuyuki Matsushita"
143,Few-Shot Human Motion Transfer by Personalized Geometry and Texture Modeling,"Zhichao Huang, Xintong Han, Jia Xu, Tong Zhang"
144,Differentiable SLAM-Net: Learning Particle SLAM for Visual Navigation,"Peter Karkus, Shaojun Cai, David Hsu"
145,Joint Generative and Contrastive Learning for Unsupervised Person Re-Identification,"Hao Chen, Yaohui Wang, Benoit Lagadec, Antitza Dantcheva, Francois Bremond"
146,ATSO: Asynchronous Teacher-Student Optimization for Semi-Supervised Image Segmentation,"Xinyue Huo, Lingxi Xie, Jianzhong He, Zijie Yang, Wengang Zhou, Houqiang Li, Qi Tian"
147,Pseudo Facial Generation With Extreme Poses for Face Recognition,"Guoli Wang, Jiaqi Ma, Qian Zhang, Jiwen Lu, Jie Zhou"
148,Distribution Alignment: A Unified Framework for Long-Tail Visual Recognition,"Songyang Zhang, Zeming Li, Shipeng Yan, Xuming He, Jian Sun"
149,3D-MAN: 3D Multi-Frame Attention Network for Object Detection,"Zetong Yang, Yin Zhou, Zhifeng Chen, Jiquan Ngiam"
150,Actor-Context-Actor Relation Network for Spatio-Temporal Action Localization,"Junting Pan, Siyu Chen, Mike Zheng Shou, Yu Liu, Jing Shao, Hongsheng Li"
151,Cross-View Cross-Scene Multi-View Crowd Counting,"Qi Zhang, Wei Lin, Antoni B. Chan"
152,Keypoint-Graph-Driven Learning Framework for Object Pose Estimation,"Shaobo Zhang, Wanqing Zhao, Ziyu Guan, Xianlin Peng, Jinye Peng"
153,WOAD: Weakly Supervised Online Action Detection in Untrimmed Videos,"Mingfei Gao, Yingbo Zhou, Ran Xu, Richard Socher, Caiming Xiong"
154,Deep Dual Consecutive Network for Human Pose Estimation,"Zhenguang Liu, Haoming Chen, Runyang Feng, Shuang Wu, Shouling Ji, Bailin Yang, Xun Wang"
155,GAN Prior Embedded Network for Blind Face Restoration in the Wild,"Tao Yang, Peiran Ren, Xuansong Xie, Lei Zhang"
156,The Lottery Ticket Hypothesis for Object Recognition,"Sharath Girish, Shishira R Maiya, Kamal Gupta, Hao Chen, Larry S. Davis, Abhinav Shrivastava"
157,Transformer Meets Tracker: Exploiting Temporal Context for Robust Visual Tracking,"Ning Wang, Wengang Zhou, Jie Wang, Houqiang Li"
158,High-Fidelity Neural Human Motion Transfer From Monocular Video,"Moritz Kappel, Vladislav Golyanik, Mohamed Elgharib, Jann-Ole Henningson, Hans-Peter Seidel, Susana Castillo, Christian Theobalt, Marcus Magnor"
159,Depth Completion With Twin Surface Extrapolation at Occlusion Boundaries,"Saif Imran, Xiaoming Liu, Daniel Morris"
160,Learning the Superpixel in a Non-Iterative and Lifelong Manner,"Lei Zhu, Qi She, Bin Zhang, Yanye Lu, Zhilin Lu, Duo Li, Jie Hu"
161,Differentiable Patch Selection for Image Recognition,"Jean-Baptiste Cordonnier, Aravindh Mahendran, Alexey Dosovitskiy, Dirk Weissenborn, Jakob Uszkoreit, Thomas Unterthiner"
162,Distractor-Aware Fast Tracking via Dynamic Convolutions and MOT Philosophy,"Zikai Zhang, Bineng Zhong, Shengping Zhang, Zhenjun Tang, Xin Liu, Zhaoxiang Zhang"
163,Differentiable Multi-Granularity Human Representation Learning for Instance-Aware Human Semantic Parsing,"Tianfei Zhou, Wenguan Wang, Si Liu, Yi Yang, Luc Van Gool"
164,Using Shape To Categorize: Low-Shot Learning With an Explicit Shape Bias,"Stefan Stojanov, Anh Thai, James M. Rehg"
165,Spatial-Phase Shallow Learning: Rethinking Face Forgery Detection in Frequency Domain,"Honggu Liu, Xiaodan Li, Wenbo Zhou, Yuefeng Chen, Yuan He, Hui Xue, Weiming Zhang, Nenghai Yu"
166,Learning Delaunay Surface Elements for Mesh Reconstruction,"Marie-Julie Rakotosaona, Paul Guerrero, Noam Aigerman, Niloy J. Mitra, Maks Ovsjanikov"
167,Holistic 3D Human and Scene Mesh Estimation From Single View Images,"Zhenzhen Weng, Serena Yeung"
168,MIST: Multiple Instance Spatial Transformer,"Baptiste Angles, Yuhe Jin, Simon Kornblith, Andrea Tagliasacchi, Kwang Moo Yi"
169,Rethinking Channel Dimensions for Efficient Model Design,"Dongyoon Han, Sangdoo Yun, Byeongho Heo, YoungJoon Yoo"
170,A Self-Boosting Framework for Automated Radiographic Report Generation,"Zhanyu Wang, Luping Zhou, Lei Wang, Xiu Li"
171,Closing the Loop: Joint Rain Generation and Removal via Disentangled Image Translation,"Yuntong Ye, Yi Chang, Hanyu Zhou, Luxin Yan"
172,"Re-Labeling ImageNet: From Single to Multi-Labels, From Global to Localized Labels","Sangdoo Yun, Seong Joon Oh, Byeongho Heo, Dongyoon Han, Junsuk Choe, Sanghyuk Chun"
173,Interventional Video Grounding With Dual Contrastive Learning,"Guoshun Nan, Rui Qiao, Yao Xiao, Jun Liu, Sicong Leng, Hao Zhang, Wei Lu"
174,IQDet: Instance-Wise Quality Distribution Sampling for Object Detection,"Yuchen Ma, Songtao Liu, Zeming Li, Jian Sun"
175,Cross-Modal Contrastive Learning for Text-to-Image Generation,"Han Zhang, Jing Yu Koh, Jason Baldridge, Honglak Lee, Yinfei Yang"
176,Unsupervised Discovery of the Long-Tail in Instance Segmentation Using Hierarchical Self-Supervision,"Zhenzhen Weng, Mehmet Giray Ogut, Shai Limonchik, Serena Yeung"
177,Fully Convolutional Networks for Panoptic Segmentation,"Yanwei Li, Hengshuang Zhao, Xiaojuan Qi, Liwei Wang, Zeming Li, Jian Sun, Jiaya Jia"
178,HumanGPS: Geodesic PreServing Feature for Dense Human Correspondences,"Feitong Tan, Danhang Tang, Mingsong Dou, Kaiwen Guo, Rohit Pandey, Cem Keskin, Ruofei Du, Deqing Sun, Sofien Bouaziz, Sean Fanello, Ping Tan, Yinda Zhang"
179,Towards Long-Form Video Understanding,"Chao-Yuan Wu, Philipp Krahenbuhl"
180,Generalized Domain Adaptation,"Yu Mitsuzumi, Go Irie, Daiki Ikami, Takashi Shibata"
181,Iso-Points: Optimizing Neural Implicit Surfaces With Hybrid Representations,"Wang Yifan, Shihao Wu, Cengiz Oztireli, Olga Sorkine-Hornung"
182,End-to-End Human Pose and Mesh Reconstruction with Transformers,"Kevin Lin, Lijuan Wang, Zicheng Liu"
183,Space-Time Distillation for Video Super-Resolution,"Zeyu Xiao, Xueyang Fu, Jie Huang, Zhen Cheng, Zhiwei Xiong"
184,Explicit Knowledge Incorporation for Visual Reasoning,"Yifeng Zhang, Ming Jiang, Qi Zhao"
185,VLN BERT: A Recurrent Vision-and-Language BERT for Navigation,"Yicong Hong, Qi Wu, Yuankai Qi, Cristian Rodriguez-Opazo, Stephen Gould"
186,On Learning the Geodesic Path for Incremental Learning,"Christian Simon, Piotr Koniusz, Mehrtash Harandi"
