,title,authors
181,Temporal Cycle-Consistency Learning,"Debidatta Dwibedi,  Yusuf Aytar,  Jonathan Tompson,  Pierre Sermanet,  Andrew Zisserman"
182,Predicting Future Frames Using Retrospective Cycle GAN,"Yong-Hoon Kwon,  Min-Gyu Park"
183,Density Map Regression Guided Detection Network for RGB-D Crowd Counting and Localization,"Dongze Lian,  Jing Li,  Jia Zheng,  Weixin Luo,  Shenghua Gao"
184,TAFE-Net: Task-Aware Feature Embeddings for Low Shot Learning,"Xin Wang,  Fisher Yu,  Ruth Wang,  Trevor Darrell,  Joseph E. Gonzalez"
185,Learning Semantic Segmentation From Synthetic Data: A Geometrically Guided Input-Output Adaptation Approach,"Yuhua Chen,  Wen Li,  Xiaoran Chen,  Luc Van Gool"
186,Attentive Single-Tasking of Multiple Tasks,"Kevis-Kokitsi Maninis,  Ilija Radosavovic,  Iasonas Kokkinos"
187,Deep Metric Learning to Rank,"Fatih Cakir,  Kun He,  Xide Xia,  Brian Kulis,  Stan Sclaroff"
188,End-To-End Multi-Task Learning With Attention,"Shikun Liu,  Edward Johns,  Andrew J. Davison"
189,Self-Supervised Learning via Conditional Motion Propagation,"Xiaohang Zhan,  Xingang Pan,  Ziwei Liu,  Dahua Lin,  Chen Change Loy"
190,Bridging Stereo Matching and Optical Flow via Spatiotemporal Correspondence,"Hsueh-Ying Lai,  Yi-Hsuan Tsai,  Wei-Chen Chiu"
191,All About Structure: Adapting Structural Information Across Domains for Boosting Semantic Segmentation,"Wei-Lun Chang,  Hui-Po Wang,  Wen-Hsiao Peng,  Wei-Chen Chiu"
192,Iterative Reorganization With Weak Spatial Constraints: Solving Arbitrary Jigsaw Puzzles for Unsupervised Representation Learning,"Chen Wei,  Lingxi Xie,  Xutong Ren,  Yingda Xia,  Chi Su,  Jiaying Liu,  Qi Tian,  Alan L. Yuille"
193,Revisiting Self-Supervised Visual Representation Learning,"Alexander Kolesnikov,  Xiaohua Zhai,  Lucas Beyer"
194,It's Not About the Journey; It's About the Destination: Following Soft Paths Under Question-Guidance for Visual Reasoning,"Monica Haurilet,  Alina Roitberg,  Rainer Stiefelhagen"
195,Actively Seeking and Learning From Live Data,"Damien Teney,  Anton van den Hengel"
196,Improving Referring Expression Grounding With Cross-Modal Attention-Guided Erasing,"Xihui Liu,  Zihao Wang,  Jing Shao,  Xiaogang Wang,  Hongsheng Li"
197,Neighbourhood Watch: Referring Expression Comprehension via Language-Guided Graph Attention Networks,"Peng Wang,  Qi Wu,  Jiewei Cao,  Chunhua Shen,  Lianli Gao,  Anton van den Hengel"
198,Scene Graph Generation With External Knowledge and Image Reconstruction,"Jiuxiang Gu,  Handong Zhao,  Zhe Lin,  Sheng Li,  Jianfei Cai,  Mingyang Ling"
199,Polysemous Visual-Semantic Embedding for Cross-Modal Retrieval,"Yale Song,  Mohammad Soleymani"
200,MUREL: Multimodal Relational Reasoning for Visual Question Answering,"Remi Cadene,  Hedi Ben-younes,  Matthieu Cord,  Nicolas Thome"
201,Heterogeneous Memory Enhanced Multimodal Attention Model for Video Question Answering,"Chenyou Fan,  Xiaofan Zhang,  Shu Zhang,  Wensheng Wang,  Chi Zhang,  Heng Huang"
202,Information Maximizing Visual Question Generation,"Ranjay Krishna,  Michael Bernstein,  Li Fei-Fei"
203,Learning to Detect Human-Object Interactions With Knowledge,"Bingjie Xu,  Yongkang Wong,  Junnan Li,  Qi Zhao,  Mohan S. Kankanhalli"
204,Learning Words by Drawing Images,"Didac Suris,  Adria Recasens,  David Bau,  David Harwath,  James Glass,  Antonio Torralba"
205,Factor Graph Attention,"Idan Schwartz,  Seunghak Yu,  Tamir Hazan,  Alexander G. Schwing"
206,Reducing Uncertainty in Undersampled MRI Reconstruction With Active Acquisition,"Zizhao Zhang,  Adriana Romero,  Matthew J. Muckley,  Pascal Vincent,  Lin Yang,  Michal Drozdzal"
207,ESIR: End-To-End Scene Text Recognition via Iterative Image Rectification,"Fangneng Zhan,  Shijian Lu"
208,ROI-10D: Monocular Lifting of 2D Detection to 6D Pose and Metric Shape,"Fabian Manhardt,  Wadim Kehl,  Adrien Gaidon"
209,Collaborative Learning of Semi-Supervised Segmentation and Classification for Medical Images,"Yi Zhou,  Xiaodong He,  Lei Huang,  Li Liu,  Fan Zhu,  Shanshan Cui,  Ling Shao"
210,Biologically-Constrained Graphs for Global Connectomics Reconstruction,"Brian Matejek,  Daniel Haehn,  Haidong Zhu,  Donglai Wei,  Toufiq Parag,  Hanspeter Pfister"
211,P3SGD: Patient Privacy Preserving SGD for Regularizing Deep CNNs in Pathological Image Classification,"Bingzhe Wu,  Shiwan Zhao,  Guangyu Sun,  Xiaolu Zhang,  Zhong Su,  Caihong Zeng,  Zhihong Liu"
212,Elastic Boundary Projection for 3D Medical Image Segmentation,"Tianwei Ni,  Lingxi Xie,  Huangjie Zheng,  Elliot K. Fishman,  Alan L. Yuille"
213,SIXray: A Large-Scale Security Inspection X-Ray Benchmark for Prohibited Item Discovery in Overlapping Images,"Caijing Miao,  Lingxi Xie,  Fang Wan,  Chi Su,  Hongye Liu,  Jianbin Jiao,  Qixiang Ye"
214,Noise2Void - Learning Denoising From Single Noisy Images,"Alexander Krull,  Tim-Oliver Buchholz,  Florian Jug"
215,Joint Discriminative and Generative Learning for Person Re-Identification,"Zhedong Zheng,  Xiaodong Yang,  Zhiding Yu,  Liang Zheng,  Yi Yang,  Jan Kautz"
216,Unsupervised Person Re-Identification by Soft Multilabel Learning,"Hong-Xing Yu,  Wei-Shi Zheng,  Ancong Wu,  Xiaowei Guo,  Shaogang Gong,  Jian-Huang Lai"
217,Learning Context Graph for Person Search,"Yichao Yan,  Qiang Zhang,  Bingbing Ni,  Wendong Zhang,  Minghao Xu,  Xiaokang Yang"
218,Gradient Matching Generative Networks for Zero-Shot Learning,"Mert Bulent Sariyildiz,  Ramazan Gokberk Cinbis"
219,Doodle to Search: Practical Zero-Shot Sketch-Based Image Retrieval,"Sounak Dey,  Pau Riba,  Anjan Dutta,  Josep Llados,  Yi-Zhe Song"
220,Zero-Shot Task Transfer,"Arghya Pal,  Vineeth N Balasubramanian"
221,C-MIL: Continuation Multiple Instance Learning for Weakly Supervised Object Detection,"Fang Wan,  Chang Liu,  Wei Ke,  Xiangyang Ji,  Jianbin Jiao,  Qixiang Ye"
222,Weakly Supervised Learning of Instance Segmentation With Inter-Pixel Relations,"Jiwoon Ahn,  Sunghyun Cho,  Suha Kwak"
223,Attention-Based Dropout Layer for Weakly Supervised Object Localization,"Junsuk Choe,  Hyunjung Shim"
224,Domain Generalization by Solving Jigsaw Puzzles,"Fabio M. Carlucci,  Antonio D'Innocente,  Silvia Bucci,  Barbara Caputo,  Tatiana Tommasi"
225,Transferrable Prototypical Networks for Unsupervised Domain Adaptation,"Yingwei Pan,  Ting Yao,  Yehao Li,  Yu Wang,  Chong-Wah Ngo,  Tao Mei"
226,Blending-Target Domain Adaptation by Adversarial Meta-Adaptation Networks,"Ziliang Chen,  Jingyu Zhuang,  Xiaodan Liang,  Liang Lin"
227,ELASTIC: Improving CNNs With Dynamic Scaling Policies,"Huiyu Wang,  Aniruddha Kembhavi,  Ali Farhadi,  Alan L. Yuille,  Mohammad Rastegari"
228,ScratchDet: Training Single-Shot Object Detectors From Scratch,"Rui Zhu,  Shifeng Zhang,  Xiaobo Wang,  Longyin Wen,  Hailin Shi,  Liefeng Bo,  Tao Mei"
229,SFNet: Learning Object-Aware Semantic Correspondence,"Junghyup Lee,  Dohyung Kim,  Jean Ponce,  Bumsub Ham"
230,Deep Metric Learning Beyond Binary Supervision,"Sungyeon Kim,  Minkyo Seo,  Ivan Laptev,  Minsu Cho,  Suha Kwak"
231,Learning to Cluster Faces on an Affinity Graph,"Lei Yang,  Xiaohang Zhan,  Dapeng Chen,  Junjie Yan,  Chen Change Loy,  Dahua Lin"
232,C2AE: Class Conditioned Auto-Encoder for Open-Set Recognition,"Poojan Oza,  Vishal M. Patel"
233,Shapes and Context: In-The-Wild Image Synthesis & Manipulation,"Aayush Bansal,  Yaser Sheikh,  Deva Ramanan"
234,Semantics Disentangling for Text-To-Image Generation,"Guojun Yin,  Bin Liu,  Lu Sheng,  Nenghai Yu,  Xiaogang Wang,  Jing Shao"
235,Semantic Image Synthesis With Spatially-Adaptive Normalization,"Taesung Park,  Ming-Yu Liu,  Ting-Chun Wang,  Jun-Yan Zhu"
236,Progressive Pose Attention Transfer for Person Image Generation,"Zhen Zhu,  Tengteng Huang,  Baoguang Shi,  Miao Yu,  Bofei Wang,  Xiang Bai"
237,Unsupervised Person Image Generation With Semantic Parsing Transformation,"Sijie Song,  Wei Zhang,  Jiaying Liu,  Tao Mei"
238,DeepView: View Synthesis With Learned Gradient Descent,"John Flynn,  Michael Broxton,  Paul Debevec,  Matthew DuVall,  Graham Fyffe,  Ryan Overbeck,  Noah Snavely,  Richard Tucker"
239,Animating Arbitrary Objects via Deep Motion Transfer,"Aliaksandr Siarohin,  Stephane Lathuiliere,  Sergey Tulyakov,  Elisa Ricci,  Nicu Sebe"
240,Textured Neural Avatars,"Aliaksandra Shysheya,  Egor Zakharov,  Kara-Ali Aliev,  Renat Bashirov,  Egor Burkov,  Karim Iskakov,  Aleksei Ivakhnenko,  Yury Malkov,  Igor Pasechnik,  Dmitry Ulyanov,  Alexander Vakhitov,  Victor Lempitsky"
241,IM-Net for High Resolution Video Frame Interpolation,"Tomer Peleg,  Pablo Szekely,  Doron Sabo,  Omry Sendik"
242,Homomorphic Latent Space Interpolation for Unpaired Image-To-Image Translation,"Ying-Cong Chen,  Xiaogang Xu,  Zhuotao Tian,  Jiaya Jia"
243,Multi-Channel Attention Selection GAN With Cascaded Semantic Guidance for Cross-View Image Translation,"Hao Tang,  Dan Xu,  Nicu Sebe,  Yanzhi Wang,  Jason J. Corso,  Yan Yan"
244,Geometry-Consistent Generative Adversarial Networks for One-Sided Unsupervised Domain Mapping,"Huan Fu,  Mingming Gong,  Chaohui Wang,  Kayhan Batmanghelich,  Kun Zhang,  Dacheng Tao"
245,DeepVoxels: Learning Persistent 3D Feature Embeddings,"Vincent Sitzmann,  Justus Thies,  Felix Heide,  Matthias Niessner,  Gordon Wetzstein,  Michael Zollhofer"
246,Inverse Path Tracing for Joint Material and Lighting Estimation,"Dejan Azinovic,  Tzu-Mao Li,  Anton Kaplanyan,  Matthias Niessner"
247,The Visual Centrifuge: Model-Free Layered Video Representations,"Jean-Baptiste Alayrac,  Joao Carreira,  Andrew Zisserman"
248,Label-Noise Robust Generative Adversarial Networks,"Takuhiro Kaneko,  Yoshitaka Ushiku,  Tatsuya Harada"
249,DLOW: Domain Flow for Adaptation and Generalization,"Rui Gong,  Wen Li,  Yuhua Chen,  Luc Van Gool"
250,CollaGAN: Collaborative GAN for Missing Image Data Imputation,"Dongwook Lee,  Junyoung Kim,  Won-Jin Moon,  Jong Chul Ye"
251,d-SNE: Domain Adaptation Using Stochastic Neighborhood Embedding,"Xiang Xu,  Xiong Zhou,  Ragav Venkatesan,  Gurumurthy Swaminathan,  Orchid Majumder"
252,Taking a Closer Look at Domain Shift: Category-Level Adversaries for Semantics Consistent Domain Adaptation,"Yawei Luo,  Liang Zheng,  Tao Guan,  Junqing Yu,  Yi Yang"
253,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation,"Tuan-Hung Vu,  Himalaya Jain,  Maxime Bucher,  Matthieu Cord,  Patrick Perez"
254,ContextDesc: Local Descriptor Augmentation With Cross-Modality Context,"Zixin Luo,  Tianwei Shen,  Lei Zhou,  Jiahui Zhang,  Yao Yao,  Shiwei Li,  Tian Fang,  Long Quan"
255,Large-Scale Long-Tailed Recognition in an Open World,"Ziwei Liu,  Zhongqi Miao,  Xiaohang Zhan,  Jiayun Wang,  Boqing Gong,  Stella X. Yu"
256,AET vs. AED: Unsupervised Representation Learning by Auto-Encoding Transformations Rather Than Data,"Liheng Zhang,  Guo-Jun Qi,  Liqiang Wang,  Jiebo Luo"
257,SDC - Stacked Dilated Convolution: A Unified Descriptor Network for Dense Matching Tasks,"Rene Schuster,  Oliver Wasenmuller,  Christian Unger,  Didier Stricker"
258,Learning Correspondence From the Cycle-Consistency of Time,"Xiaolong Wang,  Allan Jabri,  Alexei A. Efros"
259,AE2-Nets: Autoencoder in Autoencoder Networks,"Changqing Zhang,  Yeqing Liu,  Huazhu Fu"
260,Mitigating Information Leakage in Image Representations: A Maximum Entropy Approach,"Proteek Chandan Roy,  Vishnu Naresh Boddeti"
261,Learning Spatial Common Sense With Geometry-Aware Recurrent Networks,"Hsiao-Yu Fish Tung,  Ricson Cheng,  Katerina Fragkiadaki"
262,Structured Knowledge Distillation for Semantic Segmentation,"Yifan Liu,  Ke Chen,  Chris Liu,  Zengchang Qin,  Zhenbo Luo,  Jingdong Wang"
263,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,"Armen Avetisyan,  Manuel Dahnert,  Angela Dai,  Manolis Savva,  Angel X. Chang,  Matthias Niessner"
264,Towards Scene Understanding: Unsupervised Monocular Depth Estimation With Semantic-Aware Representation,"Po-Yi Chen,  Alexander H. Liu,  Yen-Cheng Liu,  Yu-Chiang Frank Wang"
265,Tell Me Where I Am: Object-Level Scene Context Prediction,"Xiaotian Qiao,  Quanlong Zheng,  Ying Cao,  Rynson W.H. Lau"
266,Normalized Object Coordinate Space for Category-Level 6D Object Pose and Size Estimation,"He Wang,  Srinath Sridhar,  Jingwei Huang,  Julien Valentin,  Shuran Song,  Leonidas J. Guibas"
267,Supervised Fitting of Geometric Primitives to 3D Point Clouds,"Lingxiao Li,  Minhyuk Sung,  Anastasia Dubrovina,  Li Yi,  Leonidas J. Guibas"
268,Do Better ImageNet Models Transfer Better?,"Simon Kornblith,  Jonathon Shlens,  Quoc V. Le"
269,Gotta Adapt 'Em All: Joint Pixel and Feature-Level Domain Adaptation for Recognition in the Wild,"Luan Tran,  Kihyuk Sohn,  Xiang Yu,  Xiaoming Liu,  Manmohan Chandraker"
270,Understanding the Disharmony Between Dropout and Batch Normalization by Variance Shift,"Xiang Li,  Shuo Chen,  Xiaolin Hu,  Jian Yang"
271,Circulant Binary Convolutional Networks: Enhancing the Performance of 1-Bit DCNNs With Circulant Back Propagation,"Chunlei Liu,  Wenrui Ding,  Xin Xia,  Baochang Zhang,  Jiaxin Gu,  Jianzhuang Liu,  Rongrong Ji,  David Doermann"
272,DeFusionNET: Defocus Blur Detection via Recurrently Fusing and Refining Multi-Scale Deep Features,"Chang Tang,  Xinzhong Zhu,  Xinwang Liu,  Lizhe Wang,  Albert Zomaya"
273,Deep Virtual Networks for Memory Efficient Inference of Multiple Tasks,"Eunwoo Kim,  Chanho Ahn,  Philip H.S. Torr,  Songhwai Oh"
274,Universal Domain Adaptation,"Kaichao You,  Mingsheng Long,  Zhangjie Cao,  Jianmin Wang,  Michael I. Jordan"
275,Improving Transferability of Adversarial Examples With Input Diversity,"Cihang Xie,  Zhishuai Zhang,  Yuyin Zhou,  Song Bai,  Jianyu Wang,  Zhou Ren,  Alan L. Yuille"
276,Sequence-To-Sequence Domain Adaptation Network for Robust Text Image Recognition,"Yaping Zhang,  Shuai Nie,  Wenju Liu,  Xing Xu,  Dongxiang Zhang,  Heng Tao Shen"
277,Hybrid-Attention Based Decoupled Metric Learning for Zero-Shot Image Retrieval,"Binghui Chen,  Weihong Deng"
278,Learning to Sample,"Oren Dovrat,  Itai Lang,  Shai Avidan"
279,Few-Shot Learning via Saliency-Guided Hallucination of Samples,"Hongguang Zhang,  Jing Zhang,  Piotr Koniusz"
280,Variational Convolutional Neural Network Pruning,"Chenglong Zhao,  Bingbing Ni,  Jian Zhang,  Qiwei Zhao,  Wenjun Zhang,  Qi Tian"
281,Towards Optimal Structured CNN Pruning via Generative Adversarial Learning,"Shaohui Lin,  Rongrong Ji,  Chenqian Yan,  Baochang Zhang,  Liujuan Cao,  Qixiang Ye,  Feiyue Huang,  David Doermann"
282,Exploiting Kernel Sparsity and Entropy for Interpretable CNN Compression,"Yuchao Li,  Shaohui Lin,  Baochang Zhang,  Jianzhuang Liu,  David Doermann,  Yongjian Wu,  Feiyue Huang,  Rongrong Ji"
283,Fully Quantized Network for Object Detection,"Rundong Li,  Yan Wang,  Feng Liang,  Hongwei Qin,  Junjie Yan,  Rui Fan"
284,MnasNet: Platform-Aware Neural Architecture Search for Mobile,"Mingxing Tan,  Bo Chen,  Ruoming Pang,  Vijay Vasudevan,  Mark Sandler,  Andrew Howard,  Quoc V. Le"
285,"Student Becoming the Master: Knowledge Amalgamation for Joint Scene Parsing, Depth Estimation, and More","Jingwen Ye,  Yixin Ji,  Xinchao Wang,  Kairi Ou,  Dapeng Tao,  Mingli Song"
286,K-Nearest Neighbors Hashing,"Xiangyu He,  Peisong Wang,  Jian Cheng"
287,Learning RoI Transformer for Oriented Object Detection in Aerial Images,"Jian Ding,  Nan Xue,  Yang Long,  Gui-Song Xia,  Qikai Lu"
288,Snapshot Distillation: Teacher-Student Optimization in One Generation,"Chenglin Yang,  Lingxi Xie,  Chi Su,  Alan L. Yuille"
289,Geometry-Aware Distillation for Indoor Semantic Segmentation,"Jianbo Jiao,  Yunchao Wei,  Zequn Jie,  Honghui Shi,  Rynson W.H. Lau,  Thomas S. Huang"
290,LiveSketch: Query Perturbations for Guided Sketch-Based Visual Search,"John Collomosse,  Tu Bui,  Hailin Jin"
291,Bounding Box Regression With Uncertainty for Accurate Object Detection,"Yihui He,  Chenchen Zhu,  Jianren Wang,  Marios Savvides,  Xiangyu Zhang"
292,OCGAN: One-Class Novelty Detection Using GANs With Constrained Latent Representations,"Pramuditha Perera,  Ramesh Nallapati,  Bing Xiang"
293,Learning Metrics From Teachers: Compact Networks for Image Embedding,"Lu Yu,  Vacit Oguz Yazici,  Xialei Liu,  Joost van de Weijer,  Yongmei Cheng,  Arnau Ramisa"
294,Activity Driven Weakly Supervised Object Detection,"Zhenheng Yang,  Dhruv Mahajan,  Deepti Ghadiyaram,  Ram Nevatia,  Vignesh Ramanathan"
295,Separate to Adapt: Open Set Domain Adaptation via Progressive Separation,"Hong Liu,  Zhangjie Cao,  Mingsheng Long,  Jianmin Wang,  Qiang Yang"
296,Layout-Graph Reasoning for Fashion Landmark Detection,"Weijiang Yu,  Xiaodan Liang,  Ke Gong,  Chenhan Jiang,  Nong Xiao,  Liang Lin"
297,DistillHash: Unsupervised Deep Hashing by Distilling Data Pairs,"Erkun Yang,  Tongliang Liu,  Cheng Deng,  Wei Liu,  Dacheng Tao"
298,Mind Your Neighbours: Image Annotation With Metadata Neighbourhood Graph Co-Attention Networks,"Junjie Zhang,  Qi Wu,  Jian Zhang,  Chunhua Shen,  Jianfeng Lu"
299,Region Proposal by Guided Anchoring,"Jiaqi Wang,  Kai Chen,  Shuo Yang,  Chen Change Loy,  Dahua Lin"
300,Distant Supervised Centroid Shift: A Simple and Efficient Approach to Visual Domain Adaptation,"Jian Liang,  Ran He,  Zhenan Sun,  Tieniu Tan"
301,Learning to Transfer Examples for Partial Domain Adaptation,"Zhangjie Cao,  Kaichao You,  Mingsheng Long,  Jianmin Wang,  Qiang Yang"
302,Generalized Zero-Shot Recognition Based on Visually Semantic Embedding,"Pengkai Zhu,  Hanxiao Wang,  Venkatesh Saligrama"
303,Towards Visual Feature Translation,"Jie Hu,  Rongrong Ji,  Hong Liu,  Shengchuan Zhang,  Cheng Deng,  Qi Tian"
304,Amodal Instance Segmentation With KINS Dataset,"Lu Qi,  Li Jiang,  Shu Liu,  Xiaoyong Shen,  Jiaya Jia"
305,Global Second-Order Pooling Convolutional Networks,"Zilin Gao,  Jiangtao Xie,  Qilong Wang,  Peihua Li"
306,Weakly Supervised Complementary Parts Models for Fine-Grained Image Classification From the Bottom Up,"Weifeng Ge,  Xiangru Lin,  Yizhou Yu"
307,"NetTailor: Tuning the Architecture, Not Just the Weights","Pedro Morgado,  Nuno Vasconcelos"
308,Learning-Based Sampling for Natural Image Matting,"Jingwei Tang,  Yagiz Aksoy,  Cengiz Oztireli,  Markus Gross,  Tunc Ozan Aydin"
309,Learning Unsupervised Video Object Segmentation Through Visual Attention,"Wenguan Wang,  Hongmei Song,  Shuyang Zhao,  Jianbing Shen,  Sanyuan Zhao,  Steven C. H. Hoi,  Haibin Ling"
310,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks,"Christopher Choy,  JunYoung Gwak,  Silvio Savarese"
311,Pyramid Feature Attention Network for Saliency Detection,"Ting Zhao,  Xiangqian Wu"
312,Co-Saliency Detection via Mask-Guided Fully Convolutional Networks With Multi-Scale Label Smoothing,"Kaihua Zhang,  Tengpeng Li,  Bo Liu,  Qingshan Liu"
313,SAIL-VOS: Semantic Amodal Instance Level Video Object Segmentation - A Synthetic Dataset and Baselines,"Yuan-Ting Hu,  Hong-Shuo Chen,  Kexin Hui,  Jia-Bin Huang,  Alexander G. Schwing"
314,Learning Instance Activation Maps for Weakly Supervised Instance Segmentation,"Yi Zhu,  Yanzhao Zhou,  Huijuan Xu,  Qixiang Ye,  David Doermann,  Jianbin Jiao"
315,Decoders Matter for Semantic Segmentation: Data-Dependent Decoding Enables Flexible Feature Aggregation,"Zhi Tian,  Tong He,  Chunhua Shen,  Youliang Yan"
316,Box-Driven Class-Wise Region Masking and Filling Rate Guided Loss for Weakly Supervised Semantic Segmentation,"Chunfeng Song,  Yan Huang,  Wanli Ouyang,  Liang Wang"
317,Dual Attention Network for Scene Segmentation,"Jun Fu,  Jing Liu,  Haijie Tian,  Yong Li,  Yongjun Bao,  Zhiwei Fang,  Hanqing Lu"
318,InverseRenderNet: Learning Single Image Inverse Rendering,"Ye Yu,  William A. P. Smith"
319,A Variational Auto-Encoder Model for Stochastic Point Processes,"Nazanin Mehrasa,  Akash Abdu Jyothi,  Thibaut Durand,  Jiawei He,  Leonid Sigal,  Greg Mori"
320,Unifying Heterogeneous Classifiers With Distillation,"Jayakorn Vongkulbhisal,  Phongtharin Vinayavekhin,  Marco Visentini-Scarzanella"
321,Assessment of Faster R-CNN in Man-Machine Collaborative Search,"Arturo Deza,  Amit Surana,  Miguel P. Eckstein"
322,OK-VQA: A Visual Question Answering Benchmark Requiring External Knowledge,"Kenneth Marino,  Mohammad Rastegari,  Ali Farhadi,  Roozbeh Mottaghi"
323,NDDR-CNN: Layerwise Feature Fusing in Multi-Task CNNs by Neural Discriminative Dimensionality Reduction,"Yuan Gao,  Jiayi Ma,  Mingbo Zhao,  Wei Liu,  Alan L. Yuille"
324,Spectral Metric for Dataset Complexity Assessment,"Frederic Branchaud-Charron,  Andrew Achkar,  Pierre-Marc Jodoin"
325,ADCrowdNet: An Attention-Injective Deformable Convolutional Network for Crowd Understanding,"Ning Liu,  Yongchao Long,  Changqing Zou,  Qun Niu,  Li Pan,  Hefeng Wu"
326,VERI-Wild: A Large Dataset and a New Method for Vehicle Re-Identification in the Wild,"Yihang Lou,  Yan Bai,  Jun Liu,  Shiqi Wang,  Lingyu Duan"
327,3D Local Features for Direct Pairwise Registration,"Haowen Deng,  Tolga Birdal,  Slobodan Ilic"
328,HPLFlowNet: Hierarchical Permutohedral Lattice FlowNet for Scene Flow Estimation on Large-Scale Point Clouds,"Xiuye Gu,  Yijie Wang,  Chongruo Wu,  Yong Jae Lee,  Panqu Wang"
329,GPSfM: Global Projective SFM Using Algebraic Constraints on Multi-View Fundamental Matrices,"Yoni Kasten,  Amnon Geifman,  Meirav Galun,  Ronen Basri"
330,Group-Wise Correlation Stereo Network,"Xiaoyang Guo,  Kai Yang,  Wukui Yang,  Xiaogang Wang,  Hongsheng Li"
331,Multi-Level Context Ultra-Aggregation for Stereo Matching,"Guang-Yu Nie,  Ming-Ming Cheng,  Yun Liu,  Zhengfa Liang,  Deng-Ping Fan,  Yue Liu,  Yongtian Wang"
332,"Large-Scale, Metric Structure From Motion for Unordered Light Fields","Sotiris Nousias,  Manolis Lourakis,  Christos Bergeles"
333,Understanding the Limitations of CNN-Based Absolute Camera Pose Regression,"Torsten Sattler,  Qunjie Zhou,  Marc Pollefeys,  Laura Leal-Taixe"
334,DeepLiDAR: Deep Surface Normal Guided Depth Prediction for Outdoor Scene From Sparse LiDAR Data and Single Color Image,"Jiaxiong Qiu,  Zhaopeng Cui,  Yinda Zhang,  Xingdi Zhang,  Shuaicheng Liu,  Bing Zeng,  Marc Pollefeys"
335,Modeling Point Clouds With Self-Attention and Gumbel Subset Sampling,"Jiancheng Yang,  Qiang Zhang,  Bingbing Ni,  Linguo Li,  Jinxian Liu,  Mengdie Zhou,  Qi Tian"
336,Learning With Batch-Wise Optimal Transport Loss for 3D Shape Recognition,"Lin Xu,  Han Sun,  Yuai Liu"
337,DenseFusion: 6D Object Pose Estimation by Iterative Dense Fusion,"Chen Wang,  Danfei Xu,  Yuke Zhu,  Roberto Martin-Martin,  Cewu Lu,  Li Fei-Fei,  Silvio Savarese"
338,Dense Depth Posterior (DDP) From Single Image and Sparse Range,"Yanchao Yang,  Alex Wong,  Stefano Soatto"
339,DuLa-Net: A Dual-Projection Network for Estimating Room Layouts From a Single RGB Panorama,"Shang-Ta Yang,  Fu-En Wang,  Chi-Han Peng,  Peter Wonka,  Min Sun,  Hung-Kuo Chu"
340,Veritatem Dies Aperit - Temporally Consistent Depth Prediction Enabled by a Multi-Task Geometric and Semantic Scene Understanding Approach,"Amir Atapour-Abarghouei,  Toby P. Breckon"
341,Segmentation-Driven 6D Object Pose Estimation,"Yinlin Hu,  Joachim Hugonot,  Pascal Fua,  Mathieu Salzmann"
342,Exploiting Temporal Context for 3D Human Pose Estimation in the Wild,"Anurag Arnab,  Carl Doersch,  Andrew Zisserman"
343,What Do Single-View 3D Reconstruction Networks Learn?,"Maxim Tatarchenko,  Stephan R. Richter,  Rene Ranftl,  Zhuwen Li,  Vladlen Koltun,  Thomas Brox"
344,UniformFace: Learning Deep Equidistributed Representation for Face Recognition,"Yueqi Duan,  Jiwen Lu,  Jie Zhou"
345,Semantic Graph Convolutional Networks for 3D Human Pose Regression,"Long Zhao,  Xi Peng,  Yu Tian,  Mubbasir Kapadia,  Dimitris N. Metaxas"
346,Mask-Guided Portrait Editing With Conditional GANs,"Shuyang Gu,  Jianmin Bao,  Hao Yang,  Dong Chen,  Fang Wen,  Lu Yuan"
347,Group Sampling for Scale Invariant Face Detection,"Xiang Ming,  Fangyun Wei,  Ting Zhang,  Dong Chen,  Fang Wen"
348,Joint Representation and Estimator Learning for Facial Action Unit Intensity Estimation,"Yong Zhang,  Baoyuan Wu,  Weiming Dong,  Zhifeng Li,  Wei Liu,  Bao-Gang Hu,  Qiang Ji"
349,Semantic Alignment: Finding Semantically Consistent Ground-Truth for Facial Landmark Detection,"Zhiwei Liu,  Xiangyu Zhu,  Guosheng Hu,  Haiyun Guo,  Ming Tang,  Zhen Lei,  Neil M. Robertson,  Jinqiao Wang"
350,LAEO-Net: Revisiting People Looking at Each Other in Videos,"Manuel J. Marin-Jimenez,  Vicky Kalogeiton,  Pablo Medina-Suarez,  Andrew Zisserman"
351,Robust Facial Landmark Detection via Occlusion-Adaptive Deep Networks,"Meilu Zhu,  Daming Shi,  Mingjie Zheng,  Muhammad Sadiq"
352,Learning Individual Styles of Conversational Gesture,"Shiry Ginosar,  Amir Bar,  Gefen Kohavi,  Caroline Chan,  Andrew Owens,  Jitendra Malik"
353,"Face Anti-Spoofing: Model Matters, so Does Data","Xiao Yang,  Wenhan Luo,  Linchao Bao,  Yuan Gao,  Dihong Gong,  Shibao Zheng,  Zhifeng Li,  Wei Liu"
354,Fast Human Pose Estimation,"Feng Zhang,  Xiatian Zhu,  Mao Ye"
355,Decorrelated Adversarial Learning for Age-Invariant Face Recognition,"Hao Wang,  Dihong Gong,  Zhifeng Li,  Wei Liu"
