,title,authors
356,Cross-Task Weakly Supervised Learning From Instructional Videos,"Dimitri Zhukov,  Jean-Baptiste Alayrac,  Ramazan Gokberk Cinbis,  David Fouhey,  Ivan Laptev,  Josef Sivic"
357,D3TW: Discriminative Differentiable Dynamic Time Warping for Weakly Supervised Action Alignment and Segmentation,"Chien-Yi Chang,  De-An Huang,  Yanan Sui,  Li Fei-Fei,  Juan Carlos Niebles"
358,Progressive Teacher-Student Learning for Early Action Prediction,"Xionghui Wang,  Jian-Fang Hu,  Jian-Huang Lai,  Jianguo Zhang,  Wei-Shi Zheng"
359,Social Relation Recognition From Videos via Multi-Scale Spatial-Temporal Reasoning,"Xinchen Liu,  Wu Liu,  Meng Zhang,  Jingwen Chen,  Lianli Gao,  Chenggang Yan,  Tao Mei"
360,MS-TCN: Multi-Stage Temporal Convolutional Network for Action Segmentation,"Yazan Abu Farha,  Jurgen Gall"
361,Transferable Interactiveness Knowledge for Human-Object Interaction Detection,"Yong-Lu Li,  Siyuan Zhou,  Xijie Huang,  Liang Xu,  Ze Ma,  Hao-Shu Fang,  Yanfeng Wang,  Cewu Lu"
362,Actional-Structural Graph Convolutional Networks for Skeleton-Based Action Recognition,"Maosen Li,  Siheng Chen,  Xu Chen,  Ya Zhang,  Yanfeng Wang,  Qi Tian"
363,Multi-Granularity Generator for Temporal Action Proposal,"Yuan Liu,  Lin Ma,  Yifeng Zhang,  Wei Liu,  Shih-Fu Chang"
364,Deep Rigid Instance Scene Flow,"Wei-Chiu Ma,  Shenlong Wang,  Rui Hu,  Yuwen Xiong,  Raquel Urtasun"
365,"See More, Know More: Unsupervised Video Object Segmentation With Co-Attention Siamese Networks","Xiankai Lu,  Wenguan Wang,  Chao Ma,  Jianbing Shen,  Ling Shao,  Fatih Porikli"
366,Patch-Based Discriminative Feature Learning for Unsupervised Person Re-Identification,"Qize Yang,  Hong-Xing Yu,  Ancong Wu,  Wei-Shi Zheng"
367,SPM-Tracker: Series-Parallel Matching for Real-Time Visual Object Tracking,"Guangting Wang,  Chong Luo,  Zhiwei Xiong,  Wenjun Zeng"
368,Spatial Fusion GAN for Image Synthesis,"Fangneng Zhan,  Hongyuan Zhu,  Shijian Lu"
369,Text Guided Person Image Synthesis,"Xingran Zhou,  Siyu Huang,  Bin Li,  Yingming Li,  Jiachen Li,  Zhongfei Zhang"
370,STGAN: A Unified Selective Transfer Network for Arbitrary Image Attribute Editing,"Ming Liu,  Yukang Ding,  Min Xia,  Xiao Liu,  Errui Ding,  Wangmeng Zuo,  Shilei Wen"
371,Towards Instance-Level Image-To-Image Translation,"Zhiqiang Shen,  Mingyang Huang,  Jianping Shi,  Xiangyang Xue,  Thomas S. Huang"
372,Dense Intrinsic Appearance Flow for Human Pose Transfer,"Yining Li,  Chen Huang,  Chen Change Loy"
373,Depth-Aware Video Frame Interpolation,"Wenbo Bao,  Wei-Sheng Lai,  Chao Ma,  Xiaoyun Zhang,  Zhiyong Gao,  Ming-Hsuan Yang"
374,Sliced Wasserstein Generative Models,"Jiqing Wu,  Zhiwu Huang,  Dinesh Acharya,  Wen Li,  Janine Thoma,  Danda Pani Paudel,  Luc Van Gool"
375,Deep Flow-Guided Video Inpainting,"Rui Xu,  Xiaoxiao Li,  Bolei Zhou,  Chen Change Loy"
376,Video Generation From Single Semantic Label Map,"Junting Pan,  Chengyu Wang,  Xu Jia,  Jing Shao,  Lu Sheng,  Junjie Yan,  Xiaogang Wang"
377,Polarimetric Camera Calibration Using an LCD Monitor,"Zhixiang Wang,  Yinqiang Zheng,  Yung-Yu Chuang"
378,Fully Automatic Video Colorization With Self-Regularization and Diversity,"Chenyang Lei,  Qifeng Chen"
379,"Zoom to Learn, Learn to Zoom","Xuaner Zhang,  Qifeng Chen,  Ren Ng,  Vladlen Koltun"
380,Single Image Reflection Removal Beyond Linearity,"Qiang Wen,  Yinjie Tan,  Jing Qin,  Wenxi Liu,  Guoqiang Han,  Shengfeng He"
381,Learning to Separate Multiple Illuminants in a Single Image,"Zhuo Hui,  Ayan Chakrabarti,  Kalyan Sunkavalli,  Aswin C. Sankaranarayanan"
382,Shape Unicode: A Unified Shape Representation,"Sanjeev Muralikrishnan,  Vladimir G. Kim,  Matthew Fisher,  Siddhartha Chaudhuri"
383,Robust Video Stabilization by Optimization in CNN Weight Space,"Jiyang Yu,  Ravi Ramamoorthi"
384,Learning Linear Transformations for Fast Image and Video Style Transfer,"Xueting Li,  Sifei Liu,  Jan Kautz,  Ming-Hsuan Yang"
385,Local Detection of Stereo Occlusion Boundaries,"Jialiang Wang,  Todd Zickler"
386,Bi-Directional Cascade Network for Perceptual Edge Detection,"Jianzhong He,  Shiliang Zhang,  Ming Yang,  Yanhu Shan,  Tiejun Huang"
387,Single Image Deraining: A Comprehensive Benchmark Analysis,"Siyuan Li,  Iago Breno Araujo,  Wenqi Ren,  Zhangyang Wang,  Eric K. Tokuda,  Roberto Hirata Junior,  Roberto Cesar-Junior,  Jiawan Zhang,  Xiaojie Guo,  Xiaochun Cao"
388,Dynamic Scene Deblurring With Parameter Selective Sharing and Nested Skip Connections,"Hongyun Gao,  Xin Tao,  Xiaoyong Shen,  Jiaya Jia"
389,Events-To-Video: Bringing Modern Computer Vision to Event Cameras,"Henri Rebecq,  Rene Ranftl,  Vladlen Koltun,  Davide Scaramuzza"
390,Feedback Network for Image Super-Resolution,"Zhen Li,  Jinglei Yang,  Zheng Liu,  Xiaomin Yang,  Gwanggil Jeon,  Wei Wu"
391,Semi-Supervised Transfer Learning for Image Rain Removal,"Wei Wei,  Deyu Meng,  Qian Zhao,  Zongben Xu,  Ying Wu"
392,EventNet: Asynchronous Recursive Event Processing,"Yusuke Sekikawa,  Kosuke Hara,  Hideo Saito"
393,Recurrent Back-Projection Network for Video Super-Resolution,"Muhammad Haris,  Gregory Shakhnarovich,  Norimichi Ukita"
394,Cascaded Partial Decoder for Fast and Accurate Salient Object Detection,"Zhe Wu,  Li Su,  Qingming Huang"
395,A Simple Pooling-Based Design for Real-Time Salient Object Detection,"Jiang-Jiang Liu,  Qibin Hou,  Ming-Ming Cheng,  Jiashi Feng,  Jianmin Jiang"
396,Contrast Prior and Fluid Pyramid Integration for RGBD Salient Object Detection,"Jia-Xing Zhao,  Yang Cao,  Deng-Ping Fan,  Ming-Ming Cheng,  Xuan-Yi Li,  Le Zhang"
397,Progressive Image Deraining Networks: A Better and Simpler Baseline,"Dongwei Ren,  Wangmeng Zuo,  Qinghua Hu,  Pengfei Zhu,  Deyu Meng"
398,GSPN: Generative Shape Proposal Network for 3D Instance Segmentation in Point Cloud,"Li Yi,  Wang Zhao,  He Wang,  Minhyuk Sung,  Leonidas J. Guibas"
399,Attentive Relational Networks for Mapping Images to Scene Graphs,"Mengshi Qi,  Weijian Li,  Zhengyuan Yang,  Yunhong Wang,  Jiebo Luo"
400,Relational Knowledge Distillation,"Wonpyo Park,  Dongju Kim,  Yan Lu,  Minsu Cho"
401,Compressing Convolutional Neural Networks via Factorized Convolutional Filters,"Tuanhui Li,  Baoyuan Wu,  Yujiu Yang,  Yanbo Fan,  Yong Zhang,  Wei Liu"
402,On the Intrinsic Dimensionality of Image Representations,"Sixue Gong,  Vishnu Naresh Boddeti,  Anil K. Jain"
403,Part-Regularized Near-Duplicate Vehicle Re-Identification,"Bing He,  Jia Li,  Yifan Zhao,  Yonghong Tian"
404,Self-Supervised Spatio-Temporal Representation Learning for Videos by Predicting Motion and Appearance Statistics,"Jiangliu Wang,  Jianbo Jiao,  Linchao Bao,  Shengfeng He,  Yunhui Liu,  Wei Liu"
405,Classification-Reconstruction Learning for Open-Set Recognition,"Ryota Yoshihashi,  Wen Shao,  Rei Kawakami,  Shaodi You,  Makoto Iida,  Takeshi Naemura"
406,Emotion-Aware Human Attention Prediction,"Macario O. Cordel II,  Shaojing Fan,  Zhiqi Shen,  Mohan S. Kankanhalli"
407,Residual Regression With Semantic Prior for Crowd Counting,"Jia Wan,  Wenhan Luo,  Baoyuan Wu,  Antoni B. Chan,  Wei Liu"
408,Context-Reinforced Semantic Segmentation,"Yizhou Zhou,  Xiaoyan Sun,  Zheng-Jun Zha,  Wenjun Zeng"
409,Adversarial Structure Matching for Structured Prediction Tasks,"Jyh-Jing Hwang,  Tsung-Wei Ke,  Jianbo Shi,  Stella X. Yu"
410,Deep Spectral Clustering Using Dual Autoencoder Network,"Xu Yang,  Cheng Deng,  Feng Zheng,  Junchi Yan,  Wei Liu"
411,Deep Asymmetric Metric Learning via Rich Relationship Mining,"Xinyi Xu,  Yanhua Yang,  Cheng Deng,  Feng Zheng"
412,Did It Change? Learning to Detect Point-Of-Interest Changes for Proactive Map Updates,"Jerome Revaud,  Minhyeok Heo,  Rafael S. Rezende,  Chanmi You,  Seong-Gyun Jeong"
413,Associatively Segmenting Instances and Semantics in Point Clouds,"Xinlong Wang,  Shu Liu,  Xiaoyong Shen,  Chunhua Shen,  Jiaya Jia"
414,"Pattern-Affinitive Propagation Across Depth, Surface Normal and Semantic Segmentation","Zhenyu Zhang,  Zhen Cui,  Chunyan Xu,  Yan Yan,  Nicu Sebe,  Jian Yang"
415,Scene Categorization From Contours: Medial Axis Based Salience Measures,"Morteza Rezanejad,  Gabriel Downs,  John Wilder,  Dirk B. Walther,  Allan Jepson,  Sven Dickinson,  Kaleem Siddiqi"
416,Unsupervised Image Captioning,"Yang Feng,  Lin Ma,  Wei Liu,  Jiebo Luo"
417,Exact Adversarial Attack to Image Captioning via Structured Output Learning With Latent Variables,"Yan Xu,  Baoyuan Wu,  Fumin Shen,  Yanbo Fan,  Yong Zhang,  Heng Tao Shen,  Wei Liu"
418,Cross-Modal Relationship Inference for Grounding Referring Expressions,"Sibei Yang,  Guanbin Li,  Yizhou Yu"
419,What's to Know? Uncertainty as a Guide to Asking Goal-Oriented Questions,"Ehsan Abbasnejad,  Qi Wu,  Qinfeng Shi,  Anton van den Hengel"
420,Iterative Alignment Network for Continuous Sign Language Recognition,"Junfu Pu,  Wengang Zhou,  Houqiang Li"
421,Neural Sequential Phrase Grounding (SeqGROUND),"Pelin Dogan,  Leonid Sigal,  Markus Gross"
422,CLEVR-Ref+: Diagnosing Visual Reasoning With Referring Expressions,"Runtao Liu,  Chenxi Liu,  Yutong Bai,  Alan L. Yuille"
423,Describing Like Humans: On Diversity in Image Captioning,"Qingzhong Wang,  Antoni B. Chan"
424,MSCap: Multi-Style Image Captioning With Unpaired Stylized Text,"Longteng Guo,  Jing Liu,  Peng Yao,  Jiangwei Li,  Hanqing Lu"
425,CRAVES: Controlling Robotic Arm With a Vision-Based Economic System,"Yiming Zuo,  Weichao Qiu,  Lingxi Xie,  Fangwei Zhong,  Yizhou Wang,  Alan L. Yuille"
426,Networks for Joint Affine and Non-Parametric Image Registration,"Zhengyang Shen,  Xu Han,  Zhenlin Xu,  Marc Niethammer"
427,Learning Shape-Aware Embedding for Scene Text Detection,"Zhuotao Tian,  Michelle Shu,  Pengyuan Lyu,  Ruiyu Li,  Chao Zhou,  Xiaoyong Shen,  Jiaya Jia"
428,Learning to Film From Professional Human Motion Videos,"Chong Huang,  Chuan-En Lin,  Zhenyu Yang,  Yan Kong,  Peng Chen,  Xin Yang,  Kwang-Ting Cheng"
429,Pay Attention! - Robustifying a Deep Visuomotor Policy Through Task-Focused Visual Attention,"Pooya Abolghasemi,  Amir Mazaheri,  Mubarak Shah,  Ladislau Boloni"
430,Deep Blind Video Decaptioning by Temporal Aggregation and Recurrence,"Dahun Kim,  Sanghyun Woo,  Joon-Young Lee,  In So Kweon"
431,Learning Video Representations From Correspondence Proposals,"Xingyu Liu,  Joon-Young Lee,  Hailin Jin"
432,SiamRPN++: Evolution of Siamese Visual Tracking With Very Deep Networks,"Bo Li,  Wei Wu,  Qiang Wang,  Fangyi Zhang,  Junliang Xing,  Junjie Yan"
433,Sphere Generative Adversarial Network Based on Geometric Moment Matching,"Sung Woo Park,  Junseok Kwon"
434,Adversarial Attacks Beyond the Image Space,"Xiaohui Zeng,  Chenxi Liu,  Yu-Siang Wang,  Weichao Qiu,  Lingxi Xie,  Yu-Wing Tai,  Chi-Keung Tang,  Alan L. Yuille"
435,Evading Defenses to Transferable Adversarial Examples by Translation-Invariant Attacks,"Yinpeng Dong,  Tianyu Pang,  Hang Su,  Jun Zhu"
436,Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,"Jerome Rony,  Luiz G. Hafemann,  Luiz S. Oliveira,  Ismail Ben Ayed,  Robert Sabourin,  Eric Granger"
437,A General and Adaptive Robust Loss Function,Jonathan T. Barron
438,Filter Pruning via Geometric Median for Deep Convolutional Neural Networks Acceleration,"Yang He,  Ping Liu,  Ziwei Wang,  Zhilan Hu,  Yi Yang"
439,Learning to Quantize Deep Networks by Optimizing Quantization Intervals With Task Loss,"Sangil Jung,  Changyong Son,  Seohyung Lee,  Jinwoo Son,  Jae-Joon Han,  Youngjun Kwak,  Sung Ju Hwang,  Changkyu Choi"
440,Not All Areas Are Equal: Transfer Learning for Semantic Segmentation via Hierarchical Region Selection,"Ruoqi Sun,  Xinge Zhu,  Chongruo Wu,  Chen Huang,  Jianping Shi,  Lizhuang Ma"
441,Unsupervised Learning of Dense Shape Correspondence,"Oshri Halimi,  Or Litany,  Emanuele Rodola,  Alex M. Bronstein,  Ron Kimmel"
442,Unsupervised Visual Domain Adaptation: A Deep Max-Margin Gaussian Process Approach,"Minyoung Kim,  Pritish Sahu,  Behnam Gholami,  Vladimir Pavlovic"
443,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,"Kamran Ghasedi,  Xiaoqian Wang,  Cheng Deng,  Heng Huang"
444,A Style-Based Generator Architecture for Generative Adversarial Networks,"Tero Karras,  Samuli Laine,  Timo Aila"
445,Parallel Optimal Transport GAN,"Gil Avraham,  Yan Zuo,  Tom Drummond"
446,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,"Ji Hou,  Angela Dai,  Matthias Niessner"
447,Causes and Corrections for Bimodal Multi-Path Scanning With Structured Light,"Yu Zhang,  Daniel L. Lau,  Ying Yu"
448,TextureNet: Consistent Local Parametrizations for Learning From High-Resolution Signals on Meshes,"Jingwei Huang,  Haotian Zhang,  Li Yi,  Thomas Funkhouser,  Matthias Niessner,  Leonidas J. Guibas"
449,PlaneRCNN: 3D Plane Detection and Reconstruction From a Single Image,"Chen Liu,  Kihwan Kim,  Jinwei Gu,  Yasutaka Furukawa,  Jan Kautz"
450,Occupancy Networks: Learning 3D Reconstruction in Function Space,"Lars Mescheder,  Michael Oechsle,  Michael Niemeyer,  Sebastian Nowozin,  Andreas Geiger"
451,3D Shape Reconstruction From Images in the Frequency Domain,"Weichao Shen,  Yunde Jia,  Yuwei Wu"
452,SiCloPe: Silhouette-Based Clothed People,"Ryota Natsume,  Shunsuke Saito,  Zeng Huang,  Weikai Chen,  Chongyang Ma,  Hao Li,  Shigeo Morishima"
453,Detailed Human Shape Estimation From a Single Image by Hierarchical Mesh Deformation,"Hao Zhu,  Xinxin Zuo,  Sen Wang,  Xun Cao,  Ruigang Yang"
454,Convolutional Mesh Regression for Single-Image Human Shape Reconstruction,"Nikos Kolotouros,  Georgios Pavlakos,  Kostas Daniilidis"
455,H+O: Unified Egocentric Recognition of 3D Hand-Object Poses and Interactions,"Bugra Tekin,  Federica Bogo,  Marc Pollefeys"
456,Learning the Depths of Moving People by Watching Frozen People,"Zhengqi Li,  Tali Dekel,  Forrester Cole,  Richard Tucker,  Noah Snavely,  Ce Liu,  William T. Freeman"
457,Extreme Relative Pose Estimation for RGB-D Scans via Scene Completion,"Zhenpei Yang,  Jeffrey Z. Pan,  Linjie Luo,  Xiaowei Zhou,  Kristen Grauman,  Qixing Huang"
458,A Skeleton-Bridged Deep Learning Approach for Generating Meshes of Complex Topologies From Single RGB Images,"Jiapeng Tang,  Xiaoguang Han,  Junyi Pan,  Kui Jia,  Xin Tong"
459,Learning Structure-And-Motion-Aware Rolling Shutter Correction,"Bingbing Zhuang,  Quoc-Huy Tran,  Pan Ji,  Loong-Fah Cheong,  Manmohan Chandraker"
460,PVNet: Pixel-Wise Voting Network for 6DoF Pose Estimation,"Sida Peng,  Yuan Liu,  Qixing Huang,  Xiaowei Zhou,  Hujun Bao"
461,SelFlow: Self-Supervised Learning of Optical Flow,"Pengpeng Liu,  Michael Lyu,  Irwin King,  Jia Xu"
462,Taking a Deeper Look at the Inverse Compositional Algorithm,"Zhaoyang Lv,  Frank Dellaert,  James M. Rehg,  Andreas Geiger"
463,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,"Zhipeng Zhang,  Houwen Peng"
464,Self-Supervised Adaptation of High-Fidelity Face Models for Monocular Performance Tracking,"Jae Shin Yoon,  Takaaki Shiratori,  Shoou-I Yu,  Hyun Soo Park"
465,Diverse Generation for Multi-Agent Sports Games,"Raymond A. Yeh,  Alexander G. Schwing,  Jonathan Huang,  Kevin Murphy"
466,Efficient Online Multi-Person 2D Pose Tracking With Recurrent Spatio-Temporal Affinity Fields,"Yaadhav Raaj,  Haroon Idrees,  Gines Hidalgo,  Yaser Sheikh"
467,GFrames: Gradient-Based Local Reference Frame for 3D Shape Matching,"Simone Melzi,  Riccardo Spezialetti,  Federico Tombari,  Michael M. Bronstein,  Luigi Di Stefano,  Emanuele Rodola"
468,Eliminating Exposure Bias and Metric Mismatch in Multiple Object Tracking,"Andrii Maksai,  Pascal Fua"
469,Graph Convolutional Tracking,"Junyu Gao,  Tianzhu Zhang,  Changsheng Xu"
470,ATOM: Accurate Tracking by Overlap Maximization,"Martin Danelljan,  Goutam Bhat,  Fahad Shahbaz Khan,  Michael Felsberg"
471,Visual Tracking via Adaptive Spatially-Regularized Correlation Filters,"Kenan Dai,  Dong Wang,  Huchuan Lu,  Chong Sun,  Jianhua Li"
472,Deep Tree Learning for Zero-Shot Face Anti-Spoofing,"Yaojie Liu,  Joel Stehouwer,  Amin Jourabloo,  Xiaoming Liu"
473,ArcFace: Additive Angular Margin Loss for Deep Face Recognition,"Jiankang Deng,  Jia Guo,  Niannan Xue,  Stefanos Zafeiriou"
474,Learning Joint Gait Representation via Quintuplet Loss Minimization,"Kaihao Zhang,  Wenhan Luo,  Lin Ma,  Wei Liu,  Hongdong Li"
475,Gait Recognition via Disentangled Representation Learning,"Ziyuan Zhang,  Luan Tran,  Xi Yin,  Yousef Atoum,  Xiaoming Liu,  Jian Wan,  Nanxin Wang"
476,Reversible GANs for Memory-Efficient Image-To-Image Translation,"Tycho F.A. van der Ouderaa,  Daniel E. Worrall"
477,Sensitive-Sample Fingerprinting of Deep Neural Networks,"Zecheng He,  Tianwei Zhang,  Ruby Lee"
478,Soft Labels for Ordinal Regression,"Raul Diaz,  Amit Marathe"
479,Local to Global Learning: Gradually Adding Classes for Training Deep Neural Networks,"Hao Cheng,  Dongze Lian,  Bowen Deng,  Shenghua Gao,  Tao Tan,  Yanlin Geng"
480,"What Does It Mean to Learn in Deep Networks? And, How Does One Detect Adversarial Attacks?","Ciprian A. Corneanu,  Meysam Madadi,  Sergio Escalera,  Aleix M. Martinez"
481,Handwriting Recognition in Low-Resource Scripts Using Adversarial Learning,"Ayan Kumar Bhunia,  Abhirup Das,  Ankan Kumar Bhunia,  Perla Sai Raj Kishore,  Partha Pratim Roy"
482,Adversarial Defense Through Network Profiling Based Path Extraction,"Yuxian Qiu,  Jingwen Leng,  Cong Guo,  Quan Chen,  Chao Li,  Minyi Guo,  Yuhao Zhu"
483,RENAS: Reinforced Evolutionary Neural Architecture Search,"Yukang Chen,  Gaofeng Meng,  Qian Zhang,  Shiming Xiang,  Chang Huang,  Lisen Mu,  Xinggang Wang"
484,Co-Occurrence Neural Network,"Irina Shevlev,  Shai Avidan"
485,SpotTune: Transfer Learning Through Adaptive Fine-Tuning,"Yunhui Guo,  Honghui Shi,  Abhishek Kumar,  Kristen Grauman,  Tajana Rosing,  Rogerio Feris"
486,Signal-To-Noise Ratio: A Robust Distance Metric for Deep Metric Learning,"Tongtong Yuan,  Weihong Deng,  Jian Tang,  Yinan Tang,  Binghui Chen"
487,Detection Based Defense Against Adversarial Examples From the Steganalysis Point of View,"Jiayang Liu,  Weiming Zhang,  Yiwei Zhang,  Dongdong Hou,  Yujia Liu,  Hongyue Zha,  Nenghai Yu"
488,HetConv: Heterogeneous Kernel-Based Convolutions for Deep CNNs,"Pravendra Singh,  Vinay Kumar Verma,  Piyush Rai,  Vinay P. Namboodiri"
489,Strike (With) a Pose: Neural Networks Are Easily Fooled by Strange Poses of Familiar Objects,"Michael A. Alcorn,  Qi Li,  Zhitao Gong,  Chengfei Wang,  Long Mai,  Wei-Shinn Ku,  Anh Nguyen"
490,Blind Geometric Distortion Correction on Images Through Deep Learning,"Xiaoyu Li,  Bo Zhang,  Pedro V. Sander,  Jing Liao"
491,Instance-Level Meta Normalization,"Songhao Jia,  Ding-Jie Chen,  Hwann-Tzong Chen"
492,Iterative Normalization: Beyond Standardization Towards Efficient Whitening,"Lei Huang,  Yi Zhou,  Fan Zhu,  Li Liu,  Ling Shao"
493,On Learning Density Aware Embeddings,"Soumyadeep Ghosh,  Richa Singh,  Mayank Vatsa"
494,Contrastive Adaptation Network for Unsupervised Domain Adaptation,"Guoliang Kang,  Lu Jiang,  Yi Yang,  Alexander G. Hauptmann"
495,LP-3DCNN: Unveiling Local Phase in 3D Convolutional Neural Networks,"Sudhakar Kumawat,  Shanmuganathan Raman"
496,Attribute-Driven Feature Disentangling and Temporal Aggregation for Video Person Re-Identification,"Yiru Zhao,  Xu Shen,  Zhongming Jin,  Hongtao Lu,  Xian-sheng Hua"
497,Binary Ensemble Neural Network: More Bits per Network or More Networks per Bit?,"Shilin Zhu,  Xin Dong,  Hao Su"
498,Distilling Object Detectors With Fine-Grained Feature Imitation,"Tao Wang,  Li Yuan,  Xiaopeng Zhang,  Jiashi Feng"
499,Centripetal SGD for Pruning Very Deep Convolutional Networks With Complicated Structure,"Xiaohan Ding,  Guiguang Ding,  Yuchen Guo,  Jungong Han"
500,Knockoff Nets: Stealing Functionality of Black-Box Models,"Tribhuvanesh Orekondy,  Bernt Schiele,  Mario Fritz"
501,Deep Embedding Learning With Discriminative Sampling Policy,"Yueqi Duan,  Lei Chen,  Jiwen Lu,  Jie Zhou"
502,Hybrid Task Cascade for Instance Segmentation,"Kai Chen,  Jiangmiao Pang,  Jiaqi Wang,  Yu Xiong,  Xiaoxiao Li,  Shuyang Sun,  Wansen Feng,  Ziwei Liu,  Jianping Shi,  Wanli Ouyang,  Chen Change Loy,  Dahua Lin"
503,Multi-Task Self-Supervised Object Detection via Recycling of Bounding Box Annotations,"Wonhee Lee,  Joonil Na,  Gunhee Kim"
504,ClusterNet: Deep Hierarchical Cluster Network With Rigorously Rotation-Invariant Representation for Point Cloud Analysis,"Chao Chen,  Guanbin Li,  Ruijia Xu,  Tianshui Chen,  Meng Wang,  Liang Lin"
505,Learning to Learn Relation for Important People Detection in Still Images,"Wei-Hong Li,  Fa-Ting Hong,  Wei-Shi Zheng"
506,Looking for the Devil in the Details: Learning Trilinear Attention Sampling Network for Fine-Grained Image Recognition,"Heliang Zheng,  Jianlong Fu,  Zheng-Jun Zha,  Jiebo Luo"
507,Multi-Similarity Loss With General Pair Weighting for Deep Metric Learning,"Xun Wang,  Xintong Han,  Weilin Huang,  Dengke Dong,  Matthew R. Scott"
508,Domain-Symmetric Networks for Adversarial Domain Adaptation,"Yabin Zhang,  Hui Tang,  Kui Jia,  Mingkui Tan"
509,End-To-End Supervised Product Quantization for Image Search and Retrieval,"Benjamin Klein,  Lior Wolf"
510,Learning to Learn From Noisy Labeled Data,"Junnan Li,  Yongkang Wong,  Qi Zhao,  Mohan S. Kankanhalli"
511,DSFD: Dual Shot Face Detector,"Jian Li,  Yabiao Wang,  Changan Wang,  Ying Tai,  Jianjun Qian,  Jian Yang,  Chengjie Wang,  Jilin Li,  Feiyue Huang"
512,Label Propagation for Deep Semi-Supervised Learning,"Ahmet Iscen,  Giorgos Tolias,  Yannis Avrithis,  Ondrej Chum"
513,Deep Global Generalized Gaussian Networks,"Qilong Wang,  Peihua Li,  Qinghua Hu,  Pengfei Zhu,  Wangmeng Zuo"
514,Semantically Tied Paired Cycle Consistency for Zero-Shot Sketch-Based Image Retrieval,"Anjan Dutta,  Zeynep Akata"
515,Context-Aware Crowd Counting,"Weizhe Liu,  Mathieu Salzmann,  Pascal Fua"
516,Detect-To-Retrieve: Efficient Regional Aggregation for Image Search,"Marvin Teichmann,  Andre Araujo,  Menglong Zhu,  Jack Sim"
517,Towards Accurate One-Stage Object Detection With AP-Loss,"Kean Chen,  Jianguo Li,  Weiyao Lin,  John See,  Ji Wang,  Lingyu Duan,  Zhibo Chen,  Changwei He,  Junni Zou"
518,On Exploring Undetermined Relationships for Visual Relationship Detection,"Yibing Zhan,  Jun Yu,  Ting Yu,  Dacheng Tao"
519,Learning Without Memorizing,"Prithviraj Dhar,  Rajat Vikram Singh,  Kuan-Chuan Peng,  Ziyan Wu,  Rama Chellappa"
520,Dynamic Recursive Neural Network,"Qiushan Guo,  Zhipeng Yu,  Yichao Wu,  Ding Liang,  Haoyu Qin,  Junjie Yan"
521,Destruction and Construction Learning for Fine-Grained Image Recognition,"Yue Chen,  Yalong Bai,  Wei Zhang,  Tao Mei"
522,Distraction-Aware Shadow Detection,"Quanlong Zheng,  Xiaotian Qiao,  Ying Cao,  Rynson W.H. Lau"
523,Multi-Label Image Recognition With Graph Convolutional Networks,"Zhao-Min Chen,  Xiu-Shen Wei,  Peng Wang,  Yanwen Guo"
524,High-Level Semantic Feature Detection: A New Perspective for Pedestrian Detection,"Wei Liu,  Shengcai Liao,  Weiqiang Ren,  Weidong Hu,  Yinan Yu"
525,RepMet: Representative-Based Metric Learning for Classification and Few-Shot Object Detection,"Leonid Karlinsky,  Joseph Shtok,  Sivan Harary,  Eli Schwartz,  Amit Aides,  Rogerio Feris,  Raja Giryes,  Alex M. Bronstein"
526,Ranked List Loss for Deep Metric Learning,"Xinshao Wang,  Yang Hua,  Elyor Kodirov,  Guosheng Hu,  Romain Garnier,  Neil M. Robertson"
527,CANet: Class-Agnostic Segmentation Networks With Iterative Refinement and Attentive Few-Shot Learning,"Chi Zhang,  Guosheng Lin,  Fayao Liu,  Rui Yao,  Chunhua Shen"
528,Precise Detection in Densely Packed Scenes,"Eran Goldman,  Roei Herzig,  Aviv Eisenschtat,  Jacob Goldberger,  Tal Hassner"
529,KE-GAN: Knowledge Embedded Generative Adversarial Networks for Semi-Supervised Scene Parsing,"Mengshi Qi,  Yunhong Wang,  Jie Qin,  Annan Li"
530,Fast User-Guided Video Object Segmentation by Interaction-And-Propagation Networks,"Seoung Wug Oh,  Joon-Young Lee,  Ning Xu,  Seon Joo Kim"
531,Fast Interactive Object Annotation With Curve-GCN,"Huan Ling,  Jun Gao,  Amlan Kar,  Wenzheng Chen,  Sanja Fidler"
532,FickleNet: Weakly and Semi-Supervised Semantic Image Segmentation Using Stochastic Inference,"Jungbeom Lee,  Eunji Kim,  Sungmin Lee,  Jangho Lee,  Sungroh Yoon"
533,RVOS: End-To-End Recurrent Network for Video Object Segmentation,"Carles Ventura,  Miriam Bellver,  Andreu Girbau,  Amaia Salvador,  Ferran Marques,  Xavier Giro-i-Nieto"
534,DeepFlux for Skeletons in the Wild,"Yukang Wang,  Yongchao Xu,  Stavros Tsogkas,  Xiang Bai,  Sven Dickinson,  Kaleem Siddiqi"
535,Interactive Image Segmentation via Backpropagating Refinement Scheme,"Won-Dong Jang,  Chang-Su Kim"
536,Scene Parsing via Integrated Classification Model and Variance-Based Regularization,"Hengcan Shi,  Hongliang Li,  Qingbo Wu,  Zichen Song"
