5065.93,Washington
1249.28,"New Jersey"
1061.64,"Rhode Island"
891.14,Massachusetts
744.04,Connecticut
521.98,Maryland
403.36,Florida
402.97,Delaware
287.94,Ohio
286.25,Pennsylvania
